case,n,seed,P,precision,near_radius2,K_max,virtual_depth,sigma_classes,route,contact_orbit,refinement_depth,routes,body_pairs,mean_target_occupancy,mean_source_occupancy,max_target_occupancy,max_source_occupancy,source_timing_record
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,edge,2,2311,3081,1.155777,1.156642,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,face,1,6940,44510,2.543084,2.464841,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,face,2,8632,12090,1.184198,1.189759,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,outer_0_0_1,0,1897,120354,8.785451,4.682657,30,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,outer_0_0_1,1,6079,32069,2.175029,2.175029,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,outer_0_0_1,2,241,309,1.124481,1.157676,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,self,2,3176,4474,1.185768,1.185768,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,sigma_demoted_outer,0,659,9212,3.745068,3.965099,21,21,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,sigma_demoted_outer,1,30752,92046,1.760471,1.765121,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,M2T,sigma_demoted_outer,2,36409,47237,1.139526,1.140460,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,corner,1,45,160,1.266667,2.977778,2,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,corner,2,16,16,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,edge,1,248,835,1.149194,2.899194,2,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,edge,2,19,21,1.105263,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,face,1,274,992,1.145985,3.127737,2,8,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,face,2,216,264,1.222222,1.000000,3,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,outer_0_0_1,0,425,25890,2.863529,21.176471,9,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,outer_0_0_1,1,77,101,1.155844,1.155844,3,7,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,outer_0_0_1,2,27,35,1.296296,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,sigma_demoted_outer,0,87,1072,4.459770,2.793103,11,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,sigma_demoted_outer,1,168,398,2.035714,1.184524,10,4,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,S2L,sigma_demoted_outer,2,149,183,1.228188,1.000000,3,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,corner,0,54,54,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,corner,1,2264,2264,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,corner,2,20656,27522,1.153563,1.153563,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,edge,0,112,112,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,edge,1,5528,5528,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,edge,2,51006,67246,1.148120,1.148120,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,face,0,82,82,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,face,1,5038,5038,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,face,2,51028,65556,1.134671,1.134671,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,0,148,148,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,1,4832,4832,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,outer_0_0_1,2,75712,96038,1.127945,1.127945,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,self,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,self,1,1438,1438,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,self,2,17805,24898,1.176523,1.176523,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,0,318,318,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,1,20376,20376,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,2,1,direct,sigma_demoted_outer,2,98468,118614,1.098986,1.098986,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,corner,2,1666,2394,1.195078,1.195078,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,corner,3,404,416,1.014851,1.014851,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,edge,2,1200,1710,1.190000,1.190000,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,edge,3,390,442,1.066667,1.066667,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,face,3,198,222,1.060606,1.060606,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,outer_0_0_1,2,13970,20196,1.201861,1.201861,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,outer_0_0_1,3,2246,2352,1.023598,1.023598,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2L,self,3,38,56,1.236842,1.236842,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,corner,1,1348,5871,2.589021,1.614243,10,8,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,corner,2,7805,11576,1.202434,1.227675,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,corner,3,235,254,1.029787,1.051064,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,edge,1,2517,10485,2.824394,1.470799,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,edge,2,32778,46870,1.186772,1.205992,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,edge,3,1839,2049,1.027732,1.085372,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,face,1,720,2531,3.031944,1.158333,8,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,face,2,24962,35634,1.188767,1.202187,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,face,3,5274,5880,1.027683,1.085324,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,outer_0_0_1,1,23036,116865,2.431021,1.983504,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,outer_0_0_1,2,28372,38873,1.156633,1.184513,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,outer_0_0_1,3,615,672,1.014634,1.078049,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,self,2,454,658,1.200441,1.200441,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,self,3,1615,1827,1.037771,1.089783,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,0,399,5710,3.205514,4.561404,21,11,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,1,26525,82650,1.747974,1.850745,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,2,35277,45910,1.138362,1.145080,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,M2T,sigma_demoted_outer,3,5100,5369,1.025490,1.027255,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,corner,1,798,2765,1.244361,2.890977,8,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,corner,2,1105,1308,1.180995,1.002715,3,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,corner,3,109,114,1.045872,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,edge,1,1867,6555,1.182110,3.006963,8,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,edge,2,3664,4446,1.191594,1.019651,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,edge,3,1191,1297,1.089001,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,face,1,720,2531,1.158333,3.031944,3,8,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,face,2,2604,3172,1.170891,1.042243,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,face,3,3194,3498,1.095178,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,outer_0_0_1,1,7430,25437,1.335128,2.722611,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,outer_0_0_1,2,4394,5279,1.189804,1.009786,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,outer_0_0_1,3,299,338,1.130435,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,self,3,967,1051,1.086867,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,0,347,4574,4.544669,2.985591,11,21,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,1,4001,9332,1.921270,1.239940,10,7,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,2,1385,1628,1.173285,1.002166,3,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,3,140,149,1.064286,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,0,54,54,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,1,2960,2960,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,2,15378,15378,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,3,11076,11942,1.038823,1.038823,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,0,112,112,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,1,7028,7028,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,2,40916,40916,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,3,26908,28550,1.030363,1.030363,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,0,82,82,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,1,5830,5830,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,2,47144,47144,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,3,23562,25442,1.039725,1.039725,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,0,190,190,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,1,8062,8062,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,2,59306,59306,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,3,32844,35112,1.034375,1.034375,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,1,1438,1438,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,2,14936,14936,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,3,10432,11326,1.040932,1.040932,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,0,318,318,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,1,20704,20704,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,2,81088,81088,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,3,30216,32024,1.029786,1.029786,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,corner,1,940,4476,2.131915,2.131915,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,corner,2,1140,1496,1.142982,1.142982,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,corner,3,502,516,1.013944,1.013944,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,edge,1,530,2602,2.198113,2.198113,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,edge,2,1462,1936,1.151163,1.151163,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,edge,3,708,782,1.052260,1.052260,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,face,2,2488,3434,1.176849,1.176849,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,face,3,696,778,1.057471,1.057471,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,outer_0_0_1,1,3570,19150,2.298880,2.298880,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,outer_0_0_1,2,9896,13756,1.178456,1.178456,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,outer_0_0_1,3,2666,2798,1.024756,1.024756,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,self,2,326,482,1.211656,1.211656,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2L,self,3,460,534,1.078261,1.078261,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,corner,1,3629,18628,2.229540,2.208322,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,corner,2,340,416,1.102941,1.102941,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,corner,3,16,18,1.062500,1.062500,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,edge,1,11962,69099,2.407457,2.371175,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,edge,2,2311,3081,1.155777,1.156642,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,edge,3,136,148,1.044118,1.044118,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,face,1,6940,44510,2.543084,2.464841,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,face,2,8632,12090,1.184198,1.189759,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,face,3,323,345,1.027864,1.040248,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,0,1897,120354,8.785451,4.682657,30,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,1,6079,32069,2.175029,2.175029,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,2,241,309,1.124481,1.157676,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,3,17,18,1.000000,1.058824,1,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,self,2,3176,4474,1.185768,1.185768,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,self,3,214,231,1.037383,1.042056,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,0,659,9212,3.745068,3.965099,21,21,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,1,30752,92046,1.760471,1.765121,10,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,2,36409,47237,1.139526,1.140460,3,3,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,3,5231,5508,1.026381,1.026572,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,corner,1,45,160,1.266667,2.977778,2,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,corner,2,16,16,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,corner,3,2,2,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,edge,1,248,835,1.149194,2.899194,2,10,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,edge,2,19,21,1.105263,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,edge,3,24,24,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,face,1,274,992,1.145985,3.127737,2,8,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,face,2,216,264,1.222222,1.000000,3,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,face,3,29,33,1.137931,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,outer_0_0_1,0,425,25890,2.863529,21.176471,9,30,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,outer_0_0_1,1,77,101,1.155844,1.155844,3,7,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,outer_0_0_1,2,27,35,1.296296,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,outer_0_0_1,3,17,18,1.058824,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,self,3,14,15,1.071429,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,sigma_demoted_outer,0,87,1072,4.459770,2.793103,11,6,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,sigma_demoted_outer,1,168,398,2.035714,1.184524,10,4,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,sigma_demoted_outer,2,149,183,1.228188,1.000000,3,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,S2L,sigma_demoted_outer,3,9,10,1.111111,1.000000,2,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,0,54,54,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,1,2264,2264,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,2,15044,15044,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,3,11076,11942,1.038823,1.038823,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,0,112,112,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,1,5528,5528,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,2,37742,37742,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,3,26908,28550,1.030363,1.030363,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,0,82,82,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,1,5038,5038,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,2,38958,38958,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,3,23562,25442,1.039725,1.039725,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,0,148,148,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,1,4832,4832,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,2,58092,58092,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,3,32844,35112,1.034375,1.034375,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,1,1438,1438,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,2,12792,12792,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,3,10432,11326,1.040932,1.040932,2,2,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,0,318,318,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,1,20376,20376,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,2,81072,81072,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,3,30216,32024,1.029786,1.029786,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,M2T,sigma_demoted_outer,0,3563,85094,8.807466,2.609037,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,S2L,sigma_demoted_outer,0,150,7162,3.300000,17.666667,23,28,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,direct,corner,0,874,72818,7.720824,7.720824,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,direct,edge,0,1984,186226,8.348790,8.348790,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,direct,face,0,1456,152792,8.719093,8.719093,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,direct,outer_0_0_1,0,4196,345888,8.551001,8.551001,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,direct,self,0,270,36610,7.585185,7.585185,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,0,1,direct,sigma_demoted_outer,0,44811,1969768,7.312602,6.309745,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,M2T,outer_0_0_1,0,556,78694,11.598921,7.656475,29,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,M2T,sigma_demoted_outer,0,3761,93105,8.580165,3.202872,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,S2L,outer_0_0_1,0,248,14104,2.782258,20.241935,27,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,direct,corner,0,874,72818,7.720824,7.720824,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,direct,edge,0,1984,186226,8.348790,8.348790,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,direct,face,0,1456,152792,8.719093,8.719093,32,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,0,1,direct,outer_0_0_1,0,3392,253090,8.473172,7.842866,32,32,fm041a_gpu_stages.csv
