case,n,seed,P,precision,near_radius2,K_max,virtual_depth,sigma_classes,route,contact_orbit,refinement_depth,routes,body_pairs,mean_target_occupancy,mean_source_occupancy,max_target_occupancy,max_source_occupancy,source_timing_record
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,self,2,17,19,1.117647,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,self,3,2274,2438,1.072120,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,0,150,7162,3.300000,17.666667,23,28,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,1,14097,93431,2.214159,2.967653,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,S2L,sigma_demoted_outer,2,146,174,1.191781,1.000000,3,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,0,38,38,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,1,2674,2674,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,2,20113,20113,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,corner,3,24231,27381,1.064587,1.064091,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,0,84,84,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,1,6116,6116,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,2,47978,47978,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,edge,3,52057,58938,1.066197,1.063872,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,1,4535,4535,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,2,46994,46994,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,face,3,39191,44705,1.070628,1.067464,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,0,166,166,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,1,9322,9322,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,2,78150,78150,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,outer_0_0_1,3,76670,87190,1.065749,1.070353,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,0,55,55,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,1,1130,1130,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,2,16288,16288,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,self,3,11037,12404,1.057353,1.056356,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,0,2063,2063,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,1,114597,114597,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,2,633305,633305,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,4,Float64,5,32,3,1,direct,sigma_demoted_outer,3,445971,490927,1.046303,1.053683,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,corner,1,593,3479,2.220911,2.465430,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,corner,2,782,1117,1.228900,1.179028,7,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,corner,3,58,59,1.017241,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,edge,1,363,2286,2.352617,2.606061,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,edge,2,1863,2568,1.196457,1.152442,7,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,edge,3,165,169,1.024242,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,face,2,2496,3643,1.198317,1.207532,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,face,3,102,106,1.039216,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,outer_0_0_1,1,4912,28836,2.386401,2.405537,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,outer_0_0_1,2,4735,6474,1.189018,1.149314,7,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,outer_0_0_1,3,420,426,1.014286,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,self,2,344,490,1.180233,1.186047,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2L,self,3,47,47,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,corner,1,2960,18116,2.331081,2.464189,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,corner,2,348,474,1.140805,1.198276,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,corner,3,2,3,1.000000,1.500000,1,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,edge,1,10582,67508,2.444812,2.525421,14,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,edge,2,3439,4715,1.152951,1.189008,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,edge,3,58,67,1.017241,1.137931,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,face,1,6577,44233,2.580052,2.539760,9,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,face,2,13868,19257,1.167147,1.189140,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,face,3,595,664,1.020168,1.095798,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,0,556,78694,11.598921,7.656475,29,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,1,6853,43678,2.412958,2.584853,22,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,2,180,211,1.005556,1.166667,2,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,outer_0_0_1,3,4,4,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,self,2,8276,11694,1.178710,1.200580,4,4,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,self,3,1126,1233,1.023979,1.069272,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,0,3761,93105,8.580165,3.202872,29,32,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,1,110775,530284,2.331609,2.046003,22,22,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,2,122124,173225,1.199445,1.180783,7,7,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,M2T,sigma_demoted_outer,3,22311,24625,1.063466,1.038770,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,corner,1,129,376,1.232558,2.279070,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,corner,2,26,30,1.115385,1.038462,2,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,corner,3,1,2,2.000000,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,edge,1,622,2102,1.231511,2.745981,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,edge,2,254,304,1.177165,1.015748,3,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,edge,3,38,45,1.184211,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,face,1,783,2564,1.186462,2.773946,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,face,2,1098,1312,1.191257,1.002732,4,2,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,face,3,340,382,1.123529,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,outer_0_0_1,0,248,14104,2.782258,20.241935,27,29,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,outer_0_0_1,1,153,504,1.150327,2.810458,3,9,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,self,2,674,804,1.192878,1.000000,4,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,self,3,697,748,1.073171,1.000000,2,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,S2L,sigma_demoted_outer,1,31,109,1.032258,3.354839,2,6,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,0,38,38,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,1,2152,2152,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,2,19594,19594,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,corner,3,24228,27378,1.064595,1.064099,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,0,84,84,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,1,4654,4654,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,2,42939,42939,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,edge,3,51931,58785,1.066107,1.063758,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,0,64,64,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,1,3673,3673,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,2,33386,33386,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,face,3,38125,43508,1.070925,1.067593,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,0,146,146,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,1,8222,8222,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,2,77399,77399,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,outer_0_0_1,3,76670,87190,1.065749,1.070353,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,0,55,55,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,1,1130,1130,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,2,10157,10157,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,self,3,9059,10252,1.060382,1.059168,3,3,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,0,2062,2062,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,1,114456,114456,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,2,633231,633231,1.000000,1.000000,1,1,fm041a_gpu_stages.csv
sigma_multiscale,2048,41003,8,Float64,5,32,3,1,direct,sigma_demoted_outer,3,445971,490927,1.046303,1.053683,3,3,fm041a_gpu_stages.csv
