label,job,host,case,n,tf,literature_P,expansion_order,ell,q,kernel,rho_t,rho_c,rectangular,component_semantics,reference_checksum,reference_u_rel,reference_j_rel,u_cutoff_rel,u_fmm_rel,u_total_rel,u_triangle_rel,u_correlation,u_cancellation_ratio,u_identity_rel,u_triangle_pass,j_cutoff_rel,j_fmm_rel,j_total_rel,j_triangle_rel,j_correlation,j_cancellation_ratio,j_identity_rel
d37b_wa6_tp_l7q9,13170230,m13h-1-2,wake,1000000,Float64,5,4,7,9,twopass,3.4,2.0,false,truncated_deficit,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,9.045761315081828e-5,0.00021812022281582875,0.00026583327923828266,0.000308577835966647,0.3777962841034457,0.8614788499165427,0.0,true,0.003832020751876865,0.0019100942715877273,0.004093415936007395,0.005742115023464593,-0.1077112264860763,0.7128759906898504,3.376364609267232e-20
d37b_ro5_pa_l6q6,13170230,m13h-1-2,rotor,100000,Float32,5,4,6,6,partitioned,3.668,,false,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.4305084394622066e-5,0.0005425616899543429,0.0005410188016723885,0.000586866774348965,-0.07560420241092702,0.9218766938587767,0.0,true,4.926472203615807e-5,1.0539279168841686e-5,5.1528078940430966e-5,5.9804001204999756e-5,0.11272185273274407,0.8616159103435223,2.0802385573694418e-23
d37b_ro5_pa_l6q6,13170230,m13h-1-2,rotor,100000,Float64,5,4,6,6,partitioned,3.668,,false,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.4305084394622066e-5,0.0005392343517601198,0.0005377452786383216,0.0005835394361547419,-0.07464460002932234,0.9215234572350707,0.0,true,4.926472203615807e-5,1.0277057747526946e-5,5.1410188153564856e-5,5.9541779783685016e-5,0.10900402827643474,0.8634304909987207,2.0802385573694418e-23
d37b_ro5_pa_l7q6,13170230,m13h-1-2,rotor,100000,Float32,5,4,7,6,partitioned,3.668,,false,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.4305084394622066e-5,0.0006444228633470471,0.0006416506949533626,0.0006887279477416692,-0.09681118768761543,0.9316460832718167,0.0,true,4.926472203615807e-5,2.0564402504596356e-5,5.427405133053486e-5,6.982912454075442e-5,0.047263449067190585,0.7772408960799567,1.6641908458955535e-22
d37b_ro5_pa_l7q6,13170230,m13h-1-2,rotor,100000,Float64,5,4,7,6,partitioned,3.668,,false,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.4305084394622066e-5,0.0006410428951497356,0.0006383080021739515,0.0006853479795443576,-0.09615400702157012,0.9313633675528162,0.0,true,4.926472203615807e-5,2.0424622052730096e-5,5.415907510845495e-5,6.968934408888816e-5,0.044238826309674344,0.7771500193684635,1.6641908458955535e-22
d37b_ro5_tp_l7q6,13170230,m13h-1-2,rotor,100000,Float32,5,4,7,6,twopass,3.668,2.0,false,truncated_deficit,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.4305084394622066e-5,0.000644423325910874,0.0006416514056826723,0.0006887284103054961,-0.0968055859171202,0.9316464895038349,0.0,true,4.926472203615807e-5,2.0564962476447623e-5,5.427299199941546e-5,6.98296845126057e-5,0.047194046995472486,0.7772194930884739,1.6641908458955535e-22
d37b_ro5_tp_l7q6,13170230,m13h-1-2,rotor,100000,Float64,5,4,7,6,twopass,3.668,2.0,false,truncated_deficit,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.4305084394622066e-5,0.0006410428951497366,0.0006383080021739537,0.0006853479795443587,-0.09615400702154217,0.931363367552818,0.0,true,4.926472203615807e-5,2.0424622052730658e-5,5.415907510846031e-5,6.968934408888873e-5,0.044238826309950026,0.777150019368534,1.6641908458955535e-22
d37b_ro5_tp_l7q6_r34,13170230,m13h-1-2,rotor,100000,Float32,5,4,7,6,twopass,3.4,2.0,false,truncated_deficit,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,0.00011972840681317827,0.0006444371277972993,0.0006477793012546336,0.0007641655346104776,-0.0649067748207111,0.8476949978970588,0.0,true,0.00013862080778852368,2.0562190536385962e-5,0.0001407045597726251,0.00015918299832490965,0.027933631132804705,0.883917009060427,0.0
d37b_ro5_tp_l7q6_r34,13170230,m13h-1-2,rotor,100000,Float64,5,4,7,6,twopass,3.4,2.0,false,truncated_deficit,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,0.00011972840681317827,0.0006410432140979853,0.0006444579927640629,0.0007607716209111636,-0.06478859286968862,0.8471109792347489,0.0,true,0.00013862080778852368,2.0424444881128454e-5,0.00014064402571475462,0.00015904525266965215,0.026111348243684707,0.884301941453618,8.320954229477767e-23
d37b_ro5_tp_l7q4,13170230,m13h-1-2,rotor,100000,Float32,5,4,7,4,twopass,3.4,1.7,false,truncated_deficit,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,0.00011972840681317827,0.0035949906600489245,0.0035879212588397604,0.0037147190668621027,-0.07563937405912417,0.9658661110732525,0.0,false,0.00013862080778852368,0.0005655154932577716,0.0004962852911644465,0.0007041363010462953,-0.5914133937971029,0.7048142389861205,0.0
d37b_ro5_tp_l7q4,13170230,m13h-1-2,rotor,100000,Float64,5,4,7,4,twopass,3.4,1.7,false,truncated_deficit,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,0.00011972840681317827,0.003595462862697228,0.003588408261033212,0.003715191269510406,-0.07551382819387215,0.9658744330291502,0.0,false,0.00013862080778852368,0.0005656250637528774,0.000496400989062518,0.000704245871541401,-0.5913567808636025,0.7048688662895992,2.6627053534328855e-21
d37b_ro6_pa_l7q6,13170230,m13h-1-2,rotor,1000000,Float32,5,4,7,6,partitioned,3.668,,false,cutoff,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.5425053757022996e-5,0.0006947194077052635,0.0006944087908291026,0.0007401444614622865,-0.03952957318792974,0.9382071027825771,0.0,true,4.3027424540345797e-5,2.364334597913546e-5,4.901405229084796e-5,6.667077051948126e-5,-0.003926891384333205,0.7351655291958267,0.0
d37b_ro6_pa_l7q6,13170230,m13h-1-2,rotor,1000000,Float64,5,4,7,6,partitioned,3.668,,false,cutoff,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.5425053757022996e-5,8.63256449716215e-5,9.678215068042538e-5,0.0001317506987286445,-0.018968966003176223,0.7345854831461591,0.0,true,4.3027424540345797e-5,3.7437336250991314e-6,4.293714976412546e-5,4.6771158165444924e-5,-0.06759231252476168,0.9180262248850601,0.0
d37b_ro6_pa_l8q6,13170230,m13h-1-2,rotor,1000000,Float32,5,4,8,6,partitioned,3.668,,false,cutoff,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.5425053757022996e-5,0.0006970144790086203,0.0006966332792696294,0.0007424395327656434,-0.040974989133796894,0.9383030516635043,0.0,true,4.3027424540345797e-5,2.3445623346121322e-5,4.9488982741844456e-5,6.647304788646712e-5,0.02384152844444148,0.7444969700557337,0.0
d37b_ro6_pa_l8q6,13170230,m13h-1-2,rotor,1000000,Float64,5,4,8,6,partitioned,3.668,,false,cutoff,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.5425053757022996e-5,9.829384469818872e-5,0.00010711246628073391,0.0001437188984552117,-0.0282233821021149,0.7452914504080633,0.0,true,4.3027424540345797e-5,3.7607919809032287e-6,4.293810159407506e-5,4.678821652124902e-5,-0.06742871374831763,0.9177118682131125,0.0
d37b_ro6_tp_l8q6,13170230,m13h-1-2,rotor,1000000,Float32,5,4,8,6,twopass,3.668,2.0,false,truncated_deficit,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.5425053757022996e-5,0.0006970119882598427,0.0006966302680369582,0.0007424370420168657,-0.04098655737767364,0.9383021436329858,0.0,true,4.3027424540345797e-5,2.3449965664347377e-5,4.948779496629991e-5,6.647739020469316e-5,0.023677945912427147,0.7444304719833328,0.0
d37b_ro6_tp_l8q6,13170230,m13h-1-2,rotor,1000000,Float64,5,4,8,6,twopass,3.668,2.0,false,truncated_deficit,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.5425053757022996e-5,9.829384469818294e-5,0.00010711246628072036,0.00014371889845520594,-0.028223382102314554,0.745291450407999,0.0,true,4.3027424540345797e-5,3.760791980859921e-6,4.2938101594072064e-5,4.6788216521205716e-5,-0.06742871374888157,0.9177118682138979,0.0
d37b_ro6_tp_l8q6_r34,13170230,m13h-1-2,rotor,1000000,Float32,5,4,8,6,twopass,3.4,2.0,false,truncated_deficit,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,0.00016269259104147188,0.0006970622965460242,0.0007135533243488453,0.0008597548875874961,-0.014136611495483103,0.8299497154951945,0.0,true,0.00015158267804728356,2.3422990550052132e-5,0.00015429327481630435,0.0001750056685973357,0.039497019034168905,0.8816472977873205,0.0
d37b_ro6_tp_l8q6_r34,13170230,m13h-1-2,rotor,1000000,Float64,5,4,8,6,twopass,3.4,2.0,false,truncated_deficit,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,0.00016269259104147188,9.829422970150545e-5,0.00018744569166352241,0.0002609868207429773,-0.031101908481710867,0.7182189933189039,0.0,true,0.00015158267804728356,3.759972736058725e-6,0.0001516061987421825,0.0001553426507833423,-0.006146347945204973,0.9759470305011656,0.0
d37b_ro6_tp_l7q6,13170230,m13h-1-2,rotor,1000000,Float32,5,4,7,6,twopass,3.4,2.0,false,truncated_deficit,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,0.00016269259104147188,0.0006947622361495713,0.0007117844439855735,0.0008574548271910431,-0.011175305759881637,0.830113052506014,0.0,true,0.00015158267804728356,2.3627395977831737e-5,0.00015381438240289695,0.0001752100740251153,0.017213733499187006,0.8778854940775186,0.0
d37b_ro6_tp_l7q6,13170230,m13h-1-2,rotor,1000000,Float64,5,4,7,6,twopass,3.4,2.0,false,truncated_deficit,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,0.00016269259104147188,8.632574397607924e-5,0.00018337083641941387,0.0002490183350175511,-0.010543214795033963,0.736374839252257,0.0,true,0.00015158267804728356,3.7429023896184085e-6,0.00015160415537251917,0.00015532558043690196,-0.006607521737606737,0.976041132092247,0.0
