Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.1,984896,10,98489.6,98768.0,87616,108704,10686.6,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<(int)2, DynamicSize, DynamicSize, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, SubArray<Float64, (int)2, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<UnitRange<Int64>, UnitRange<Int64>>, (bool)0>, Broadcasted<CuArrayStyle<(int)2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, _, Tuple<Extruded<SubArray<Float64, (int)2, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<UnitRange<Int64>, UnitRange<Int64>>, (bool)0>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>, Extruded<SubArray<Float64, (int)2, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, (bool)0>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>)"
0.1,957055,5,191411.0,191520.0,190560,192224,810.4,"_cuda_pack_radix_body_kernel_(CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, Int64)"
0.1,806335,5,161267.0,162432.0,158848,162944,1938.5,"_cuda_cell_sigma_kernel_(CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)2, (int)1>, Int64, Int64)"
0.1,545408,200,2727.0,2528.0,2240,4256,504.4,sm90_xmma_gemm_f64f64_f64f64_f64_nn_n_tilesize32x32x32_stage3_warpsize2x2x1_tensor16x8x16_aligna8_alignc8_execute_kernel__5x_cublas
0.1,488768,10,48876.8,48032.0,46976,51552,1942.5,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<(int)2, DynamicSize, DynamicSize, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, SubArray<Float64, (int)2, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, (bool)0>, Broadcasted<CuArrayStyle<(int)2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, identity, Tuple<Extruded<SubArray<Float64, (int)2, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<UnitRange<Int64>, UnitRange<Int64>>, (bool)0>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>)"
0.0,403808,150,2692.1,2688.0,2432,3168,159.0,sm90_xmma_gemm_f64f64_f64f64_f64_nn_n_tilesize32x32x32_stage5_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
0.0,345120,15,23008.0,14560.0,13632,41216,12976.3,"_cuda_hier_dense_fused_kernel_(CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)3, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, Int64, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, Int64, Int64, Val<(bool)1>)"
0.0,302912,120,2524.3,2320.0,1920,4480,688.9,"_cuda_rotate_z_scatter_accumulate_kernel_(CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>)"
0.0,295776,5,59155.2,59072.0,58688,59648,382.4,"_cuda_counting_scatter_kernel_(CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>)"
0.0,283968,120,2366.4,2240.0,1792,3936,519.6,"_cuda_gather_rotate_z_kernel_(CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, Float64)"
0.0,281408,100,2814.1,2816.0,2528,3328,140.9,void cutlass::Kernel2<cutlass_80_tensorop_d884gemm_32x32_16x5_nn_align1>(T1::Params)
0.0,266909,120,2224.2,2080.0,1664,3360,465.6,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<(int)2, DynamicSize, DynamicSize, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, CuDeviceArray<Float64, (int)2, (int)1>, Broadcasted<CuArrayStyle<(int)2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, cos, Tuple<Broadcasted<CuArrayStyle<(int)1, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float64, (int)1, (int)1>, Tuple<Bool>, Tuple<Int64>>, Extruded<Transpose<Float64, CuDeviceArray<Float64, (int)1, (int)1>>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)"
0.0,254016,120,2116.8,2048.0,1632,3168,445.8,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<(int)2, DynamicSize, DynamicSize, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, CuDeviceArray<Float64, (int)2, (int)1>, Broadcasted<CuArrayStyle<(int)2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, sin, Tuple<Broadcasted<CuArrayStyle<(int)1, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float64, (int)1, (int)1>, Tuple<Bool>, Tuple<Int64>>, Extruded<Transpose<Float64, CuDeviceArray<Float64, (int)1, (int)1>>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)"
0.0,234080,120,1950.7,1888.0,1408,2880,446.0,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<(int)2, DynamicSize, DynamicSize, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, CuDeviceArray<Float64, (int)2, (int)1>, Broadcasted<CuArrayStyle<(int)2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, _, Tuple<Extruded<CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>, Broadcasted<CuArrayStyle<(int)2, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float64, (int)1, (int)1>, Tuple<Bool>, Tuple<Int64>>, Extruded<CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)"
0.0,210879,5,42175.8,42080.0,41599,42848,510.3,"gpu_broadcast_kernel_linear(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, NDRange<(int)1, DynamicSize, DynamicSize, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>>>, SubArray<Float64, (int)1, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Int64, Slice<OneTo<Int64>>>, (bool)1>, Broadcasted<CuArrayStyle<(int)1, DeviceMemory>, Tuple<OneTo<Int64>>, _, Tuple<Float64, Extruded<SubArray<Float64, (int)1, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Int64, UnitRange<Int64>>, (bool)1>, Tuple<Bool>, Tuple<Int64>>>>)"
0.0,208384,5,41676.8,41504.0,41312,42208,374.3,"gpu_broadcast_kernel_linear(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, NDRange<(int)1, DynamicSize, DynamicSize, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>>>, SubArray<Float64, (int)1, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Int64, Slice<OneTo<Int64>>>, (bool)1>, Broadcasted<CuArrayStyle<(int)1, DeviceMemory>, Tuple<OneTo<Int64>>, identity, Tuple<Extruded<SubArray<Float64, (int)1, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Int64, UnitRange<Int64>>, (bool)1>, Tuple<Bool>, Tuple<Int64>>>>)"
0.0,202464,5,40492.8,40480.0,40256,40672,161.0,"_cuda_counting_histogram_kernel_(CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>)"
0.0,193504,50,3870.1,3504.0,3296,4832,554.5,void cutlass::Kernel2<cutlass_80_tensorop_d884gemm_64x32_16x4_nn_align1>(T1::Params)
0.0,186272,120,1552.3,1456.0,1248,2400,329.4,"_cuda_gather_rows_kernel_(CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>)"
0.0,180512,5,36102.4,36256.0,35488,36736,558.6,"_cuda_extract_source_positions_kernel_(CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, Int64, Int64)"
0.0,156416,10,15641.6,15648.0,15200,16064,239.8,"_cuda_fill_invperm_kernel_(CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>)"
0.0,141824,5,28364.8,28320.0,28256,28512,100.2,"_cuda_subsort_keys_kernel_(CuDeviceArray<UInt32, (int)1, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, SArray<Tuple<(int)3>, Float64, (int)1, (int)3>, Float64, Int64, Int64, Int64)"
0.0,118560,20,5928.0,5920.0,5792,6080,81.0,sm90_xmma_gemm_f64f64_f64f64_f64_nn_n_tilesize64x32x32_stage3_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
0.0,113696,5,22739.2,22720.0,22592,22944,135.0,"_cuda_radix_keys_checked_kernel_(CuDeviceArray<UInt64, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, SArray<Tuple<(int)3>, Float64, (int)1, (int)3>, Float64, Int64)"
0.0,112511,5,22502.2,22464.0,22463,22560,52.8,"partial_scan(_, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, Int64, void, Val<(bool)1>)"
0.0,108064,20,5403.2,5392.0,5184,5664,134.7,sm90_xmma_gemm_f64f64_f64f64_f64_nn_n_tilesize32x32x32_stage3_warpsize2x2x1_tensor16x8x8_execute_kernel__5x_cublas
0.0,107616,5,21523.2,21408.0,21024,22464,557.3,"partial_mapreduce_grid(identity, max, Float64, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, Val<(bool)1>, CuDeviceArray<Float64, (int)2, (int)1>, SubArray<Float64, (int)1, CuDeviceArray<Float64, (int)2, (int)1>, Tuple<Int64, UnitRange<Int64>>, (bool)1>)"
0.0,100544,30,3351.5,3264.0,2816,4160,499.0,"void gemmSN_NN_kernel<double, (int)128, (int)2, (int)4, (int)8, (int)4, (int)4, (bool)0, cublasGemvTensorStridedBatched<const double>, cublasGemvTensorStridedBatched<const double>, cublasGemvTensorStridedBatched<double>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
0.0,62432,20,3121.6,3120.0,3040,3232,61.0,sm90_xmma_gemm_f64f64_f64f64_f64_nn_n_tilesize32x32x32_stage3_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
0.0,54304,5,10860.8,10848.0,10848,10880,17.5,"_cuda_direct_pairs_bucket_kernel_(RegularizedVortex, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)2, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, Int32, Int64, Val<(bool)1>)"
0.0,53568,5,10713.6,10720.0,10688,10720,14.3,"_cuda_direct_pairs_bucket_kernel_(SingularVortex, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Int64, (int)2, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, Int32, Int64, Val<(bool)1>)"
0.0,51104,10,5110.4,5088.0,4992,5248,110.9,sm90_xmma_gemm_f64f64_f64f64_f64_nn_n_tilesize32x64x32_stage3_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
0.0,35968,10,3596.8,3584.0,2144,5184,1466.7,scan
0.0,33568,5,6713.6,6784.0,6560,6784,102.2,"_cuda_nf_scalars_kernel_(CuDeviceArray<Float64, (int)1, (int)1>, CuDeviceArray<Float64, (int)1, (int)1>, Int64, Float64)"
0.0,30048,5,6009.6,5984.0,5952,6144,76.4,"_cuda_key_change_flags_kernel_(CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>)"
0.0,29728,5,5945.6,5952.0,5888,6016,57.2,"partial_scan(_, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, Int32, void, Val<(bool)1>)"
0.0,29696,5,5939.2,5952.0,5920,5952,17.5,"_cuda_fill_cell_counts_kernel_(CuDeviceArray<Int64, (int)2, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>)"
0.0,29440,5,5888.0,5888.0,5856,5920,22.6,"_cuda_fill_cell_firsts_kernel_(CuDeviceArray<UInt64, (int)1, (int)1>, CuDeviceArray<Int64, (int)2, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>)"
0.0,23456,5,4691.2,4704.0,4640,4768,53.5,"aggregate_partial_scan(_, CuDeviceArray<Int64, (int)1, (int)1>, CuDeviceArray<Int64, (int)1, (int)1>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, void)"
0.0,15776,5,3155.2,2976.0,2784,3680,430.3,"partial_mapreduce_grid(identity, max, Float64, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, Val<(bool)1>, CuDeviceArray<Float64, (int)2, (int)1>, CuDeviceArray<Float64, (int)2, (int)1>)"
0.0,11488,5,2297.6,2304.0,2272,2304,14.3,"_cuda_counting_cursor_kernel_(CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>)"
0.0,8800,5,1760.0,1760.0,1664,1888,98.6,"aggregate_partial_scan(_, CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<Int32, (int)1, (int)1>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)0, Tuple<>>, CartesianIndices<(int)2, Tuple<OneTo<Int64>, OneTo<Int64>>>, void)"
0.0,7328,5,1465.6,1472.0,1440,1472,14.3,"gpu_linear_copy_kernel_(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, NDRange<(int)1, DynamicSize, DynamicSize, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>>>, CuDeviceArray<Int64, (int)1, (int)1>, Int64, SubArray<Int64, (int)1, CuDeviceArray<Int64, (int)1, (int)1>, Tuple<StepRange<Int64, Int64>>, (bool)1>, Int64, Int64)"
0.0,6816,5,1363.2,1440.0,1216,1504,136.9,"_cuda_keys_differ_kernel_(CuDeviceArray<Int32, (int)1, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>, CuDeviceArray<UInt64, (int)1, (int)1>, Int64)"
0.0,6176,5,1235.2,1216.0,1216,1280,28.6,"gpu_linear_copy_kernel_(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, NDRange<(int)1, DynamicSize, DynamicSize, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>>>, CuDeviceArray<Int32, (int)1, (int)1>, Int64, SubArray<Int32, (int)1, CuDeviceArray<Int32, (int)1, (int)1>, Tuple<StepRange<Int64, Int64>>, (bool)1>, Int64, Int64)"
0.0,4064,5,812.8,800.0,768,896,48.5,"gpu_fill_kernel_(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, NDRange<(int)1, DynamicSize, DynamicSize, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>, CartesianIndices<(int)1, Tuple<OneTo<Int64>>>>>, CuDeviceArray<Int64, (int)1, (int)1>, Int64)"
