label,job,host,case,n,kernel,tf,ell,q,sched,strategy,K,rho_t,rho_c,gh_mode,status,message,leaf_q,rectangular,twopass_aabb,pair_aabb,ell_axes,uj_ms_median,uj_ms_min,reset_ms,refresh_ms,eval_ms,finalize_ms,overhead_ms,rk3_step_ms,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,grid_ms,occupancy_ms,direct_gen_ms,route_gen_ms,groups_ms,u_rel_rms,u_max_err,j_rel_rms,gate_pass,n_cells,n_nodes,n_routes,n_direct,direct_body_pairs,twopass_candidate_pairs,twopass_shell_pairs,nf_mixed_pairs,pair_aabb_tested,pair_aabb_skipped,total_cells,nodes_per_level,routes_per_level,construct_s,alloc_bytes_step,device_mem_gb,counters_flat,literature_P,expansion_order
f37f_wa6d_lut,13170769,m13h-1-1,wake,1000000,partitioned,Float64,6,6,uniform,dense,256,3.668,default,lut,ok,,6,false,false,false,6 6 6,173.861,173.678,0.369,1.145,171.512,0.849,-0.015,,6.403,1.379,9.044,1.367,159.125,0.682,0.0,0.0,0.0,0.003,2.9899e-04,4.8380e-05,2.8694e-03,true,6048,7168,2269736,401888,13415784610,,,401888,401888,3428,262144,0 8 16 32 168 896 6048,32 352 9888 157928 2101536,0.43,10960,16.07,true,5,4
f37f_ro5f_anchor,13170769,m13h-1-1,rotor,100000,partitioned,Float32,5,6,uniform,dense,256,3.668,default,shipped,ok,,6,false,false,false,5 5 5,12.269,11.723,0.045,0.457,11.816,0.051,-0.101,,0.739,1.081,1.007,1.076,10.503,0.343,0.0,0.0,0.0,0.003,4.4068e-04,4.0345e-03,5.0832e-05,true,655,879,100780,32749,1231324486,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,1.95,1440,9.26,true,5,4
f37f_ro5f_reduced,13170769,m13h-1-1,rotor,100000,partitioned,Float32,5,6,uniform,dense,256,3.668,default,reduced,ok,,6,false,false,false,5 5 5,12.612,11.642,0.045,0.454,12.161,0.051,-0.1,,0.738,1.089,1.012,1.089,10.452,0.366,0.0,0.0,0.0,0.003,4.4068e-04,4.0347e-03,5.0782e-05,true,655,879,100780,32749,1231324486,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,2.05,1440,2.57,true,5,4
f37f_ro5f_lut,13170769,m13h-1-1,rotor,100000,partitioned,Float32,5,6,uniform,dense,256,3.668,default,lut,ok,,6,false,false,false,5 5 5,12.582,11.789,0.044,0.436,11.943,0.051,0.107,,0.741,1.082,1.009,1.071,11.021,0.409,0.0,0.0,0.0,0.003,4.4064e-04,4.0352e-03,5.1765e-05,true,655,879,100780,32749,1231324486,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,2.11,1440,2.51,true,5,4
f37f_ro5d_anchor,13170769,m13h-1-1,rotor,100000,partitioned,Float64,5,6,uniform,dense,256,3.668,default,shipped,ok,,6,false,false,false,5 5 5,23.21,21.736,0.046,0.46,22.02,0.064,0.621,,1.374,1.11,1.757,1.094,18.68,0.454,0.0,0.0,0.0,0.003,4.3689e-04,4.0371e-03,5.0860e-05,true,655,879,100780,32749,1231335658,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,0.2,1968,2.64,true,5,4
f37f_ro5d_reduced,13170769,m13h-1-1,rotor,100000,partitioned,Float64,5,6,uniform,dense,256,3.668,default,reduced,ok,,6,false,false,false,5 5 5,23.301,20.85,0.045,0.462,22.58,0.063,0.151,,1.379,1.161,1.772,1.619,19.032,0.569,0.0,0.0,0.0,0.004,4.3689e-04,4.0370e-03,5.0816e-05,true,655,879,100780,32749,1231335658,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,0.2,1968,2.76,true,5,4
f37f_ro5d_fp32,13170769,m13h-1-1,rotor,100000,partitioned,Float64,5,6,uniform,dense,256,3.668,default,fp32,ok,,6,false,false,false,5 5 5,23.816,21.957,0.046,0.469,22.374,0.062,0.863,,1.373,1.114,1.759,1.097,19.756,0.524,0.0,0.0,0.0,0.003,4.3689e-04,4.0371e-03,5.0898e-05,true,655,879,100780,32749,1231335658,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,0.21,1968,2.76,true,5,4
f37f_ro5d_rfp32,13170769,m13h-1-1,rotor,100000,partitioned,Float64,5,6,uniform,dense,256,3.668,default,reduced_fp32,ok,,6,false,false,false,5 5 5,24.557,22.548,0.044,0.458,23.798,0.063,0.194,,1.368,1.107,1.78,1.097,19.556,0.478,0.0,0.0,0.0,0.003,4.3689e-04,4.0370e-03,5.0847e-05,true,655,879,100780,32749,1231335658,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,0.21,1968,2.76,true,5,4
f37f_ro5d_lut,13170769,m13h-1-1,rotor,100000,partitioned,Float64,5,6,uniform,dense,256,3.668,default,lut,ok,,6,false,false,false,5 5 5,23.648,21.286,0.044,0.469,23.137,0.063,-0.064,,1.369,1.108,1.755,1.093,19.845,0.454,0.0,0.0,0.0,0.003,4.3685e-04,4.0377e-03,5.1837e-05,true,655,879,100780,32749,1231335658,,,13035,13035,8444,32768,0 8 16 32 168 655,32 352 9888 90508,0.22,1968,2.76,true,5,4
f37f_ro6f_anchor,13170769,m13h-1-1,rotor,1000000,partitioned,Float32,6,6,uniform,dense,256,3.668,default,shipped,ok,,6,false,false,false,6 6 6,240.636,230.332,0.369,1.278,236.791,0.397,1.801,,4.664,1.363,2.573,1.348,235.35,0.671,0.0,0.0,0.0,0.003,6.9387e-04,4.8918e-02,4.6688e-05,true,2003,2885,397538,67703,26679448650,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,2.54,9900,7.29,true,5,4
f37f_ro6f_reduced,13170769,m13h-1-1,rotor,1000000,partitioned,Float32,6,6,uniform,dense,256,3.668,default,reduced,ok,,6,false,false,false,6 6 6,238.361,228.292,0.368,1.254,233.466,0.398,2.874,,4.633,1.363,2.574,1.348,237.823,0.657,0.0,0.0,0.0,0.003,6.9388e-04,4.8917e-02,4.6647e-05,true,2003,2885,397538,67703,26679448650,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,2.45,9900,13.51,true,5,4
f37f_ro6f_lut,13170769,m13h-1-1,rotor,1000000,partitioned,Float32,6,6,uniform,dense,256,3.668,default,lut,ok,,6,false,false,false,6 6 6,247.879,238.225,0.37,1.268,244.025,0.397,1.819,,4.678,1.363,2.574,1.35,241.701,0.651,0.0,0.0,0.0,0.003,6.9389e-04,4.8913e-02,4.8125e-05,true,2003,2885,397538,67703,26679448650,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,2.44,9900,13.51,true,5,4
f37f_ro6d_anchor,13170769,m13h-1-1,rotor,1000000,partitioned,Float64,6,6,uniform,dense,256,3.668,default,shipped,ok,,6,false,false,false,6 6 6,478.532,456.695,0.369,1.383,470.122,0.715,5.943,,8.236,1.467,4.551,1.45,481.035,0.822,0.0,0.0,0.0,0.003,8.6378e-05,5.8102e-03,4.2937e-05,true,2003,2885,397538,67703,26679444310,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,0.71,10960,14.89,true,5,4
f37f_ro6d_reduced,13170769,m13h-1-1,rotor,1000000,partitioned,Float64,6,6,uniform,dense,256,3.668,default,reduced,ok,,6,false,false,false,6 6 6,473.71,455.87,0.368,1.37,473.093,0.719,-1.839,,8.082,1.387,4.576,1.371,479.197,0.698,0.0,0.0,0.0,0.003,8.6355e-05,5.8102e-03,4.2890e-05,true,2003,2885,397538,67703,26679444310,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,0.73,10960,15.95,true,5,4
f37f_ro6d_fp32,13170769,m13h-1-1,rotor,1000000,partitioned,Float64,6,6,uniform,dense,256,3.668,default,fp32,ok,,6,false,false,false,6 6 6,471.236,459.502,0.37,1.367,469.428,0.718,-0.646,,8.279,1.383,4.546,1.372,488.098,0.693,0.0,0.0,0.0,0.003,8.6396e-05,5.8096e-03,4.2959e-05,true,2003,2885,397538,67703,26679444310,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,0.75,10960,15.95,true,5,4
f37f_ro6d_rfp32,13170769,m13h-1-1,rotor,1000000,partitioned,Float64,6,6,uniform,dense,256,3.668,default,reduced_fp32,ok,,6,false,false,false,6 6 6,495.973,470.475,0.369,1.366,490.498,0.72,3.019,,8.138,1.383,4.562,1.365,489.848,0.708,0.0,0.0,0.0,0.004,8.6369e-05,5.8096e-03,4.2905e-05,true,2003,2885,397538,67703,26679444310,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,0.74,10960,15.98,true,5,4
f37f_ro6d_lut,13170769,m13h-1-1,rotor,1000000,partitioned,Float64,6,6,uniform,dense,256,3.668,default,lut,ok,,6,false,false,false,6 6 6,493.025,475.968,0.369,1.345,484.334,0.707,6.27,,8.21,1.38,4.552,1.366,493.229,0.702,0.0,0.0,0.0,0.003,8.6837e-05,5.8121e-03,4.3917e-05,true,2003,2885,397538,67703,26679444310,,,21673,21673,15267,262144,0 8 16 32 168 658 2003,32 352 9888 91058 296208,0.75,10960,15.82,true,5,4
