label,job,host,case,n,tf,literature_P,expansion_order,ell,q,kernel,rho_t,rho_c,rectangular,gh_mode,component_semantics,reference_checksum,reference_u_rel,reference_j_rel,u_cutoff_rel,u_fmm_rel,u_total_rel,u_triangle_rel,u_correlation,u_cancellation_ratio,u_identity_rel,u_triangle_pass,j_cutoff_rel,j_fmm_rel,j_total_rel,j_triangle_rel,j_correlation,j_cancellation_ratio,j_identity_rel
f37fd_cu6_shipped,13170769,m13h-1-1,cube,1000000,Float32,5,4,5,12,partitioned,3.668,,false,shipped,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0004732637644567152,0.0007078254268068524,0.0009876628918985657,0.025532885939944825,0.7166670253715951,0.0,true,0.0027323703355589183,0.002714299319777834,0.003851900759271725,0.005446669655336752,0.00026097394023199584,0.707202933722547,3.981398168974408e-21
f37fd_cu6_shipped,13170769,m13h-1-1,cube,1000000,Float64,5,4,5,12,partitioned,3.668,,false,shipped,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0004732115943206184,0.0007078046535355716,0.000987610721762469,0.025576721548950795,0.7166838491510487,0.0,true,0.0027323703355589183,0.002714166810586785,0.003851775686739109,0.005446537146145704,0.0002445227463964415,0.7071971756338533,3.981398168974408e-21
f37fd_cu6_reduced,13170769,m13h-1-1,cube,1000000,Float32,5,4,5,12,partitioned,3.668,,false,reduced,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0004732393607047154,0.0007078048028225907,0.0009876384881465658,0.025521678245850745,0.716663851518059,0.0,true,0.0027323703355589183,0.002714315117609328,0.0038519057672332263,0.005446685453168246,0.00025779168377798687,0.7072018019679542,3.981398168974408e-21
f37fd_cu6_reduced,13170769,m13h-1-1,cube,1000000,Float64,5,4,5,12,partitioned,3.668,,false,reduced,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.00047321248661547435,0.0007078019119540583,0.0009876116140573247,0.02556696687065943,0.7166804256647541,0.0,true,0.0027323703355589183,0.0027141777887674393,0.003851777108845743,0.005446548124326357,0.00024124255271489167,0.7071960112942435,3.981398168974408e-21
f37fd_cu6_fp32,13170769,m13h-1-1,cube,1000000,Float32,5,4,5,12,partitioned,3.668,,false,fp32,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0004732507815274725,0.0007078133483740651,0.000987649908969323,0.025523706815193788,0.7166642166885981,0.0,true,0.0027323703355589183,0.002714303218789678,0.0038519092025593236,0.0054466735543485965,0.0002639317940573893,0.7072039776431945,3.981398168974408e-21
f37fd_cu6_fp32,13170769,m13h-1-1,cube,1000000,Float64,5,4,5,12,partitioned,3.668,,false,fp32,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.0004732116905115327,0.0007078003490072304,0.0009876108179533833,0.025564012880005073,0.7166794208208438,0.0,true,0.0027323703355589183,0.002714162971689566,0.0038517718833837077,0.005446533307248484,0.0002439526757895489,0.707196975782302,3.981398168974408e-21
f37fd_cu6_rfp32,13170769,m13h-1-1,cube,1000000,Float32,5,4,5,12,partitioned,3.668,,false,reduced_fp32,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.00047326629246250844,0.0007078234514267254,0.0009876654199043589,0.025522091665045,0.7166631909571846,0.0,true,0.0027323703355589183,0.0027143175495396173,0.00385191431071913,0.005446687885098536,0.0002613386296944489,0.7072030547697604,3.981398168974408e-21
f37fd_cu6_rfp32,13170769,m13h-1-1,cube,1000000,Float64,5,4,5,12,partitioned,3.668,,false,reduced_fp32,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.00047321127918303034,0.0007077959515057233,0.0009876104066248808,0.025552047982297953,0.7166752666414156,0.0,true,0.0027323703355589183,0.0027141768312094216,0.0038517740989869958,0.00544654716676834,0.00024002983402310685,0.7071955830086772,3.981398168974408e-21
f37fd_cu6_lut,13170769,m13h-1-1,cube,1000000,Float32,5,4,5,12,partitioned,3.668,,false,lut,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.00047335244089115807,0.0007078954672924096,0.0009877515683330085,0.02555934647108232,0.7166735948464232,0.0,true,0.0027323703355589183,0.00271419137922858,0.003851786820840705,0.005446561714787497,0.00024131165956668845,0.7071960298151116,3.981398168974408e-21
f37fd_cu6_lut,13170769,m13h-1-1,cube,1000000,Float64,5,4,5,12,partitioned,3.668,,false,lut,cutoff,795e5c9ef41b74b7c38211b0a4c0e4f55bb715c8f237d52bf9f827ed7a5f2df2,2.0729539666673364e-15,2.951447198215783e-15,0.0005143991274418504,0.00047329850214967236,0.0007078751419903629,0.0009876976295915229,0.025608026160576433,0.7166921543419268,0.0,true,0.0027323703355589183,0.002714077001144144,0.0038516720244116914,0.005446447336703062,0.00022355891932308674,0.7071898039765593,3.981398168974408e-21
f37fd_wa5_shipped,13170769,m13h-1-1,wake,100000,Float32,5,4,5,6,partitioned,3.668,,false,shipped,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.0002890229682988344,0.00032987754746754646,0.00039386061194016597,0.23587060854913156,0.8375489639407263,0.0,true,0.0012444871854583514,0.0021610888898482045,0.002454774281557576,0.0034055760753065557,-0.03590640386585091,0.7208102909099182,4.520457378330635e-21
f37fd_wa5_shipped,13170769,m13h-1-1,wake,100000,Float64,5,4,5,6,partitioned,3.668,,false,shipped,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.00028903342520443244,0.0003299206509042653,0.000393871068845764,0.2362316083255804,0.837636163202073,0.0,true,0.0012444871854583514,0.0021610802394899467,0.002454782777339128,0.003405567424948298,-0.03589184212636369,0.720814616488292,4.520457378330635e-21
f37fd_wa5_reduced,13170769,m13h-1-1,wake,100000,Float32,5,4,5,6,partitioned,3.668,,false,reduced,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.0002890200203982402,0.0003298700408312889,0.00039385766403957176,0.23581940951269442,0.8375361734693733,0.0,true,0.0012444871854583514,0.0021610922943169123,0.0024547687133087714,0.0034055794797752635,-0.03591416530477973,0.7208079352976261,4.520457378330635e-21
f37fd_wa5_reduced,13170769,m13h-1-1,wake,100000,Float64,5,4,5,6,partitioned,3.668,,false,reduced,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.00028903117985758947,0.0003299158734333013,0.00039386882349892104,0.2362028442926066,0.8376288087554232,0.0,true,0.0012444871854583514,0.002161082304769535,0.0024547768919564237,0.0034055694902278867,-0.035898839237828724,0.7208124511921677,3.5373927620898266e-20
f37fd_wa5_fp32,13170769,m13h-1-1,wake,100000,Float32,5,4,5,6,partitioned,3.668,,false,fp32,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.0002890256027925927,0.0003298796716724796,0.00039386324643392426,0.23586645522201927,0.8375487549529993,0.0,true,0.0012444871854583514,0.0021610904119303636,0.0024547762376789174,0.003405577597388715,-0.03590581620034266,0.7208105431399242,4.520457378330635e-21
f37fd_wa5_fp32,13170769,m13h-1-1,wake,100000,Float64,5,4,5,6,partitioned,3.668,,false,fp32,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.0002890290347649928,0.0003299112013336569,0.00039386667840632443,0.23617418945499907,0.83762150854841,0.0,true,0.0012444871854583514,0.002161089534675022,0.0024547697254055723,0.0034055767201333735,-0.03591106988930714,0.7208088165781905,3.5373927620898266e-20
f37fd_wa5_rfp32,13170769,m13h-1-1,wake,100000,Float32,5,4,5,6,partitioned,3.668,,false,reduced_fp32,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.0002890249913994217,0.0003298765064229439,0.00039386263504075325,0.23583832649676686,0.837542018650262,0.0,true,0.0012444871854583514,0.00216109405200773,0.0024547710224945775,0.0034055812374660815,-0.035913440791286694,0.7208082413329969,4.520457378330635e-21
f37fd_wa5_rfp32,13170769,m13h-1-1,wake,100000,Float64,5,4,5,6,partitioned,3.668,,false,reduced_fp32,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.00028902652140744956,0.0003299058124901563,0.0003938641650487812,0.23614154468554435,0.8376131716610892,0.0,true,0.0012444871854583514,0.002161091937736959,0.0024547630372732205,0.00340557912319531,-0.035919065439565245,0.7208063440822425,4.520457378330635e-21
f37fd_wa5_lut,13170769,m13h-1-1,wake,100000,Float32,5,4,5,6,partitioned,3.668,,false,lut,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.00028906079728505173,0.00032995221343671264,0.00039389844092638335,0.23629179461330344,0.8376580843039646,0.0,true,0.0012444871854583514,0.0021610579026276433,0.0024547101862979707,0.0034055450880859945,-0.035940521530031244,0.7207980287459892,4.520457378330635e-21
f37fd_wa5_lut,13170769,m13h-1-1,wake,100000,Float64,5,4,5,6,partitioned,3.668,,false,lut,cutoff,3dd3f918317fa51fe684b1d6439baa27369a491638098a52c8086451ac8a2951,1.5988532508726416e-16,2.692714659730551e-16,0.00010483764364133158,0.00028906712962133813,0.0003299910221738837,0.0003939047732626697,0.23664877938546147,0.8377431414212234,0.0,true,0.0012444871854583514,0.002161048265157074,0.0024546858862966644,0.003405535450615425,-0.035955117047907194,0.7207929331210075,4.982163160463329e-20
f37fd_wa6_shipped,13170769,m13h-1-1,wake,1000000,Float32,5,4,6,6,partitioned,3.668,,false,shipped,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.0002888473313894406,0.0002989330997816834,0.0003249858999440505,0.22140193884028286,0.9198340599796719,0.0,true,0.0015621938000608872,0.002392544757907181,0.0028695348414721124,0.003954738557968069,0.00929874427572212,0.7255940688394,3.8229801059718775e-21
f37fd_wa6_shipped,13170769,m13h-1-1,wake,1000000,Float64,5,4,6,6,partitioned,3.668,,false,shipped,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.00028887552602507714,0.00029897636814127577,0.00032501409457968706,0.22183925171185334,0.9198873929695768,0.0,true,0.0015621938000608872,0.0023925386555570345,0.0028695379517267874,0.003954732455617922,0.009305062154695681,0.7255959749313625,3.8229801059718775e-21
f37fd_wa6_reduced,13170769,m13h-1-1,wake,1000000,Float32,5,4,6,6,partitioned,3.668,,false,reduced,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.00028884692307553305,0.0002989325554197211,0.000324985491630143,0.22139796122626157,0.9198335406305707,0.0,true,0.0015621938000608872,0.0023925432570737356,0.002869526500473993,0.003954737057134622,0.009293307083464484,0.7255922350885923,3.8229801059718775e-21
f37fd_wa6_reduced,13170769,m13h-1-1,wake,1000000,Float64,5,4,6,6,partitioned,3.668,,false,reduced,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.00028887504830132547,0.0002989755763893894,0.0003250136168559354,0.22183016295895613,0.9198863090155156,0.0,true,0.0015621938000608872,0.0023925384183667176,0.0028695298920477573,0.003954732218427605,0.009299027122823654,0.7255939804664392,3.8229801059718775e-21
f37fd_wa6_fp32,13170769,m13h-1-1,wake,1000000,Float32,5,4,6,6,partitioned,3.668,,false,fp32,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.00028885011280186415,0.0002989368392340522,0.000324988681356474,0.22142993017354673,0.9198376939969609,0.0,true,0.0015621938000608872,0.0023925453782727966,0.002869537462147215,0.003954739178333684,0.009300356761278968,0.7255946176850745,3.8229801059718775e-21
f37fd_wa6_fp32,13170769,m13h-1-1,wake,1000000,Float64,5,4,6,6,partitioned,3.668,,false,fp32,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.0002888740744955231,0.0002989742443133445,0.000325012643050133,0.2218197081476046,0.9198849666510601,0.0,true,0.0015621938000608872,0.0023925376339465907,0.002869511870288209,0.003954731434007478,0.009285696224452257,0.7255895673756093,3.8229801059718775e-21
f37fd_wa6_rfp32,13170769,m13h-1-1,wake,1000000,Float32,5,4,6,6,partitioned,3.668,,false,reduced_fp32,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.00028884629068044694,0.0002989325193755584,0.00032498485923505686,0.2214149129284002,0.9198352196443245,0.0,true,0.0015621938000608872,0.0023925445676931567,0.002869525720687573,0.0039547383677540435,0.009291864357350167,0.7255917974460647,3.8229801059718775e-21
f37fd_wa6_rfp32,13170769,m13h-1-1,wake,1000000,Float64,5,4,6,6,partitioned,3.668,,false,reduced_fp32,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.0002888735278445794,0.0002989733420221871,0.0003250120963991893,0.22180941393483278,0.9198837376655034,0.0,true,0.0015621938000608872,0.0023925373062082507,0.002869502598082598,0.003954731106269138,0.009278788654715906,0.7255872829214081,3.8229801059718775e-21
f37fd_wa6_lut,13170769,m13h-1-1,wake,1000000,Float32,5,4,6,6,partitioned,3.668,,false,lut,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.0002888528882567526,0.00029894399980497706,0.0003249914568113625,0.22155606430510036,0.9198518716093378,0.0,true,0.0015621938000608872,0.0023925316466244595,0.002869480133385336,0.003954725446685346,0.009265186478428783,0.7255826408355076,3.8229801059718775e-21
f37fd_wa6_lut,13170769,m13h-1-1,wake,1000000,Float64,5,4,6,6,partitioned,3.668,,false,lut,cutoff,9b916bff603bbd522dec5205852ddef5f585dffa36bc920239188e5191af4eb5,1.6455165889999833e-16,2.669811591172202e-16,3.613856855460991e-5,0.0002888839848554531,0.000298989496157158,0.000325022553410063,0.22197466106026761,0.9199038436570875,0.0,true,0.0015621938000608872,0.002392524900089469,0.002869443490383356,0.003954718700150356,0.00924139927127295,0.7255746129994686,3.8229801059718775e-21
f37fd_ro5_shipped,13170769,m13h-1-1,rotor,100000,Float32,5,4,5,6,partitioned,3.668,,false,shipped,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00044198995935901036,0.0004406738946507979,0.00048629504375345657,-0.07978038594883283,0.9061862758243782,0.0,true,4.926472203545604e-5,6.7233051021610995e-6,5.0828785974357696e-5,5.5988027137617145e-5,0.16808952392229903,0.9078509919526515,0.0
f37fd_ro5_shipped,13170769,m13h-1-1,rotor,100000,Float64,5,4,5,6,partitioned,3.668,,false,shipped,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00043813419864963414,0.0004368880400963636,0.00048243928304408034,-0.07864785109887713,0.9055813973930587,0.0,true,4.926472203545604e-5,6.226932752696158e-6,5.086019027657358e-5,5.5491654788152194e-5,0.19717079744805102,0.9165376392313416,0.0
f37fd_ro5_reduced,13170769,m13h-1-1,rotor,100000,Float32,5,4,5,6,partitioned,3.668,,false,reduced,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00044199268169361615,0.0004406742040450425,0.00048629776608806235,-0.07983437713660971,0.9061818391434724,0.0,true,4.926472203545604e-5,6.719522636975677e-6,5.077955880802658e-5,5.598424467243172e-5,0.16070602455550598,0.9070330251866723,0.0
f37fd_ro5_reduced,13170769,m13h-1-1,rotor,100000,Float64,5,4,5,6,partitioned,3.668,,false,reduced,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.0004381386532892351,0.000436889440593862,0.0004824437376836813,-0.07871607548515484,0.9055759386399426,0.0,true,4.926472203545604e-5,6.218698897191455e-6,5.081647368079756e-5,5.548342093264749e-5,0.19034469718114877,0.915885733550654,0.0
f37fd_ro5_fp32,13170769,m13h-1-1,rotor,100000,Float32,5,4,5,6,partitioned,3.668,,false,fp32,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.000441990534958461,0.0004406739474212509,0.0004862956193529072,-0.07979208624583312,0.9061853117402885,0.0,true,4.926472203545604e-5,6.726734362279151e-6,5.083715915110257e-5,5.599145639773519e-5,0.169218627181001,0.907944933419501,0.0
f37fd_ro5_fp32,13170769,m13h-1-1,rotor,100000,Float64,5,4,5,6,partitioned,3.668,,false,fp32,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00043813317457082573,0.00043688911687333744,0.00048243825896527193,-0.07860068600105159,0.9055855516317719,0.0,true,4.926472203545604e-5,6.233669699945525e-6,5.089790567867489e-5,5.5498391735401566e-5,0.2030695624783174,0.9171059572561974,0.0
f37fd_ro5_rfp32,13170769,m13h-1-1,rotor,100000,Float32,5,4,5,6,partitioned,3.668,,false,reduced_fp32,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00044199544751712816,0.0004406764435886645,0.00048630053191157436,-0.07984590688911263,0.9061812905209697,0.0,true,4.926472203545604e-5,6.713579539893023e-6,5.078659272639551e-5,5.597830157534906e-5,0.16204898249937877,0.9072549773242887,0.0
f37fd_ro5_rfp32,13170769,m13h-1-1,rotor,100000,Float64,5,4,5,6,partitioned,3.668,,false,reduced_fp32,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00043813845395157476,0.00043689096927312774,0.0004824435383460209,-0.07867720691932234,0.9055794814268573,0.0,true,4.926472203545604e-5,6.2246279453443245e-6,5.0847237426918955e-5,5.548934998080037e-5,0.19514257592255838,0.9163422790952207,0.0
f37fd_ro5_lut,13170769,m13h-1-1,rotor,100000,Float32,5,4,5,6,partitioned,3.668,,false,lut,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00044188292828979843,0.00044063620827973477,0.00048618801268424463,-0.07823189039678555,0.9063082527415304,0.0,true,4.926472203545604e-5,6.7836563107859696e-6,5.17610903148844e-5,5.6048378346242014e-5,0.3084721133840167,0.9235073670664894,0.0
f37fd_ro5_lut,13170769,m13h-1-1,rotor,100000,Float64,5,4,5,6,partitioned,3.668,,false,lut,cutoff,6f8ee70947c96b8b8d65e8c076c4a88647e3964e272d8a702ada9a4ab8d6135e,6.148145910068959e-16,3.561847565166213e-15,4.430508439444623e-5,0.00043801893625648416,0.0004368456487254595,0.00048232402065093036,-0.07702093265630629,0.9057099170302683,0.0,true,4.926472203545604e-5,6.316561606385272e-6,5.1836615459640225e-5,5.558128364184131e-5,0.3536865020201978,0.9326271734504865,0.0
f37fd_ro6_shipped,13170769,m13h-1-1,rotor,1000000,Float32,5,4,6,6,partitioned,3.668,,false,shipped,cutoff,95757ef59d9d85a086fe3abae1bcbdc890e6b114422df6c2a1113f017b81c61b,7.045570395756934e-16,1.5419625920663086e-15,4.54250537569704e-5,0.0006941951241938605,0.0006938563353974025,0.0007396201779508309,-0.04017415769408333,0.9381252108613096,0.0,true,4.3027424540431916e-5,2.3915838658148794e-5,4.709248927096414e-5,6.694326319858071e-5,-0.09991092007490708,0.7034686840895226,0.0
