step,wall_s,body_influence,controls_setup,io,monitors,remaining_aerodynamics,rigid_kinematics,shedding,solve,total_step,unclassified_residual,wake_influence,wake_propagation_maintenance,wake_sfs,g_influence_pass1,g_influence_pass3
261,21.6,2.257539336,2.5955e-05,1.774791213,2.76716604,0.104136915,0.000495991,0.021138198,0.950826609,23.440806384,0.0001956789999937314,15.50498227,0.059508178,10.17321076,5.33141,2.2574
262,23.4,2.256536306,2.512e-05,1.761668911,0.669634073,0.097429153,0.000470605,0.021692685,0.96306475,21.246204799,0.0001871479999948633,15.417182585,0.058313463,10.153806525999999,5.263,2.2564
263,21.2,2.255939698,2.3426e-05,1.969698569,0.724773273,0.10440467299999999,0.000467942,0.021384675,0.946472564,21.872333213,0.00019378400000036322,15.789876317,0.059098292,10.375253409,5.41422,2.2557
264,21.9,2.253366689,2.4163e-05,1.775197005,0.65741603,0.097373763,0.000468229,0.021557159,0.946034225,21.984162972,0.00018947100000232808,16.170817935,0.061718303,10.643100474,5.52739,2.2533
265,22.0,2.253945542,2.6672e-05,1.797232704,0.725883149,0.104319072,0.000481247,0.024156742,0.947289602,22.583710864,0.00019679400000072178,16.668384703,0.061794637,11.034053954,5.63395,2.2538
266,22.6,2.494704687,2.1691e-05,1.790649726,0.843667257,0.10627372300000001,0.000477503,0.022114318,0.946156772,22.870795106,0.00018910300000030134,16.604946368,0.061593958,10.898722311,5.70578,2.4945
267,22.9,2.497153806,2.7572e-05,1.828968145,0.733718078,0.10409716699999999,0.000466151,0.022069507,0.949394221,22.403577447,0.00019892999999981953,16.207078732,0.060405138,10.712987264,5.49369,2.497
268,22.4,2.500764262,2.3732e-05,1.773494671,0.87741166,0.105355294,0.000494352,0.021610308,0.967586538,22.194799822,0.00020032799999825102,15.887342092,0.060516585,10.408074165,5.47887,2.5006
269,22.2,2.499978645,2.5803e-05,1.812006197,0.740362612,0.104407561,0.000469613,0.022108577,0.9467805,21.655408547,0.00019476300000675906,15.46938295,0.059691326,10.135651009,5.33333,2.4998
270,21.7,2.49662363,2.4407e-05,1.778755223,2.769819092,0.10618062199999999,0.000491091,0.02194997,0.957964379,23.602841287,0.00019867099999615334,15.410974701,0.059859501,10.161370599000001,5.24923,2.4965
271,23.6,2.496014394,2.5491e-05,1.836093002,0.735425392,0.104553839,0.000467097,0.023410957,0.947284335,22.257960505,0.00019744200000459955,16.054019548,0.060469008,10.561565309999999,5.49209,2.4958
272,22.3,2.496299444,2.4653e-05,1.831559133,0.941494905,0.107030262,0.000464531,0.022300357,0.962873825,22.65637778,0.00020615400000423278,16.233777017,0.060347499,10.681094868999999,5.55228,2.4961
273,22.7,2.496514874,2.3999e-05,1.852262091,0.761570817,0.104990552,0.000465052,0.023757448,0.9524099,22.807153903,0.00022563499999961323,16.554741279,0.060192256,10.940626689,5.61363,2.4964
274,22.8,2.498481864,2.6481e-05,1.807040451,0.961120975,0.105704604,0.000462051,0.022691661,0.949294035,23.012081862,0.0001955610000017316,16.605790109,0.06127407,10.942450268,5.66295,2.4983
275,23.0,2.500646887,2.3923e-05,1.919421178,0.713064601,0.098010015,0.000465046,0.021984043,0.968196941,22.811003184,0.00018374200000437213,16.527719506,0.061287302,10.822861416,5.70451,2.5005
276,22.8,2.503069677,2.2426e-05,2.092950155,0.773601331,0.10451321899999999,0.000497235,0.021084934,0.948938353,22.731385177,0.00019978999999992197,16.222916589,0.063591468,10.676649288,5.54583,2.5029
277,22.7,2.507432149,2.2592e-05,1.933735082,0.714688739,0.09818908900000001,0.000467628,0.021929423,0.967270727,22.215034656,0.00021846700000338615,15.909323782,0.061756978,10.457189215,5.45173,2.5073
278,22.2,2.507070672,2.2713e-05,2.068662525,0.764511771,0.10617796,0.000486711,0.022062702,0.969817814,22.286276654,0.0001972410000021796,15.785641814,0.061624731,10.426763349000002,5.35848,2.5069
279,22.3,2.50330965,2.7976e-05,1.86301731,2.608303662,0.098805866,0.000503614,0.023579953,0.952843808,23.648359971,0.0002084290000041733,15.533505864,0.064253839,10.206560206,5.32658,2.5031
280,23.6,2.501666457,2.5046e-05,2.082326604,0.769833635,0.10594411399999999,0.000472758,0.021684141,0.963049025,22.071578037,0.00019417100000040932,15.56459859,0.061783496,10.228960268,5.33528,2.5015
281,22.1,2.499920587,2.6048e-05,1.857509708,0.698712381,0.097948003,0.000469155,0.022549073,0.960911907,21.607985665,0.0002133100000030197,15.408171932,0.061553561,10.142501266999998,5.26527,2.4998
282,21.6,2.499210237,2.6386e-05,1.921535553,0.782664605,0.10525755599999999,0.000474553,0.024694917,0.947503924,21.707842232,0.00021797599999828776,15.363615884,0.062640641,10.062510504,5.30064,2.499
283,21.7,2.498923775,2.4841e-05,1.921434007,0.716915455,0.36433666800000003,0.000467678,0.023152685,0.967127142,21.895438248,0.0002151580000031572,15.339931538,0.062909301,10.120663721,5.21888,2.4988
284,21.9,2.498822042,2.6355e-05,1.915149361,0.779717622,0.104412503,0.00047183,0.02219993,0.949841971,21.552123032,0.0001931940000012844,15.218931886,0.062356338,10.022895421000001,5.19566,2.4987
285,21.6,2.501174352,2.5218e-05,1.887066395,0.706309644,0.098676945,0.000468867,0.021721474,0.965400913,31.685952591,0.0001988619999977459,25.441753623,0.063156298,17.025316028000002,8.41604,2.501
286,31.7,2.505521177,2.7191e-05,1.89381156,0.783124832,0.10413463199999999,0.000470973,0.021899917,0.947271529,30.412982642,0.00020223900000004846,24.094061622,0.06245697,15.940890565999998,8.15279,2.5053
287,30.4,2.505008955,2.5835e-05,1.89368027,0.91025077,0.105190206,0.000495312,0.021839691,0.952383225,30.561864286,0.00019445499999548588,24.108986458,0.063809109,15.920483895,8.18808,2.5048
288,30.6,2.501625797,2.6127e-05,2.131754938,2.701406186,0.10491781900000001,0.000488099,0.021168986,0.95334866,33.036734783,0.00019050999999592477,24.558472554,0.063335107,16.192031704,8.36607,2.5015
289,33.0,2.501115989,2.365e-05,1.909372815,0.717080302,0.097481339,0.000461066,0.021463077,0.949725811,30.818214806,0.00018357500000121263,24.558051311,0.063255871,16.23299762,8.32471,2.501
290,30.8,2.501562508,2.2745e-05,1.922867362,0.798169058,0.103985017,0.000474775,0.022077664,0.967016984,31.304962435,0.00020213399999846615,24.92516446,0.063419728,16.48900808,8.43569,2.5014
291,31.3,2.504735351,2.7026e-05,1.938582578,0.932734827,0.105738028,0.000475207,0.022034192,0.949387504,31.294501143,0.0001983749999965312,24.776970788,0.063617267,16.367652398999997,8.40889,2.5046
292,31.3,2.508364678,2.3534e-05,1.955853894,0.875656882,0.106594261,0.000534106,0.026432603,0.825490692,30.6188164,0.00021832699999890792,24.254595904,0.065051519,16.042722452,8.2113,2.5082
293,30.6,2.536464742,2.4879e-05,1.957562029,1.04283415,0.112122661,0.00053109,0.029754248,0.690221406,30.350974675,0.0002125260000021001,23.914689386,0.066557558,15.785627331,8.12856,2.5363
294,30.4,2.540259943,3.2068e-05,1.991723282,0.849479497,0.108244596,0.000536043,0.030913348,0.707850986,30.064715234,0.00022576700000698224,23.768817311,0.066632393,15.718736822,8.04965,2.5401
295,30.1,2.543444494,2.8727e-05,1.921114178,1.09774621,0.111332773,0.000544529,0.027223539,0.676080695,29.818884208,0.00026446500000076867,23.373755304,0.067349294,15.440677988,7.93244,2.5432
296,29.8,2.543592297,2.4215e-05,1.970465333,0.847511758,0.10871113999999998,0.000556451,0.027514067,0.719730698,29.188127513,0.00024687000000511716,22.903627025,0.066147659,15.108182387000001,7.79498,2.5434
297,29.2,2.538465932,3.3959e-05,1.934536769,2.927903198,0.105773777,0.000560905,0.026495816,0.692378937,30.758154615,0.00021149999999892088,22.465427819,0.066366003,14.866424215,7.59865,2.5383
298,30.8,2.537846744,2.5298e-05,1.949462824,0.834762977,0.105911434,0.000540675,0.026393144,0.692147658,28.714856326,0.0001981159999964177,22.499916886,0.06765057,14.884917391,7.61463,2.5377
299,28.7,2.535887328,2.6565e-05,1.933705433,0.948984493,0.106102112,0.000567107,0.025735927,0.689891356,29.061397142,0.00021661000000250397,22.752150176,0.068130035,15.036819425,7.71496,2.5357
300,29.1,2.535244816,2.6004e-05,1.99139652,0.834596937,0.104682299,0.000533511,0.02574932,0.689242798,29.079025195,0.000185319000006956,22.830142052,0.067225619,15.110622490999999,7.71911,2.5351
301,29.1,2.535570447,2.4454e-05,1.950639711,0.99208805,0.10775174300000001,0.0005555,0.026829642,0.723085449,29.300007637,0.0001923429999983739,22.895933353,0.067336945,15.143063549,7.75245,2.5354
302,29.3,2.535735999,2.6796e-05,1.97229421,0.805842151,0.105060291,0.000535658,0.027735043,0.696245211,29.394173088,0.00022672099999709872,23.17799337,0.072477638,15.244790522,7.93278,2.5356
303,29.4,2.538195675,2.919e-05,1.942341461,0.994167583,0.10663843,0.000560271,0.026328319,0.707003913,29.635856978,0.00023430199999552315,23.250564156,0.069793678,15.396976875,7.85312,2.538
304,29.6,2.542306646,2.6573e-05,1.975890639,0.844350754,0.106124042,0.000541241,0.026177432,0.701846,29.888978084,0.00023947900000109712,23.62388382,0.067591458,15.622290796,8.00113,2.5421
305,29.9,2.542313058,2.6008e-05,1.963179875,0.974425213,0.106579052,0.000529216,0.025701425,0.685732136,30.409809366,0.00019386499999640705,24.043697376,0.067432142,15.891795095,8.15152,2.5422
306,30.4,2.538510662,2.4021e-05,1.999073524,2.77362497,0.10469977700000001,0.000545431,0.025868934,0.705364567,32.600796611,0.00018390799999679075,24.385141445,0.067759372,16.086329743,8.29836,2.5383
307,32.6,2.537729128,2.5575e-05,1.994348485,0.768121147,0.099081315,0.000543267,0.025498802,0.907224264,30.654573207,0.00019901000000288604,24.25377468,0.068027534,15.980635570999999,8.27276,2.5376
308,30.7,2.536526609,2.4942e-05,2.020854696,0.813707183,0.103634189,0.000563724,0.025766709,0.68170363,30.851162419,0.00018831400000607346,24.600197306,0.067995117,16.262344291,8.33747,2.5364
309,30.9,2.538122642,2.5258e-05,2.020632216,0.769429015,0.09932233900000001,0.00054734,0.025790712,0.903127163,31.462433868,0.00018013300000063737,25.036070061,0.069186989,16.55254153,8.48307,2.538
310,31.5,2.539100584,2.4181e-05,2.031794536,0.85901644,0.105182441,0.000539826,0.025599134,0.69618047,31.862013403,0.00022510899999517164,25.536215971,0.068134711,16.803419084999998,8.73237,2.5389
311,31.9,2.541121825,2.6673e-05,2.00495872,0.783425096,0.29581930900000003,0.000551905,0.025682007,0.700824853,32.155191594,0.00020173000000056618,25.733951658,0.068627818,17.000755191000003,8.73275,2.541
312,32.2,2.543954928,2.5375e-05,2.232292694,0.86822127,0.104506037,0.00054645,0.024951593,0.71667061,32.662865409,0.0001764369999932569,26.103858925,0.06766109,17.330179851,8.77327,2.5438
313,32.7,2.548457276,2.0798e-05,2.015037028,0.773241006,0.098378822,0.000531023,0.025342546,0.680559216,32.527629294,0.0001818140000011681,26.317538463,0.068341302,17.405818188,8.91129,2.5483
314,32.5,2.547484495,2.5208e-05,2.225246326,0.818446886,0.103980623,0.000535522,0.024864126,0.696091989,32.997230166,0.0001849550000017075,26.512295704,0.068074332,17.512376812000003,8.99959,2.5473
315,33.0,2.544063731,2.304e-05,2.044566721,2.719344486,0.09788945900000001,0.000555038,0.025537784,0.676441563,34.540625958,0.00018148399999518006,26.364051408,0.067971244,17.443015514,8.92062,2.5439
316,34.5,2.544849785,2.6313e-05,2.031144517,1.053726831,0.10611430100000001,0.000708174,0.025097155,0.680717767,33.029884576,0.00019686599999602095,26.51619674,0.071106127,17.549246777,8.96654,2.5447
317,33.0,2.542066454,2.6375e-05,2.037379681,0.809899974,0.10241423499999999,0.000513171,0.025485007,0.677295214,33.124203932,0.00018638799999592948,26.861935537,0.067001896,17.734336687,9.1272,2.5419
318,33.1,2.540651822,2.4295e-05,2.042752447,1.023673404,0.10680864999999999,0.000507749,0.0250546,0.672279607,33.41403829,0.0001958559999977183,26.930158855,0.071931005,17.755540648999997,9.17422,2.5405
319,33.4,2.539770022,2.6187e-05,2.095074329,0.88060115,0.09917074699999999,0.00051819,0.025525538,0.679224276,33.726671035,0.0001801560000060931,27.338576215,0.068004225,17.984243719000002,9.35393,2.5396
320,33.7,2.540655306,2.4522e-05,2.072701875,1.065822876,0.10569077299999999,0.000509332,0.026130295,0.679840883,34.45657898,0.00019629399999843145,27.897288259,0.067718565,18.430802583000002,9.466,2.5405
321,34.5,2.543028149,2.7315e-05,2.120678003,0.844113789,0.10409698399999999,0.000521836,0.027194808,0.663460157,34.593336658,0.000208976000003247,28.220945621,0.06906102,18.667322256000002,9.55315,2.5429
322,34.6,2.547151428,2.8681e-05,2.075462516,1.074957636,0.10705666999999999,0.000529285,0.025568253,0.686532518,34.924924006,0.00020870000000172695,28.33921643,0.068211889,18.787649195,9.55114,2.547
323,34.9,2.547641278,2.3508e-05,2.074031218,0.886761305,0.099660772,0.000520472,0.027988988,0.679390635,34.677612778,0.00023174799999736706,28.291432977,0.069929877,18.668753004,9.62222,2.5475
324,34.7,2.54646448,3.0619e-05,2.054775341,3.089266579,0.105311718,0.000530325,0.026686667,0.66146683,36.833172477,0.000194699999994441,28.280596263,0.067848955,18.683716368,9.59649,2.5463
325,36.8,2.77618716,2.7271e-05,2.098276894,0.875578145,0.105616232,0.000528702,0.027372303,0.6637584,34.857719674,0.0001911240000040948,28.241832787,0.068350656,18.596535705999997,9.64492,2.776
326,34.9,2.77677914,2.1912e-05,2.075322096,1.002989117,0.105751807,0.000522657,0.025559456,0.687881253,35.201965781,0.00018938499999876512,28.457903742,0.069045216,18.796916461,9.66054,2.7766
327,35.2,2.777679597,2.4099e-05,2.110885886,0.876664146,0.104304415,0.00051139,0.02604286,0.687012809,35.257466266,0.00019270199999965598,28.601942612,0.07220575,18.870400868999997,9.73117,2.7775
328,35.3,2.78121156,2.6744e-05,2.083186683,1.02361775,0.107891539,0.000508119,0.026644936,0.675238392,35.600485545,0.00019517299999449733,28.83364148,0.068323169,19.034352089,9.79888,2.781
329,35.6,2.782764284,2.5291e-05,2.109846627,0.854668385,0.10439409300000001,0.000518856,0.026927621,0.671119278,35.421275686,0.000195318999999472,28.802414957,0.068400975,19.035780610000003,9.76623,2.7826
330,35.4,2.785022491,2.4566e-05,2.106340442,1.063575624,0.10679106799999999,0.000497943,0.027633509,0.65982685,35.698775815,0.00020827600000217217,28.879961878,0.068893168,19.089058597,9.79049,2.7849
331,35.7,2.78982994,2.3171e-05,2.100865462,0.903887712,0.107288884,0.000521264,0.02808363,0.659542499,35.862442044,0.00022320400000097607,29.202949479,0.069226799,19.291132552,9.9114,2.7897
332,35.9,2.788911999,3.1881e-05,2.11085561,1.056876296,0.105618524,0.000523984,0.026016141,0.661557733,35.99048792,0.00020100500000097554,29.171203277,0.06869147,19.231388865,9.93938,2.7887
333,36.0,2.78461139,2.4265e-05,2.326612869,2.861576987,0.105175006,0.000540682,0.025308086,0.685408791,38.403814454,0.00018395899999035237,29.544152461,0.070219958,19.564628095000003,9.97915,2.7844
334,38.4,2.783945439,2.6146e-05,2.136110044,0.815800715,0.098135868,0.00052188,0.025558963,0.6680048,36.10720357,0.0001806380000033414,29.508378804,0.070540273,19.493152505999998,10.01483,2.7838
335,36.1,2.782797181,2.553e-05,2.113986882,1.081557643,0.10426979,0.000526117,0.025152212,0.681811304,36.612070538,0.00018962200000771645,29.752058418,0.069695839,19.648340855,10.10286,2.7826
336,36.6,2.780671318,2.3365e-05,2.143257533,0.84563504,0.09745387,0.000503948,0.026271143,0.679858936,36.826033509,0.00017725999998674524,30.181636849,0.070544247,19.960421211000003,10.22089,2.7805
337,36.8,2.780308658,2.3645e-05,2.119064019,1.025083805,0.10355093900000001,0.00052559,0.025186793,0.683465694,37.390164133,0.00018325899998927753,30.583193981,0.06957775,20.241839694,10.34096,2.7801
338,37.4,2.780896708,2.2561e-05,2.12685078,0.866569464,0.09942261899999999,0.000513599,0.025667292,0.664252766,37.315585165,0.00017870899999650192,30.681162403,0.070048264,20.293989656,10.38679,2.7807
339,37.3,2.782351744,2.3207e-05,2.128036415,1.035306223,0.105969047,0.000526597,0.025853235,0.681780122,37.4319823,0.0001831570000021543,30.601988619,0.069963934,20.259463992,10.34183,2.7822
340,37.4,2.786695014,2.2592e-05,2.146500494,0.927492858,0.10366637900000002,0.000522895,0.025963807,0.67350505,37.321724634,0.0001800599999910446,30.585803366,0.071372119,20.221633178,10.36381,2.7865
341,37.3,2.786950965,2.7646e-05,2.151822086,1.027542315,0.104999146,0.000515139,0.025789556,0.692794713,37.661177239,0.0001893270000010716,30.799023702,0.071522644,20.442795076,10.35589,2.7868
342,37.7,2.78326662,2.3875e-05,2.147495492,2.923647141,0.104630422,0.000540344,0.026236273,0.708535911,39.379060282,0.0001861160000018458,30.612834594,0.071663494,20.212999026,10.39989,2.7831
343,39.4,2.781581151,2.3302e-05,2.151587189,1.031825491,0.10603933,0.000525572,0.025830957,0.704926322,37.502009181,0.00018391400000439262,30.627143053,0.0723429,20.235278004999998,10.39187,2.7814
344,37.5,2.782070756,2.2949e-05,2.384818049,0.92422808,0.10406744000000001,0.000530847,0.025353682,0.718136273,38.043142304,0.00018672299999167308,31.032331773,0.071395732,20.512971671,10.5189,2.7819
345,38.0,2.782418238,2.077e-05,2.158588985,0.862366129,0.09919688,0.000522906,0.026669357,0.688252739,37.898419595,0.00019518899999582118,31.208763292,0.07142511,20.656919556,10.55182,2.7822
346,37.9,2.783763252,2.2597e-05,2.408363477,0.942608314,0.10605368899999999,0.000521742,0.027577204,0.677066493,38.541725125,0.000209550000001002,31.523874119,0.071664688,20.675063719999997,10.84794,2.7836
347,38.5,2.785426043,3.1012e-05,2.197052177,0.878260051,0.100760233,0.000518284,0.02762818,0.697345673,38.126083726,0.00020152299999409706,31.366924111,0.071936439,20.723632035,10.64291,2.7853
348,38.1,2.789096787,2.5404e-05,2.179056061,1.158028676,0.106700304,0.000518674,0.027653537,0.684941315,38.355426483,0.00021107900000316704,31.337022677,0.072171969,20.720023159999997,10.61694,2.7889
349,38.4,2.792229465,2.5502e-05,2.228971329,0.873448569,0.09859376700000001,0.000508454,0.026707064,0.691333316,38.297998232,0.00018228100000783343,31.513440721,0.072557764,20.835640055000002,10.67792,2.7921
350,38.3,2.792259004,2.2998e-05,2.168927639,1.071647535,0.10569939399999999,0.000530159,0.026008105,0.689127479,38.458391591,0.00018576999999453392,31.531053222,0.072930286,20.939466086,10.59086,2.7921
351,38.5,2.787604092,2.4573e-05,2.199498725,2.882442906,0.104469518,0.000554302,0.02638567,0.701406613,40.262923124,0.00020165299999064246,31.486455716,0.073879356,20.76255911,10.72394,2.7875
352,40.3,2.786819914,2.2548e-05,2.157597019,1.092488217,0.108242949,0.000516161,0.027307456,0.701765975,38.186003346,0.0001979859999963196,31.23837171,0.072673411,20.634365427,10.60396,2.7866
353,38.2,2.785369207,2.8442e-05,2.215019256,0.944466527,0.10597073000000001,0.000511883,0.027919693,0.685245121,37.76474454,0.00019238399999466083,30.927207086,0.072814211,20.476880615,10.4499,2.7852
354,37.8,2.78393236,2.5009e-05,2.213234035,1.120079249,0.106002506,0.000513759,0.026693845,0.706418613,37.937113023,0.00021673500000218837,30.906812136,0.073184776,20.454704399,10.45193,2.7838
355,37.9,2.782286591,2.2866e-05,2.444608553,0.944277611,0.104746541,0.000526464,0.026363235,0.691235011,38.313128839,0.0002163130000099045,31.245422323,0.073423331,20.63313203,10.61196,2.7821
356,38.3,2.78261152,2.704e-05,2.215967437,0.873894574,0.09861815900000001,0.000512678,0.026278408,0.685085009,38.337571653,0.0001970399999891015,31.581283445,0.073096343,20.902950323,10.67789,2.7825
357,38.3,2.785307361,2.3192e-05,2.389244241,0.945444562,0.104497444,0.000511651,0.025818604,0.71766264,38.643302979,0.00019574699999935774,31.600538848,0.074058689,20.73647896,10.86387,2.7852
358,38.6,2.790360561,2.7653e-05,2.231464641,0.862096745,0.09846055499999999,0.000533096,0.026933712,0.689841775,38.411210034,0.00018492999998898085,31.637732233,0.073574133,20.873303937,10.76386,2.7902
359,38.4,2.789834013,2.3524e-05,2.221032915,1.072960714,0.104294032,0.000520905,0.025773685,0.689581207,38.624051126,0.00018429100000361132,31.646679511,0.073166329,20.886283808,10.75986,2.7897
360,38.6,2.786085346,2.7477e-05,2.239870255,2.910698895,0.098375153,0.00055495,0.026272039,0.69231455,40.38791681,0.00018270399999664733,31.558591268,0.074944173,20.956257349,10.60181,2.7859
361,40.4,2.787899829,2.5432e-05,2.239274844,1.081750801,0.106352396,0.00050725,0.025931279,0.692574502,38.372384,0.00018597000000397657,31.364174936,0.073706761,20.693080105,10.67094,2.7877
362,38.4,2.817497069,2.4144e-05,2.264423813,0.949068873,0.104577699,0.000528342,0.026190305,0.697524142,38.074481216,0.00018676599999878363,31.140383519,0.074076544,20.456356476,10.68386,2.8173
363,38.1,2.818837316,2.3174e-05,2.252020934,1.07246059,0.104373148,0.000516236,0.026256162,0.694276914,38.306548726,0.0001875869999992119,31.258982406,0.078614259,20.613235563,10.64489,2.8187
364,38.3,2.820017357,2.7598e-05,2.474332442,0.957553968,0.10412622800000002,0.00052904,0.025518235,0.689768108,37.901119479,0.00018618500000400218,30.755019338,0.07404098,20.327301094,10.42693,2.8199
365,37.9,2.822191885,2.2438e-05,2.24435458,0.879437174,0.09819845999999999,0.000512621,0.02625772,0.703812061,37.533818515,0.00019004500000363578,30.684189555,0.074651976,20.295299055999998,10.38892,2.822
366,37.5,2.826040379,2.5027e-05,2.275721746,1.099848315,0.10377658,0.000517363,0.026227155,0.691694402,37.386407326,0.00019492399999165855,30.288035206,0.074326229,20.08284777,10.2049,2.8259
367,37.4,2.830707629,2.6663e-05,2.277843512,0.930253016,0.104605864,0.000509299,0.026062386,0.713097411,37.427778383,0.00018391200000422714,30.469526262,0.074962429,20.171593994000002,10.29792,2.8306
368,37.4,2.829327129,2.4291e-05,2.292251953,1.078136293,0.10522509799999999,0.000509623,0.026271853,0.690505017,37.967747537,0.00018837400001103788,30.867563444,0.077744462,20.461650721,10.40594,2.8292
369,38.0,2.824524417,2.4238e-05,2.259134403,3.13897574,0.104492399,0.000551028,0.026049691,0.70230539,39.951849844,0.00019119100001319111,30.82064629,0.074955057,20.362668533,10.4579,2.8243
370,40.0,2.823244804,2.5752e-05,2.286558119,0.880031116,0.10239926399999999,0.000502909,0.027063404,0.689846922,37.33889016,0.00018692900000161217,30.452346375,0.076684566,20.13640284,10.316,2.823
371,37.3,2.821295699,2.8425e-05,2.28492921,1.164320574,0.10668988700000001,0.000521601,0.028548869,0.688174746,73.424607838,0.00021528799997838632,66.254970408,0.074913131,44.230166036,22.02403,2.8211
372,73.4,2.81990703,2.4927e-05,2.52462304,0.994413941,0.107772745,0.000509836,0.025657107,0.685393885,72.774307694,0.00020206499999630978,65.540287345,0.075515773,43.480949390999996,22.05897,2.8197
373,72.8,2.819524598,2.469e-05,2.260483356,0.884610927,0.097494664,0.000524724,0.026161475,0.698562427,72.364702512,0.0001954980000107298,65.501436227,0.075683926,43.514720128,21.98595,2.8193
374,72.4,2.822095745,2.733e-05,2.26137322,1.179634957,0.105853436,0.000801871,0.025604953,0.71229145,73.17279783,0.00018871800000397343,65.983833824,0.081092326,43.764233152,22.21896,2.8219
375,73.2,2.823612647,2.3393e-05,2.296644524,0.920536008,0.100810029,0.000477301,0.028266248,0.696929493,73.233178892,0.00019100799998739149,66.290588071,0.07510017,44.136737622,22.15296,2.8235
376,73.2,2.827511184,2.5559e-05,2.322440502,1.100860359,0.10701541399999999,0.000474942,0.026588381,0.699453778,73.835042503,0.00018820099998606565,66.669329442,0.081154741,44.298394021,22.37093,2.8273
377,73.8,2.826777928,2.5704e-05,2.328963506,0.974306551,0.10626641499999999,0.000476384,0.026799199,0.69124907,74.203838243,0.00019632000004321526,66.957772924,0.291004242,44.342227771000005,22.61473,2.8266
378,74.2,2.822303394,2.7912e-05,2.288861004,2.942728556,0.101408838,0.000497218,0.02848616,0.692689341,75.671487185,0.00023001899999997022,66.720360403,0.07389434,44.136906612,22.58308,2.8221
379,75.7,2.821615534,2.8138e-05,2.26289301,1.142871367,0.106659328,0.000476535,0.027117873,0.686255686,73.416639721,0.00019807499998591993,66.294451037,0.074073138,43.779784904,22.51394,2.8214
380,73.4,2.821010877,2.225e-05,2.322170292,0.94557119,0.103639261,0.000485632,0.028031586,0.675989196,73.316991692,0.00018705900001236841,66.345197091,0.074687258,44.039630297,22.30487,2.8208
381,73.3,2.822475584,2.323e-05,2.304723951,1.073411488,0.106182752,0.00049151,0.026008988,0.676496587,72.963810241,0.00019134299999734594,65.877270543,0.076534265,43.864130579,22.0129,2.8223
382,73.0,2.824261936,2.7328e-05,2.516834469,0.943991852,0.103556168,0.000491784,0.025855187,0.678756078,72.741278094,0.00018171799999322502,65.571812246,0.075509328,43.601123566999995,21.96984,2.8241
383,72.7,2.824891528,2.1554e-05,2.307084269,0.878474384,0.097220206,0.000474607,0.025893677,0.691834248,72.465135346,0.0001818299999882811,65.564665037,0.074394006,43.607115682999996,21.95687,2.8247
384,72.5,2.827959961,2.2382e-05,2.299269522,1.108210773,0.104188659,0.00048851,0.025904012,0.691025191,71.98156769,0.00017659900001376627,64.850486084,0.073835997,43.087840162999996,21.76195,2.8278
385,72.0,2.832234579,2.3663e-05,2.327945763,0.94895052,0.104774649,0.000472379,0.026895713,0.670278731,71.829102306,0.0001854220000012674,64.843012707,0.07432818,43.04330566699999,21.79887,2.8321
386,71.8,2.832365932,2.4542e-05,2.31135356,1.074617355,0.105782819,0.000495627,0.026127426,0.679796137,71.381000492,0.00018474499998433203,64.271459289,0.07879306,42.643673039,21.62787,2.8322
387,71.4,2.826870912,2.5876e-05,2.328571246,3.155646731,0.10373114800000001,0.000491197,0.026820002,0.695340158,73.848605949,0.0002133390000125246,64.633266027,0.077629313,42.889955533999995,21.74289,2.8267
388,73.8,2.82570018,2.8818e-05,2.337450031,0.941234196,0.10205409,0.000475332,0.028153014,0.683789966,71.16697446,0.0002125190000015209,64.173658548,0.074217766,42.666791802000006,21.50688,2.8255
389,71.2,2.824898429,2.5518e-05,2.326992471,1.177989635,0.1071485,0.000476763,0.028007657,0.683930511,71.022952176,0.0002099640000068348,63.798907414,0.074365314,42.211382394000005,21.58691,2.8247
390,71.0,2.822636516,2.2621e-05,2.53959049,0.991027881,0.105812746,0.000486373,0.025406571,0.693277022,70.605321972,0.00018520000000421533,63.352650215,0.074226337,42.055565591,21.29695,2.8225
391,70.6,2.821448347,2.2354e-05,2.315895936,0.896716482,0.097306891,0.000472183,0.026026012,0.66674785,70.182487978,0.00019794499999647996,63.283134512,0.074519466,42.088133707,21.19486,2.8213
392,70.2,2.822086576,2.3731e-05,2.316053989,1.148376022,0.103892632,0.000512382,0.026283728,0.688449854,70.437707315,0.00020519300001353713,63.254382589,0.077440619,42.068080243,21.18596,2.8219
393,70.4,2.823899628,2.603e-05,2.334836774,0.959246226,0.10436424400000001,0.000491823,0.028940703,0.679811665,70.341269815,0.00020751799999629839,63.331684633,0.077760571,42.059351604,21.27189,2.8237
394,70.3,2.829476191,2.8275e-05,2.355685037,1.208208945,0.109419207,0.000491181,0.028671318,0.698535789,70.419385591,0.00021757200001104593,63.11185118,0.076800896,41.969075279,21.14196,2.8293
395,70.4,2.828773641,2.2784e-05,2.547905025,0.999481317,0.105780585,0.000484571,0.02529043,0.664744626,69.708136241,0.00018699699998592223,62.460952781,0.074513484,41.452889475,21.00787,2.8286
396,69.7,2.824839722,2.8454e-05,2.329466165,2.936872026,0.097838001,0.000500759,0.025726177,0.674330054,71.076128291,0.00018112899999778165,62.111029621,0.075316183,41.226270595,20.88391,2.8247
397,71.1,2.82331814,2.1848e-05,2.322829168,1.184596832,0.104072352,0.000478959,0.026067522,0.688497736,68.89740093,0.0001862499999845113,61.6710331,0.076299023,41.080686236,20.58986,2.8232
