case,n,gamma,res,level,s_ell,pop,cum_sources,tiles_core,tiles_field,cov_targets,cov_mult8,padded8_ratio,npatch_b64,interior_pts_b64,padded_pts_b64
rotor,1000000,4.0000,tight,1,6.929343e-05,574418,924420,185837,1567738,924436,1.000,0.850,33046,1655836672,105981215305
rotor,1000000,4.0000,tight,2,2.771737e-04,75580,1000000,49431,432121,1000000,1.000,0.126,9138,452065792,29458045232
rotor,1000000,4.0000,tight,3,1.108695e-03,0,1000000,11893,106350,1000000,1.000,0.000,2045,148988928,7428724340
rotor,1000000,4.0000,tight,4,4.434780e-03,0,1000000,2879,18760,1000000,1.000,0.000,74,11031552,341169375
rotor,1000000,4.0000,tight,5,1.773912e-02,0,1000000,328,850,1000000,1.000,0.000,16,451584,47883000
rotor,1000000,4.0000,tight,6,7.095648e-02,0,1000000,7,81,1000000,1.000,0.000,8,47616,18340500
rotor,1000000,4.0000,tight,7,2.838259e-01,0,1000000,2,36,1000000,1.000,0.000,8,18432,15306375
rotor,1000000,4.0000,tight,8,1.135304e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
rotor,1000000,4.0000,tight,9,4.541215e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
rotor,1000000,4.0000,tight,10,1.816486e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
rotor,1000000,4.0000,tight,11,7.265943e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
rotor,1000000,4.0000,tight,12,2.906377e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
