case,n,gamma,res,level,s_ell,pop,cum_sources,tiles_core,tiles_field,cov_targets,cov_mult8,padded8_ratio,npatch_b64,interior_pts_b64,padded_pts_b64
sigma_multiscale,100000,4.0000,optalt,9,4.518177e+02,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,10,1.807271e+03,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,11,7.229083e+03,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,4.0000,optalt,12,2.891633e+04,0,100000,1,27,100000,1.000,0.000,8,13824,4913000
sigma_multiscale,100000,1.4142,tight,0,1.723548e-03,50000,50000,49718,1174343,50071,1.000,1.000,10946,2265742848,11893167448
sigma_multiscale,100000,1.4142,tight,1,2.437465e-03,0,50000,49210,928859,50254,1.000,0.000,4948,887336448,4909180184
sigma_multiscale,100000,1.4142,tight,2,3.447096e-03,0,50000,47902,548152,50825,1.000,0.000,1992,341529600,1992610496
sigma_multiscale,100000,1.4142,tight,3,4.874929e-03,0,50000,44380,233153,51986,1.000,0.000,937,132932096,840543328
sigma_multiscale,100000,1.4142,tight,4,6.894191e-03,0,50000,36397,92799,53602,1.000,0.000,334,51436544,314060680
sigma_multiscale,100000,1.4142,tight,5,9.749858e-03,0,50000,22123,36380,55616,1.000,0.000,210,20766720,157106304
sigma_multiscale,100000,1.4142,tight,6,1.378838e-02,0,50000,9700,14360,57968,1.000,0.000,64,7868928,53624592
sigma_multiscale,100000,1.4142,tight,7,1.949972e-02,0,50000,3592,6427,60541,1.000,0.000,62,3501056,35384688
sigma_multiscale,100000,1.4142,tight,8,2.757676e-02,50000,100000,1727,2744,100000,1.000,0.387,27,1404928,15892848
sigma_multiscale,100000,1.4142,tight,9,3.899943e-02,0,100000,663,1294,100000,1.000,0.000,25,676864,10546200
sigma_multiscale,100000,1.4142,tight,10,5.515353e-02,0,100000,216,512,100000,1.000,0.000,8,262144,3686176
sigma_multiscale,100000,1.4142,tight,11,7.799887e-02,0,100000,112,324,100000,1.000,0.000,8,175616,3375000
sigma_multiscale,100000,1.4142,tight,12,1.103071e-01,0,100000,27,125,100000,1.000,0.000,8,64000,2376512
sigma_multiscale,100000,1.4142,tight,13,1.559977e-01,0,100000,20,112,100000,1.000,0.000,8,64000,2376512
sigma_multiscale,100000,1.4142,tight,14,2.206141e-01,0,100000,8,64,100000,1.000,0.000,8,32768,1916784
sigma_multiscale,100000,1.4142,tight,15,3.119955e-01,0,100000,4,54,100000,1.000,0.000,8,32768,1916784
sigma_multiscale,100000,1.4142,tight,16,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
sigma_multiscale,100000,1.4142,tight,17,6.239909e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
sigma_multiscale,100000,1.4142,tight,18,8.824564e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1481544
sigma_multiscale,100000,2.0000,tight,0,1.723548e-03,50000,50000,49718,1174343,50071,1.000,1.000,10946,2265742848,18625323703
sigma_multiscale,100000,2.0000,tight,1,3.447096e-03,0,50000,47902,548152,50825,1.000,0.000,1992,341529600,3140545998
sigma_multiscale,100000,2.0000,tight,2,6.894191e-03,0,50000,36397,92799,53602,1.000,0.000,334,51436544,512725933
sigma_multiscale,100000,2.0000,tight,3,1.378838e-02,0,50000,9700,14360,57968,1.000,0.000,64,7868928,88716705
sigma_multiscale,100000,2.0000,tight,4,2.757676e-02,50000,100000,1727,2744,100000,1.000,0.387,27,1404928,25897185
sigma_multiscale,100000,2.0000,tight,5,5.515353e-02,0,100000,216,512,100000,1.000,0.000,8,262144,6827112
sigma_multiscale,100000,2.0000,tight,6,1.103071e-01,0,100000,27,125,100000,1.000,0.000,8,64000,4322160
sigma_multiscale,100000,2.0000,tight,7,2.206141e-01,0,100000,8,64,100000,1.000,0.000,8,32768,3969000
sigma_multiscale,100000,2.0000,tight,8,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,2.0000,tight,9,8.824564e-01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,2.0000,tight,10,1.764913e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,2.0000,tight,11,3.529826e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,2.0000,tight,12,7.059652e+00,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,2.0000,tight,13,1.411930e+01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,2.0000,tight,14,2.823861e+01,0,100000,1,27,100000,1.000,0.000,8,13824,3176523
sigma_multiscale,100000,4.0000,tight,0,1.723548e-03,50000,50000,49718,1174343,50071,1.000,1.000,10946,2265742848,57327704787
sigma_multiscale,100000,4.0000,tight,1,6.894191e-03,0,50000,36397,92799,53602,1.000,0.000,334,51436544,1636114800
sigma_multiscale,100000,4.0000,tight,2,2.757676e-02,50000,100000,1727,2744,100000,1.000,0.387,27,1404928,91016400
sigma_multiscale,100000,4.0000,tight,3,1.103071e-01,0,100000,27,125,100000,1.000,0.000,8,64000,18143904
sigma_multiscale,100000,4.0000,tight,4,4.412282e-01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,5,1.764913e+00,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,6,7.059652e+00,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,7,2.823861e+01,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,8,1.129544e+02,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,9,4.518177e+02,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,10,1.807271e+03,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,11,7.229083e+03,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,100000,4.0000,tight,12,2.891633e+04,0,100000,1,27,100000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,1.4142,nom,0,8.000000e-04,500000,500000,492859,9490408,501050,1.000,1.000,41442,9348540416,37321032746
sigma_multiscale,1000000,1.4142,nom,1,1.131371e-03,0,500000,480390,5652005,503514,1.000,0.000,16741,3414620160,14226540194
sigma_multiscale,1000000,1.4142,nom,2,1.600000e-03,0,500000,447343,2345250,508836,1.000,0.000,5977,1265768448,5214745315
sigma_multiscale,1000000,1.4142,nom,3,2.262742e-03,0,500000,370530,881823,516854,1.000,0.000,2497,470076416,2063359750
sigma_multiscale,1000000,1.4142,nom,4,3.200000e-03,0,500000,232086,325921,527217,1.000,0.000,1186,177971200,838304775
sigma_multiscale,1000000,1.4142,nom,5,4.525483e-03,0,500000,101805,127482,540519,1.000,0.000,500,69061120,345227438
sigma_multiscale,1000000,1.4142,nom,6,6.400000e-03,0,500000,37392,48535,557921,1.000,0.000,214,26652672,136452050
sigma_multiscale,1000000,1.4142,nom,7,9.050967e-03,0,500000,14460,20213,578851,1.000,0.000,125,11239424,66246750
sigma_multiscale,1000000,1.4142,nom,8,1.280000e-02,500000,1000000,5832,8000,1000000,1.000,0.357,64,4096000,28234250
sigma_multiscale,1000000,1.4142,nom,9,1.810193e-02,0,1000000,2197,3375,1000000,1.000,0.000,27,1728000,12764125
sigma_multiscale,1000000,1.4142,nom,10,2.560000e-02,0,1000000,729,1331,1000000,1.000,0.000,27,681472,7414875
sigma_multiscale,1000000,1.4142,nom,11,3.620387e-02,0,1000000,343,729,1000000,1.000,0.000,8,373248,2982250
sigma_multiscale,1000000,1.4142,nom,12,5.120000e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,2336625
sigma_multiscale,1000000,1.4142,nom,13,7.240773e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,1750050
sigma_multiscale,1000000,1.4142,nom,14,1.024000e-01,0,1000000,27,125,1000000,1.000,0.000,8,64000,1526328
sigma_multiscale,1000000,1.4142,nom,15,1.448155e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
sigma_multiscale,1000000,1.4142,nom,16,2.048000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
sigma_multiscale,1000000,1.4142,nom,17,2.896309e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
sigma_multiscale,1000000,1.4142,nom,18,4.096000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
sigma_multiscale,1000000,2.0000,nom,0,8.000000e-04,500000,500000,492859,9490408,501050,1.000,1.000,41442,9348540416,64177388096
sigma_multiscale,1000000,2.0000,nom,1,1.600000e-03,0,500000,447343,2345250,508836,1.000,0.000,5977,1265768448,8993191272
sigma_multiscale,1000000,2.0000,nom,2,3.200000e-03,0,500000,232086,325921,527217,1.000,0.000,1186,177971200,1440943016
sigma_multiscale,1000000,2.0000,nom,3,6.400000e-03,0,500000,37392,48535,557921,1.000,0.000,214,26652672,235208064
sigma_multiscale,1000000,2.0000,nom,4,1.280000e-02,500000,1000000,5832,8000,1000000,1.000,0.357,64,4096000,49108032
sigma_multiscale,1000000,2.0000,nom,5,2.560000e-02,0,1000000,729,1331,1000000,1.000,0.000,27,681472,13481272
sigma_multiscale,1000000,2.0000,nom,6,5.120000e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,3441960
sigma_multiscale,1000000,2.0000,nom,7,1.024000e-01,0,1000000,27,125,1000000,1.000,0.000,8,64000,2436128
sigma_multiscale,1000000,2.0000,nom,8,2.048000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,2028672
sigma_multiscale,1000000,2.0000,nom,9,4.096000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
sigma_multiscale,1000000,2.0000,nom,10,8.192000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
sigma_multiscale,1000000,2.0000,nom,11,1.638400e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
sigma_multiscale,1000000,2.0000,nom,12,3.276800e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
sigma_multiscale,1000000,2.0000,nom,13,6.553600e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
sigma_multiscale,1000000,2.0000,nom,14,1.310720e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1643032
sigma_multiscale,1000000,4.0000,nom,0,8.000000e-04,500000,500000,492859,9490408,501050,1.000,1.000,41442,9348540416,129321759340
sigma_multiscale,1000000,4.0000,nom,1,3.200000e-03,0,500000,232086,325921,527217,1.000,0.000,1186,177971200,3119580360
sigma_multiscale,1000000,4.0000,nom,2,1.280000e-02,500000,1000000,5832,8000,1000000,1.000,0.357,64,4096000,123687072
sigma_multiscale,1000000,4.0000,nom,3,5.120000e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,11390625
sigma_multiscale,1000000,4.0000,nom,4,2.048000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,7835472
sigma_multiscale,1000000,4.0000,nom,5,8.192000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,6,3.276800e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,7,1.310720e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,8,5.242880e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,9,2.097152e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,10,8.388608e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,11,3.355443e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,4.0000,nom,12,1.342177e+04,0,1000000,1,27,1000000,1.000,0.000,8,13824,6859000
sigma_multiscale,1000000,1.4142,optalt,0,8.000000e-04,500000,500000,485577,6899980,502491,1.000,1.000,21975,4628558848,18812603318
sigma_multiscale,1000000,1.4142,optalt,1,1.131371e-03,0,500000,461045,3145415,506836,1.000,0.000,7991,1698705920,6971888030
sigma_multiscale,1000000,1.4142,optalt,2,1.600000e-03,0,500000,400447,1186550,514106,1.000,0.000,3675,631375872,2841829425
sigma_multiscale,1000000,1.4142,optalt,3,2.262742e-03,0,500000,278454,435900,523710,1.000,0.000,1232,233550848,1007212200
sigma_multiscale,1000000,1.4142,optalt,4,3.200000e-03,0,500000,133554,164600,535806,1.000,0.000,688,89363968,454535300
sigma_multiscale,1000000,1.4142,optalt,5,4.525483e-03,0,500000,50983,64831,551815,1.000,0.000,325,35548672,195434540
sigma_multiscale,1000000,1.4142,optalt,6,6.400000e-03,0,500000,17652,24389,571545,1.000,0.000,125,13565952,73526550
sigma_multiscale,1000000,1.4142,optalt,7,9.050967e-03,0,500000,6619,10020,596472,1.000,0.000,64,5451776,32826050
sigma_multiscale,1000000,1.4142,optalt,8,1.280000e-02,500000,1000000,2744,4096,1000000,1.000,0.405,27,2097152,13084750
sigma_multiscale,1000000,1.4142,optalt,9,1.810193e-02,0,1000000,1000,1728,1000000,1.000,0.000,27,884736,8521750
sigma_multiscale,1000000,1.4142,optalt,10,2.560000e-02,0,1000000,343,729,1000000,1.000,0.000,8,373248,2982250
sigma_multiscale,1000000,1.4142,optalt,11,3.620387e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,2336625
sigma_multiscale,1000000,1.4142,optalt,12,5.120000e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,1750050
sigma_multiscale,1000000,1.4142,optalt,13,7.240773e-02,0,1000000,27,125,1000000,1.000,0.000,8,64000,1526328
sigma_multiscale,1000000,1.4142,optalt,14,1.024000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
sigma_multiscale,1000000,1.4142,optalt,15,1.448155e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1109250
sigma_multiscale,1000000,1.4142,optalt,16,2.048000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
sigma_multiscale,1000000,1.4142,optalt,17,2.896309e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
sigma_multiscale,1000000,1.4142,optalt,18,4.096000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,857375
sigma_multiscale,1000000,2.0000,optalt,0,8.000000e-04,500000,500000,485577,6899980,502491,1.000,1.000,21975,4628558848,23822938663
sigma_multiscale,1000000,2.0000,optalt,1,1.600000e-03,0,500000,400447,1186550,514106,1.000,0.000,3675,631375872,3606539264
sigma_multiscale,1000000,2.0000,optalt,2,3.200000e-03,0,500000,133554,164600,535806,1.000,0.000,688,89363968,580720444
sigma_multiscale,1000000,2.0000,optalt,3,6.400000e-03,0,500000,17652,24389,571545,1.000,0.000,125,13565952,98974668
sigma_multiscale,1000000,2.0000,optalt,4,1.280000e-02,500000,1000000,2744,4096,1000000,1.000,0.405,27,2097152,17173512
sigma_multiscale,1000000,2.0000,optalt,5,2.560000e-02,0,1000000,343,729,1000000,1.000,0.000,8,373248,3976912
sigma_multiscale,1000000,2.0000,optalt,6,5.120000e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,2671500
sigma_multiscale,1000000,2.0000,optalt,7,1.024000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1790448
sigma_multiscale,1000000,2.0000,optalt,8,2.048000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,2.0000,optalt,9,4.096000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,2.0000,optalt,10,8.192000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,2.0000,optalt,11,1.638400e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,2.0000,optalt,12,3.276800e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,2.0000,optalt,13,6.553600e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,2.0000,optalt,14,1.310720e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1331000
sigma_multiscale,1000000,4.0000,optalt,0,8.000000e-04,500000,500000,485577,6899980,502491,1.000,1.000,21975,4628558848,48003521262
sigma_multiscale,1000000,4.0000,optalt,1,3.200000e-03,0,500000,133554,164600,535806,1.000,0.000,688,89363968,1258346590
sigma_multiscale,1000000,4.0000,optalt,2,1.280000e-02,500000,1000000,2744,4096,1000000,1.000,0.405,27,2097152,40464967
sigma_multiscale,1000000,4.0000,optalt,3,5.120000e-02,0,1000000,64,216,1000000,1.000,0.000,8,110592,7934400
sigma_multiscale,1000000,4.0000,optalt,4,2.048000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,5,8.192000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,6,3.276800e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,7,1.310720e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,8,5.242880e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,9,2.097152e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,10,8.388608e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,11,3.355443e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,4.0000,optalt,12,1.342177e+04,0,1000000,1,27,1000000,1.000,0.000,8,13824,4913000
sigma_multiscale,1000000,1.4142,tight,0,8.000000e-04,500000,500000,497169,11715690,500328,1.000,1.000,97923,22650678784,113918705200
sigma_multiscale,1000000,1.4142,tight,1,1.131371e-03,0,500000,492226,9226483,501183,1.000,0.000,38295,8633978368,44024276752
sigma_multiscale,1000000,1.4142,tight,2,1.600000e-03,0,500000,478802,5329168,503776,1.000,0.000,14935,3176015360,16787840360
sigma_multiscale,1000000,1.4142,tight,3,2.262742e-03,0,500000,443417,2170014,509300,1.000,0.000,6064,1175001600,6477352952
sigma_multiscale,1000000,1.4142,tight,4,3.200000e-03,0,500000,361770,809195,517449,1.000,0.000,2517,430872576,2521880848
sigma_multiscale,1000000,1.4142,tight,5,4.525483e-03,0,500000,220156,304983,528082,1.000,0.000,944,167110656,955292960
sigma_multiscale,1000000,1.4142,tight,6,6.400000e-03,0,500000,91815,113278,541724,1.000,0.000,501,61634560,417912768
sigma_multiscale,1000000,1.4142,tight,7,9.050967e-03,0,500000,34386,44915,559145,1.000,0.000,215,24722944,177127856
sigma_multiscale,1000000,1.4142,tight,8,1.280000e-02,500000,1000000,15625,19683,1000000,1.000,0.308,125,10077696,84027672
sigma_multiscale,1000000,1.4142,tight,9,1.810193e-02,0,1000000,5832,8000,1000000,1.000,0.000,64,4096000,39778128
sigma_multiscale,1000000,1.4142,tight,10,2.560000e-02,0,1000000,2197,3375,1000000,1.000,0.000,27,1728000,17173512
sigma_multiscale,1000000,1.4142,tight,11,3.620387e-02,0,1000000,729,1331,1000000,1.000,0.000,27,681472,10941048
sigma_multiscale,1000000,1.4142,tight,12,5.120000e-02,0,1000000,343,729,1000000,1.000,0.000,8,373248,4215888
sigma_multiscale,1000000,1.4142,tight,13,7.240773e-02,0,1000000,125,343,1000000,1.000,0.000,8,175616,3375000
sigma_multiscale,1000000,1.4142,tight,14,1.024000e-01,0,1000000,64,216,1000000,1.000,0.000,8,110592,2922480
sigma_multiscale,1000000,1.4142,tight,15,1.448155e-01,0,1000000,27,125,1000000,1.000,0.000,8,64000,2376512
sigma_multiscale,1000000,1.4142,tight,16,2.048000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1916784
sigma_multiscale,1000000,1.4142,tight,17,2.896309e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,1916784
sigma_multiscale,1000000,1.4142,tight,18,4.096000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,1481544
sigma_multiscale,1000000,2.0000,tight,0,8.000000e-04,500000,500000,497169,11715690,500328,1.000,1.000,97923,22650678784,177994073207
sigma_multiscale,1000000,2.0000,tight,1,1.600000e-03,0,500000,478802,5329168,503776,1.000,0.000,14935,3176015360,26207608151
sigma_multiscale,1000000,2.0000,tight,2,3.200000e-03,0,500000,361770,809195,517449,1.000,0.000,2517,430872576,4044200130
sigma_multiscale,1000000,2.0000,tight,3,6.400000e-03,0,500000,91815,113278,541724,1.000,0.000,501,61634560,684692021
sigma_multiscale,1000000,2.0000,tight,4,1.280000e-02,500000,1000000,15625,19683,1000000,1.000,0.308,125,10077696,142236648
sigma_multiscale,1000000,2.0000,tight,5,2.560000e-02,0,1000000,2197,3375,1000000,1.000,0.000,27,1728000,28151945
sigma_multiscale,1000000,2.0000,tight,6,5.120000e-02,0,1000000,343,729,1000000,1.000,0.000,8,373248,7588205
sigma_multiscale,1000000,2.0000,tight,7,1.024000e-01,0,1000000,64,216,1000000,1.000,0.000,8,110592,4913560
sigma_multiscale,1000000,2.0000,tight,8,2.048000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,3969000
sigma_multiscale,1000000,2.0000,tight,9,4.096000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
sigma_multiscale,1000000,2.0000,tight,10,8.192000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
sigma_multiscale,1000000,2.0000,tight,11,1.638400e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
sigma_multiscale,1000000,2.0000,tight,12,3.276800e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
sigma_multiscale,1000000,2.0000,tight,13,6.553600e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
sigma_multiscale,1000000,2.0000,tight,14,1.310720e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,3176523
sigma_multiscale,1000000,4.0000,tight,0,8.000000e-04,500000,500000,497169,11715690,500328,1.000,1.000,97923,22650678784,541035516444
sigma_multiscale,1000000,4.0000,tight,1,3.200000e-03,0,500000,361770,809195,517449,1.000,0.000,2517,430872576,12513158520
sigma_multiscale,1000000,4.0000,tight,2,1.280000e-02,500000,1000000,15625,19683,1000000,1.000,0.308,125,10077696,483736625
sigma_multiscale,1000000,4.0000,tight,3,5.120000e-02,0,1000000,343,729,1000000,1.000,0.000,8,373248,27363000
sigma_multiscale,1000000,4.0000,tight,4,2.048000e-01,0,1000000,8,64,1000000,1.000,0.000,8,32768,16272375
sigma_multiscale,1000000,4.0000,tight,5,8.192000e-01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,6,3.276800e+00,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,7,1.310720e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,8,5.242880e+01,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,9,2.097152e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,10,8.388608e+02,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,11,3.355443e+03,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
sigma_multiscale,1000000,4.0000,tight,12,1.342177e+04,0,1000000,1,27,1000000,1.000,0.000,8,13824,14706125
rotor,100000,1.4142,nom,0,1.732305e-04,3156,3156,538,5048,3191,1.163,1.077,107,6483456,44086976
rotor,100000,1.4142,nom,1,2.449849e-04,4972,8128,1086,9786,8160,1.072,0.675,199,12344832,82005434
rotor,100000,1.4142,nom,2,3.464609e-04,11246,19374,1868,16921,19420,1.043,0.620,360,19526144,138688601
rotor,100000,1.4142,nom,3,4.899698e-04,15628,35002,2702,24030,35048,1.026,0.518,435,35881472,207837761
rotor,100000,1.4142,nom,4,6.929219e-04,5486,40488,2581,23215,40521,1.011,0.314,420,29464064,192726790
rotor,100000,1.4142,nom,5,9.799395e-04,14444,54932,3570,31719,55016,1.019,0.500,450,47922688,258160778
rotor,100000,1.4142,nom,6,1.385844e-03,22842,77774,4512,39456,77820,1.019,0.461,393,53595136,251583485
rotor,100000,1.4142,nom,7,1.959879e-03,14670,92444,4378,37245,92519,1.009,0.303,216,33889280,152194330
rotor,100000,1.4142,nom,8,2.771687e-03,7556,100000,3520,26170,100000,1.003,0.154,138,15098368,79759250
rotor,100000,1.4142,nom,9,3.919758e-03,0,100000,2484,11588,100000,1.000,0.000,60,6834176,35627000
rotor,100000,1.4142,nom,10,5.543375e-03,0,100000,1702,4860,100000,1.000,0.000,41,2598400,18137625
rotor,100000,1.4142,nom,11,7.839516e-03,0,100000,1116,2406,100000,1.000,0.000,24,1308160,9903825
rotor,100000,1.4142,nom,12,1.108675e-02,0,100000,456,1102,100000,1.000,0.000,20,603136,6406650
rotor,100000,1.4142,nom,13,1.567903e-02,0,100000,180,563,100000,1.000,0.000,16,297472,4131900
rotor,100000,1.4142,nom,14,2.217350e-02,0,100000,80,312,100000,1.000,0.000,12,168960,2911410
rotor,100000,1.4142,nom,15,3.135806e-02,0,100000,36,176,100000,1.000,0.000,12,90112,2081250
rotor,100000,1.4142,nom,16,4.434700e-02,0,100000,15,117,100000,1.000,0.000,8,71680,1517625
rotor,100000,1.4142,nom,17,6.271613e-02,0,100000,5,63,100000,1.000,0.000,8,32256,1218375
rotor,100000,1.4142,nom,18,8.869400e-02,0,100000,4,54,100000,1.000,0.000,8,27648,1083000
rotor,100000,2.0000,nom,0,1.732305e-04,8128,8128,1479,13692,8151,1.057,1.028,322,16790528,192282232
rotor,100000,2.0000,nom,1,3.464609e-04,26874,35002,3790,33903,35032,1.020,0.808,726,38260736,456672440
rotor,100000,2.0000,nom,2,6.929219e-04,19930,54932,5065,44711,54986,1.012,0.648,925,52719616,606790328
rotor,100000,2.0000,nom,3,1.385844e-03,37512,92444,6312,54699,92479,1.012,0.608,504,76396544,591425056
rotor,100000,2.0000,nom,4,2.771687e-03,7556,100000,3520,26170,100000,1.002,0.152,138,15098368,135204864
rotor,100000,2.0000,nom,5,5.543375e-03,0,100000,1702,4860,100000,1.000,0.000,41,2598400,31787208
rotor,100000,2.0000,nom,6,1.108675e-02,0,100000,456,1102,100000,1.000,0.000,20,603136,10406592
rotor,100000,2.0000,nom,7,2.217350e-02,0,100000,80,312,100000,1.000,0.000,12,168960,4706304
rotor,100000,2.0000,nom,8,4.434700e-02,0,100000,15,117,100000,1.000,0.000,8,71680,2727864
rotor,100000,2.0000,nom,9,8.869400e-02,0,100000,4,54,100000,1.000,0.000,8,27648,2005056
rotor,100000,2.0000,nom,10,1.773880e-01,0,100000,2,36,100000,1.000,0.000,8,18432,1754424
rotor,100000,2.0000,nom,11,3.547760e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
rotor,100000,2.0000,nom,12,7.095520e-01,0,100000,1,27,100000,1.000,0.000,8,13824,1643032
