case,n,K_max,P,precision,sigma_classes,demoted_pairs,candidate_reclaimed_pairs,routes,demoted_direct_ns,residual_direct_ns,class_P2M_ns,refresh_scatter_ns,metadata_ns,route_group_ns,new_table_ns,proposed_subwork_ns,nearfield_anchor_ns,proposed_nearfield_ns,proposed_nearfield_delta_fraction,solve_anchor_ns,proposed_solve_ns,proposed_solve_delta_fraction,accuracy_certified,selected_nearfield_ns,selected_solve_ns,selected_nearfield_delta_fraction,selected_solve_delta_fraction,capacity_bytes,bounded_capacity,selector_decision
rotor,1000000,128,4,Float64,4,0,0,0,0.000000,0.000000,2066000.000000,450000.000000,0.000000,0.000000,0.000000,2516000.000000,4.78532e8,4.81048e8,-0.0052577466083772876,4.70122e8,4.72638e8,-0.005351802298126869,false,4.78532e8,4.70122e8,0.0,0.0,0,true,direct_fallback
rotor,1000000,128,8,Float32,4,0,0,0,0.000000,0.000000,1033000.000000,270000.000000,0.000000,0.000000,0.000000,1303000.000000,2.40636e8,2.41939e8,-0.0054148174005551955,2.36791e8,2.38094e8,-0.005502742925195637,false,2.40636e8,2.36791e8,0.0,0.0,0,true,direct_fallback
rotor,1000000,128,8,Float64,4,0,0,0,0.000000,0.000000,2066000.000000,450000.000000,0.000000,0.000000,0.000000,2516000.000000,4.78532e8,4.81048e8,-0.0052577466083772876,4.70122e8,4.72638e8,-0.005351802298126869,false,4.78532e8,4.70122e8,0.0,0.0,0,true,direct_fallback
rotor,1000000,128,4,Float32,8,0,0,0,0.000000,0.000000,1033000.000000,270000.000000,0.000000,0.000000,0.000000,1303000.000000,2.40636e8,2.41939e8,-0.0054148174005551955,2.36791e8,2.38094e8,-0.005502742925195637,false,2.40636e8,2.36791e8,0.0,0.0,0,true,direct_fallback
rotor,1000000,128,4,Float64,8,0,0,0,0.000000,0.000000,2066000.000000,450000.000000,0.000000,0.000000,0.000000,2516000.000000,4.78532e8,4.81048e8,-0.0052577466083772876,4.70122e8,4.72638e8,-0.005351802298126869,false,4.78532e8,4.70122e8,0.0,0.0,0,true,direct_fallback
rotor,1000000,128,8,Float32,8,0,0,0,0.000000,0.000000,1033000.000000,270000.000000,0.000000,0.000000,0.000000,1303000.000000,2.40636e8,2.41939e8,-0.0054148174005551955,2.36791e8,2.38094e8,-0.005502742925195637,false,2.40636e8,2.36791e8,0.0,0.0,0,true,direct_fallback
rotor,1000000,128,8,Float64,8,0,0,0,0.000000,0.000000,2066000.000000,450000.000000,0.000000,0.000000,0.000000,2516000.000000,4.78532e8,4.81048e8,-0.0052577466083772876,4.70122e8,4.72638e8,-0.005351802298126869,false,4.78532e8,4.70122e8,0.0,0.0,0,true,direct_fallback
synthetic,100000,32,4,Float32,1,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,1,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,1,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,1,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,2,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,2,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,2,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,2,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,4,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,4,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,4,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,4,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,8,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,8,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,8,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,8,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,1,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,1,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,1,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,1,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,2,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,2,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,2,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,2,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,4,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,4,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,4,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,4,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,8,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,8,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,8,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,8,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,1,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,1,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,1,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,1,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,2,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,2,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,2,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,2,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,4,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,4,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,4,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,4,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,8,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float64,8,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float32,8,30532180,0,0,102588.124800,102588.124800,103300.000000,27000.000000,299278.800000,0.000000,0.000000,532166.924800,616450.0,1.0460287999999999e6,-0.6968591126612051,1.0837e6,1.5132787999999998e6,-0.39640011073175213,false,616450.0,1.0837e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,8,Float64,8,30532180,0,0,205176.249600,205176.249600,206600.000000,45000.000000,299278.800000,0.000000,0.000000,756055.049600,1.2329e6,1.7837788e6,-0.4468154757076811,2.1674e6,2.7182788e6,-0.2541657285226538,false,1.2329e6,2.1674e6,0.0,0.0,21282048,true,direct_fallback
synthetic,100000,32,4,Float32,1,620108387,20545553,265631,2083564.180320,2014531.122240,103300.000000,27000.000000,2077563.600000,66407.750000,194320.000000,4560314.840840,616450.0,3.0932006605200004e6,-4.017764069300025,1.0837e6,3.5604506605200004e6,-2.2854578393651384,false,616450.0,1.0837e6,0.0,0.0,174011368,false,direct_fallback
synthetic,100000,32,4,Float64,1,620108387,20545553,265631,4167128.360640,4029062.244480,206600.000000,45000.000000,2077563.600000,66407.750000,194320.000000,6773338.331680,1.2329e6,3.8391099710399997e6,-2.1138859364425335,2.1674e6,4.773609971039999e6,-1.2024591543046965,false,1.2329e6,2.1674e6,0.0,0.0,174011368,false,direct_fallback
synthetic,100000,32,8,Float32,1,620108387,20545553,265631,2083564.180320,2014531.122240,103300.000000,27000.000000,2077563.600000,66407.750000,194320.000000,4637507.209440,616450.0,3.17039302912e6,-4.142984879746939,1.0837e6,3.63764302912e6,-2.356688224711636,false,616450.0,1.0837e6,0.0,0.0,174011368,false,direct_fallback
synthetic,100000,32,8,Float64,1,620108387,20545553,265631,4167128.360640,4029062.244480,206600.000000,45000.000000,2077563.600000,66407.750000,194320.000000,6927723.068880,1.2329e6,3.993494708240001e6,-2.2391067468894486,2.1674e6,4.9279947082400005e6,-1.2736895396511951,false,1.2329e6,2.1674e6,0.0,0.0,174011368,false,direct_fallback
synthetic,100000,32,4,Float32,2,620108387,303349110,2164416,2083564.180320,1064311.170720,103300.000000,27000.000000,4018965.300000,541104.000000,710040.000000,7093699.760320,616450.0,5.62658558e6,-8.127399756671263,1.0837e6,6.09383558e6,-4.6231757682015315,false,616450.0,1.0837e6,0.0,0.0,410447168,false,direct_fallback
