variant,form,precision,blas_threads,P,lamb_helmholtz,batch,measured_batch,scaled,seconds,seconds_per_expansion
materialized,batched_operator,Float64,1,8,true,8,8,false,4.680830e-05,5.851037e-06
factored,batched_operator,Float64,1,8,true,8,8,false,8.167920e-05,1.020990e-05
materialized,batched_operator,Float64,1,8,true,64,64,false,3.755000e-04,5.867188e-06
factored,batched_operator,Float64,1,8,true,64,64,false,6.708340e-04,1.048178e-05
materialized,batched_operator,Float64,1,8,true,512,512,false,3.008750e-03,5.876465e-06
factored,batched_operator,Float64,1,8,true,512,512,false,5.240208e-03,1.023478e-05
materialized,batched_operator,Float64,1,8,true,4096,4096,false,2.468612e-02,6.026886e-06
factored,batched_operator,Float64,1,8,true,4096,4096,false,4.253354e-02,1.038417e-05
production_recurrence,recurrence,Float64,1,8,true,1,1,false,4.799170e-06,4.799170e-06
production_recurrence,recurrence,Float64,1,8,true,8,8,false,3.840000e-05,4.800000e-06
production_recurrence,recurrence,Float64,1,8,true,64,64,false,2.982920e-04,4.660813e-06
production_recurrence,recurrence,Float64,1,8,true,512,512,false,2.383583e-03,4.655436e-06
production_recurrence,recurrence,Float64,1,8,true,4096,2048,true,1.916108e-02,4.677999e-06
materialized,batched_operator,Float64,1,12,false,1,1,false,1.010000e-05,1.010000e-05
factored,batched_operator,Float64,1,12,false,1,1,false,1.043750e-05,1.043750e-05
materialized,batched_operator,Float64,1,12,false,8,8,false,8.064580e-05,1.008072e-05
factored,batched_operator,Float64,1,12,false,8,8,false,8.281250e-05,1.035156e-05
materialized,batched_operator,Float64,1,12,false,64,64,false,6.305830e-04,9.852859e-06
factored,batched_operator,Float64,1,12,false,64,64,false,6.423330e-04,1.003645e-05
materialized,batched_operator,Float64,1,12,false,512,512,false,5.041500e-03,9.846680e-06
factored,batched_operator,Float64,1,12,false,512,512,false,5.243334e-03,1.024089e-05
materialized,batched_operator,Float64,1,12,false,4096,4096,false,4.164863e-02,1.016812e-05
factored,batched_operator,Float64,1,12,false,4096,4096,false,4.215621e-02,1.029204e-05
production_recurrence,recurrence,Float64,1,12,false,1,1,false,1.211660e-05,1.211660e-05
production_recurrence,recurrence,Float64,1,12,false,8,8,false,9.683300e-05,1.210412e-05
production_recurrence,recurrence,Float64,1,12,false,64,64,false,7.749580e-04,1.210872e-05
production_recurrence,recurrence,Float64,1,12,false,512,512,false,6.210125e-03,1.212915e-05
production_recurrence,recurrence,Float64,1,12,false,4096,2048,true,4.986750e-02,1.217468e-05
materialized,batched_operator,Float64,1,12,true,1,1,false,1.578330e-05,1.578330e-05
factored,batched_operator,Float64,1,12,true,1,1,false,2.461250e-05,2.461250e-05
materialized,batched_operator,Float64,1,12,true,8,8,false,1.291250e-04,1.614063e-05
factored,batched_operator,Float64,1,12,true,8,8,false,2.017500e-04,2.521875e-05
materialized,batched_operator,Float64,1,12,true,64,64,false,1.031125e-03,1.611133e-05
factored,batched_operator,Float64,1,12,true,64,64,false,1.606667e-03,2.510417e-05
materialized,batched_operator,Float64,1,12,true,512,512,false,8.058458e-03,1.573918e-05
factored,batched_operator,Float64,1,12,true,512,512,false,1.289083e-02,2.517741e-05
materialized,batched_operator,Float64,1,12,true,4096,4096,false,6.662704e-02,1.626637e-05
factored,batched_operator,Float64,1,12,true,4096,4096,false,1.036985e-01,2.531702e-05
production_recurrence,recurrence,Float64,1,12,true,1,1,false,1.537500e-05,1.537500e-05
production_recurrence,recurrence,Float64,1,12,true,8,8,false,1.230000e-04,1.537500e-05
production_recurrence,recurrence,Float64,1,12,true,64,64,false,9.838750e-04,1.537305e-05
production_recurrence,recurrence,Float64,1,12,true,512,512,false,7.851625e-03,1.533521e-05
production_recurrence,recurrence,Float64,1,12,true,4096,2048,true,6.204867e-02,1.514860e-05
materialized,batched_operator,Float64,1,20,false,1,1,false,4.614170e-05,4.614170e-05
factored,batched_operator,Float64,1,20,false,1,1,false,4.010840e-05,4.010840e-05
materialized,batched_operator,Float64,1,20,false,8,8,false,3.687920e-04,4.609900e-05
factored,batched_operator,Float64,1,20,false,8,8,false,3.204580e-04,4.005725e-05
materialized,batched_operator,Float64,1,20,false,64,64,false,2.954542e-03,4.616472e-05
factored,batched_operator,Float64,1,20,false,64,64,false,2.556167e-03,3.994011e-05
materialized,batched_operator,Float64,1,20,false,512,512,false,2.373875e-02,4.636475e-05
factored,batched_operator,Float64,1,20,false,512,512,false,2.054929e-02,4.013533e-05
materialized,batched_operator,Float64,1,20,false,4096,4096,false,1.916430e-01,4.678784e-05
factored,batched_operator,Float64,1,20,false,4096,4096,false,1.655555e-01,4.041881e-05
production_recurrence,recurrence,Float64,1,20,false,1,1,false,7.032080e-05,7.032080e-05
production_recurrence,recurrence,Float64,1,20,false,8,8,false,5.626250e-04,7.032812e-05
production_recurrence,recurrence,Float64,1,20,false,64,64,false,4.504917e-03,7.038933e-05
production_recurrence,recurrence,Float64,1,20,false,512,512,false,3.578104e-02,6.988485e-05
production_recurrence,recurrence,Float64,1,20,false,4096,2048,true,2.899602e-01,7.079106e-05
materialized,batched_operator,Float64,1,20,true,1,1,false,6.600830e-05,6.600830e-05
factored,batched_operator,Float64,1,20,true,1,1,false,9.575000e-05,9.575000e-05
materialized,batched_operator,Float64,1,20,true,8,8,false,5.273330e-04,6.591662e-05
factored,batched_operator,Float64,1,20,true,8,8,false,7.644160e-04,9.555200e-05
materialized,batched_operator,Float64,1,20,true,64,64,false,4.180209e-03,6.531577e-05
factored,batched_operator,Float64,1,20,true,64,64,false,5.778041e-03,9.028189e-05
materialized,batched_operator,Float64,1,20,true,512,512,false,3.393921e-02,6.628752e-05
factored,batched_operator,Float64,1,20,true,512,512,false,4.635712e-02,9.054126e-05
materialized,batched_operator,Float64,1,20,true,4096,4096,false,2.742319e-01,6.695114e-05
factored,batched_operator,Float64,1,20,true,4096,4096,false,3.712942e-01,9.064800e-05
production_recurrence,recurrence,Float64,1,20,true,1,1,false,8.145900e-05,8.145900e-05
production_recurrence,recurrence,Float64,1,20,true,8,8,false,6.529160e-04,8.161450e-05
production_recurrence,recurrence,Float64,1,20,true,64,64,false,5.227750e-03,8.168359e-05
production_recurrence,recurrence,Float64,1,20,true,512,512,false,4.195513e-02,8.194360e-05
production_recurrence,recurrence,Float64,1,20,true,4096,2048,true,3.367831e-01,8.222243e-05
