stage,form,precision,blas_threads,P,batch,measured_batch,scaled_from_per_expansion,seconds,seconds_per_expansion
m2l_z_translation,compiled_block_loop,Float32,1,2,4096,4096,false,1.285730e-04,3.138989e-08
l2l_z_translation,dense,Float32,1,2,4096,4096,false,2.491300e-05,6.082275e-09
l2l_z_translation,dense_packed,Float32,1,2,4096,4096,false,1.155350e-04,2.820679e-08
l2l_z_translation,compiled_block_loop,Float32,1,2,4096,4096,false,1.285300e-04,3.137939e-08
axis_swap,dense,Float32,1,2,4096,4096,false,2.933280e-05,7.161328e-09
axis_swap,dense_packed,Float32,1,2,4096,4096,false,1.536510e-04,3.751245e-08
axis_swap,compiled_block_loop,Float32,1,2,4096,4096,false,2.132950e-04,5.207397e-08
m2m_z_translation,recurrence,Float64,1,2,32768,2048,true,8.007792e-04,2.443784e-08
m2l_z_translation,recurrence,Float64,1,2,32768,2048,true,1.574218e-03,4.804131e-08
l2l_z_translation,recurrence,Float64,1,2,32768,2048,true,1.119426e-03,3.416216e-08
axis_swap,recurrence,Float64,1,2,32768,2048,true,4.967328e-03,1.515908e-07
m2m_z_translation,dense,Float64,1,2,32768,32768,false,3.006660e-04,9.175598e-09
m2m_z_translation,dense_packed,Float64,1,2,32768,32768,false,1.229000e-03,3.750610e-08
m2m_z_translation,compiled_block_loop,Float64,1,2,32768,32768,false,1.136101e-03,3.467105e-08
m2l_z_translation,dense,Float64,1,2,32768,32768,false,3.062130e-04,9.344879e-09
m2l_z_translation,dense_packed,Float64,1,2,32768,32768,false,1.250192e-03,3.815283e-08
m2l_z_translation,compiled_block_loop,Float64,1,2,32768,32768,false,1.136967e-03,3.469748e-08
l2l_z_translation,dense,Float64,1,2,32768,32768,false,3.075790e-04,9.386566e-09
l2l_z_translation,dense_packed,Float64,1,2,32768,32768,false,1.240692e-03,3.786292e-08
l2l_z_translation,compiled_block_loop,Float64,1,2,32768,32768,false,1.141135e-03,3.482468e-08
axis_swap,dense,Float64,1,2,32768,32768,false,6.398480e-04,1.952661e-08
axis_swap,dense_packed,Float64,1,2,32768,32768,false,2.023084e-03,6.173962e-08
axis_swap,compiled_block_loop,Float64,1,2,32768,32768,false,1.886714e-03,5.757794e-08
m2m_z_translation,dense,Float32,1,2,32768,32768,false,2.151600e-04,6.566162e-09
m2m_z_translation,dense_packed,Float32,1,2,32768,32768,false,9.515940e-04,2.904034e-08
m2m_z_translation,compiled_block_loop,Float32,1,2,32768,32768,false,1.032257e-03,3.150198e-08
m2l_z_translation,dense,Float32,1,2,32768,32768,false,2.172760e-04,6.630737e-09
m2l_z_translation,dense_packed,Float32,1,2,32768,32768,false,1.016449e-03,3.101956e-08
m2l_z_translation,compiled_block_loop,Float32,1,2,32768,32768,false,1.031462e-03,3.147772e-08
l2l_z_translation,dense,Float32,1,2,32768,32768,false,2.156060e-04,6.579773e-09
l2l_z_translation,dense_packed,Float32,1,2,32768,32768,false,1.017575e-03,3.105392e-08
l2l_z_translation,compiled_block_loop,Float32,1,2,32768,32768,false,1.032263e-03,3.150217e-08
axis_swap,dense,Float32,1,2,32768,32768,false,4.176620e-04,1.274603e-08
axis_swap,dense_packed,Float32,1,2,32768,32768,false,1.557762e-03,4.753912e-08
axis_swap,compiled_block_loop,Float32,1,2,32768,32768,false,1.712544e-03,5.226270e-08
m2m_z_translation,recurrence,Float64,1,2,262144,2048,true,6.405478e-03,2.443496e-08
m2l_z_translation,recurrence,Float64,1,2,262144,2048,true,1.261274e-02,4.811377e-08
l2l_z_translation,recurrence,Float64,1,2,262144,2048,true,8.920653e-03,3.402959e-08
axis_swap,recurrence,Float64,1,2,262144,2048,true,3.973888e-02,1.515918e-07
m2m_z_translation,dense,Float64,1,2,262144,262144,false,4.842021e-03,1.847084e-08
m2m_z_translation,dense_packed,Float64,1,2,262144,262144,false,1.229610e-02,4.690591e-08
m2m_z_translation,compiled_block_loop,Float64,1,2,262144,262144,false,9.574222e-03,3.652276e-08
m2l_z_translation,dense,Float64,1,2,262144,262144,false,4.829593e-03,1.842344e-08
m2l_z_translation,dense_packed,Float64,1,2,262144,262144,false,1.218628e-02,4.648697e-08
m2l_z_translation,compiled_block_loop,Float64,1,2,262144,262144,false,9.587013e-03,3.657155e-08
l2l_z_translation,dense,Float64,1,2,262144,262144,false,4.836943e-03,1.845147e-08
l2l_z_translation,dense_packed,Float64,1,2,262144,262144,false,1.225259e-02,4.673994e-08
l2l_z_translation,compiled_block_loop,Float64,1,2,262144,262144,false,9.433042e-03,3.598420e-08
axis_swap,dense,Float64,1,2,262144,262144,false,6.438510e-03,2.456097e-08
axis_swap,dense_packed,Float64,1,2,262144,262144,false,1.751118e-02,6.679985e-08
axis_swap,compiled_block_loop,Float64,1,2,262144,262144,false,1.545588e-02,5.895950e-08
m2m_z_translation,dense,Float32,1,2,262144,262144,false,3.306555e-03,1.261351e-08
m2m_z_translation,dense_packed,Float32,1,2,262144,262144,false,9.486011e-03,3.618626e-08
m2m_z_translation,compiled_block_loop,Float32,1,2,262144,262144,false,8.261184e-03,3.151392e-08
m2l_z_translation,dense,Float32,1,2,262144,262144,false,3.310206e-03,1.262743e-08
m2l_z_translation,dense_packed,Float32,1,2,262144,262144,false,9.492489e-03,3.621097e-08
m2l_z_translation,compiled_block_loop,Float32,1,2,262144,262144,false,8.266375e-03,3.153372e-08
l2l_z_translation,dense,Float32,1,2,262144,262144,false,3.316870e-03,1.265285e-08
l2l_z_translation,dense_packed,Float32,1,2,262144,262144,false,9.618297e-03,3.669089e-08
l2l_z_translation,compiled_block_loop,Float32,1,2,262144,262144,false,8.262381e-03,3.151848e-08
axis_swap,dense,Float32,1,2,262144,262144,false,4.275046e-03,1.630801e-08
axis_swap,dense_packed,Float32,1,2,262144,262144,false,1.278722e-02,4.877936e-08
axis_swap,compiled_block_loop,Float32,1,2,262144,262144,false,1.370847e-02,5.229366e-08
m2m_z_translation,recurrence,Float64,1,3,1,1,false,4.321820e-08,4.321820e-08
m2l_z_translation,recurrence,Float64,1,3,1,1,false,8.430960e-08,8.430960e-08
l2l_z_translation,recurrence,Float64,1,3,1,1,false,5.610180e-08,5.610180e-08
axis_swap,recurrence,Float64,1,3,1,1,false,3.279740e-07,3.279740e-07
m2m_z_translation,dense,Float64,1,3,1,1,false,9.800690e-08,9.800690e-08
m2m_z_translation,dense_packed,Float64,1,3,1,1,false,1.980650e-07,1.980650e-07
m2m_z_translation,compiled_block_loop,Float64,1,3,1,1,false,6.761450e-08,6.761450e-08
m2l_z_translation,dense,Float64,1,3,1,1,false,9.799900e-08,9.799900e-08
m2l_z_translation,dense_packed,Float64,1,3,1,1,false,1.979840e-07,1.979840e-07
m2l_z_translation,compiled_block_loop,Float64,1,3,1,1,false,6.669360e-08,6.669360e-08
l2l_z_translation,dense,Float64,1,3,1,1,false,9.779870e-08,9.779870e-08
l2l_z_translation,dense_packed,Float64,1,3,1,1,false,1.985570e-07,1.985570e-07
l2l_z_translation,compiled_block_loop,Float64,1,3,1,1,false,6.755830e-08,6.755830e-08
axis_swap,dense,Float64,1,3,1,1,false,1.262930e-07,1.262930e-07
axis_swap,dense_packed,Float64,1,3,1,1,false,2.314960e-07,2.314960e-07
axis_swap,compiled_block_loop,Float64,1,3,1,1,false,1.243630e-07,1.243630e-07
m2m_z_translation,dense,Float32,1,3,1,1,false,9.837850e-08,9.837850e-08
m2m_z_translation,dense_packed,Float32,1,3,1,1,false,2.034320e-07,2.034320e-07
m2m_z_translation,compiled_block_loop,Float32,1,3,1,1,false,6.223820e-08,6.223820e-08
m2l_z_translation,dense,Float32,1,3,1,1,false,9.893140e-08,9.893140e-08
m2l_z_translation,dense_packed,Float32,1,3,1,1,false,2.028420e-07,2.028420e-07
m2l_z_translation,compiled_block_loop,Float32,1,3,1,1,false,6.265820e-08,6.265820e-08
l2l_z_translation,dense,Float32,1,3,1,1,false,9.809970e-08,9.809970e-08
l2l_z_translation,dense_packed,Float32,1,3,1,1,false,1.963210e-07,1.963210e-07
l2l_z_translation,compiled_block_loop,Float32,1,3,1,1,false,6.582290e-08,6.582290e-08
axis_swap,dense,Float32,1,3,1,1,false,1.271980e-07,1.271980e-07
axis_swap,dense_packed,Float32,1,3,1,1,false,2.413150e-07,2.413150e-07
axis_swap,compiled_block_loop,Float32,1,3,1,1,false,1.188720e-07,1.188720e-07
m2m_z_translation,recurrence,Float64,1,3,8,8,false,3.574580e-07,4.468225e-08
m2l_z_translation,recurrence,Float64,1,3,8,8,false,6.807390e-07,8.509238e-08
l2l_z_translation,recurrence,Float64,1,3,8,8,false,4.555150e-07,5.693937e-08
axis_swap,recurrence,Float64,1,3,8,8,false,2.629320e-06,3.286650e-07
m2m_z_translation,dense,Float64,1,3,8,8,false,1.730860e-07,2.163575e-08
m2m_z_translation,dense_packed,Float64,1,3,8,8,false,5.364750e-07,6.705938e-08
m2m_z_translation,compiled_block_loop,Float64,1,3,8,8,false,5.168420e-07,6.460525e-08
m2l_z_translation,dense,Float64,1,3,8,8,false,1.732380e-07,2.165475e-08
m2l_z_translation,dense_packed,Float64,1,3,8,8,false,5.676090e-07,7.095112e-08
m2l_z_translation,compiled_block_loop,Float64,1,3,8,8,false,4.914880e-07,6.143600e-08
l2l_z_translation,dense,Float64,1,3,8,8,false,1.731790e-07,2.164737e-08
l2l_z_translation,dense_packed,Float64,1,3,8,8,false,5.168050e-07,6.460063e-08
l2l_z_translation,compiled_block_loop,Float64,1,3,8,8,false,4.924610e-07,6.155763e-08
axis_swap,dense,Float64,1,3,8,8,false,1.949530e-07,2.436912e-08
axis_swap,dense_packed,Float64,1,3,8,8,false,7.000090e-07,8.750113e-08
axis_swap,compiled_block_loop,Float64,1,3,8,8,false,9.206240e-07,1.150780e-07
m2m_z_translation,dense,Float32,1,3,8,8,false,1.718140e-07,2.147675e-08
m2m_z_translation,dense_packed,Float32,1,3,8,8,false,5.226330e-07,6.532913e-08
m2m_z_translation,compiled_block_loop,Float32,1,3,8,8,false,4.242820e-07,5.303525e-08
m2l_z_translation,dense,Float32,1,3,8,8,false,1.717220e-07,2.146525e-08
m2l_z_translation,dense_packed,Float32,1,3,8,8,false,5.215780e-07,6.519725e-08
m2l_z_translation,compiled_block_loop,Float32,1,3,8,8,false,4.703140e-07,5.878925e-08
l2l_z_translation,dense,Float32,1,3,8,8,false,1.724150e-07,2.155187e-08
l2l_z_translation,dense_packed,Float32,1,3,8,8,false,5.174210e-07,6.467762e-08
l2l_z_translation,compiled_block_loop,Float32,1,3,8,8,false,4.708060e-07,5.885075e-08
axis_swap,dense,Float32,1,3,8,8,false,2.085140e-07,2.606425e-08
axis_swap,dense_packed,Float32,1,3,8,8,false,7.062290e-07,8.827862e-08
axis_swap,compiled_block_loop,Float32,1,3,8,8,false,8.740400e-07,1.092550e-07
m2m_z_translation,recurrence,Float64,1,3,64,64,false,2.737230e-06,4.276922e-08
m2l_z_translation,recurrence,Float64,1,3,64,64,false,5.364820e-06,8.382531e-08
l2l_z_translation,recurrence,Float64,1,3,64,64,false,3.566170e-06,5.572141e-08
axis_swap,recurrence,Float64,1,3,64,64,false,2.097840e-05,3.277875e-07
m2m_z_translation,dense,Float64,1,3,64,64,false,5.423550e-07,8.474297e-09
m2m_z_translation,dense_packed,Float64,1,3,64,64,false,3.132040e-06,4.893812e-08
m2m_z_translation,compiled_block_loop,Float64,1,3,64,64,false,4.161990e-06,6.503109e-08
m2l_z_translation,dense,Float64,1,3,64,64,false,5.454310e-07,8.522359e-09
m2l_z_translation,dense_packed,Float64,1,3,64,64,false,3.208570e-06,5.013391e-08
m2l_z_translation,compiled_block_loop,Float64,1,3,64,64,false,4.045930e-06,6.321766e-08
l2l_z_translation,dense,Float64,1,3,64,64,false,5.643870e-07,8.818547e-09
l2l_z_translation,dense_packed,Float64,1,3,64,64,false,3.241710e-06,5.065172e-08
l2l_z_translation,compiled_block_loop,Float64,1,3,64,64,false,4.190030e-06,6.546922e-08
axis_swap,dense,Float64,1,3,64,64,false,7.466660e-07,1.166666e-08
axis_swap,dense_packed,Float64,1,3,64,64,false,4.325430e-06,6.758484e-08
axis_swap,compiled_block_loop,Float64,1,3,64,64,false,7.437090e-06,1.162045e-07
m2m_z_translation,dense,Float32,1,3,64,64,false,5.583570e-07,8.724328e-09
m2m_z_translation,dense_packed,Float32,1,3,64,64,false,3.194050e-06,4.990703e-08
m2m_z_translation,compiled_block_loop,Float32,1,3,64,64,false,3.336910e-06,5.213922e-08
m2l_z_translation,dense,Float32,1,3,64,64,false,5.375440e-07,8.399125e-09
m2l_z_translation,dense_packed,Float32,1,3,64,64,false,3.283920e-06,5.131125e-08
m2l_z_translation,compiled_block_loop,Float32,1,3,64,64,false,3.667190e-06,5.729984e-08
l2l_z_translation,dense,Float32,1,3,64,64,false,5.847040e-07,9.136000e-09
l2l_z_translation,dense_packed,Float32,1,3,64,64,false,3.267480e-06,5.105438e-08
l2l_z_translation,compiled_block_loop,Float32,1,3,64,64,false,3.658610e-06,5.716578e-08
axis_swap,dense,Float32,1,3,64,64,false,7.182600e-07,1.122281e-08
axis_swap,dense_packed,Float32,1,3,64,64,false,4.547530e-06,7.105516e-08
axis_swap,compiled_block_loop,Float32,1,3,64,64,false,6.905330e-06,1.078958e-07
m2m_z_translation,recurrence,Float64,1,3,512,512,false,2.181800e-05,4.261328e-08
m2l_z_translation,recurrence,Float64,1,3,512,512,false,4.286590e-05,8.372246e-08
l2l_z_translation,recurrence,Float64,1,3,512,512,false,2.846250e-05,5.559082e-08
axis_swap,recurrence,Float64,1,3,512,512,false,1.675950e-04,3.273340e-07
m2m_z_translation,dense,Float64,1,3,512,512,false,5.373490e-06,1.049510e-08
m2m_z_translation,dense_packed,Float64,1,3,512,512,false,2.680040e-05,5.234453e-08
m2m_z_translation,compiled_block_loop,Float64,1,3,512,512,false,2.875100e-05,5.615430e-08
m2l_z_translation,dense,Float64,1,3,512,512,false,5.460080e-06,1.066422e-08
m2l_z_translation,dense_packed,Float64,1,3,512,512,false,2.677080e-05,5.228672e-08
m2l_z_translation,compiled_block_loop,Float64,1,3,512,512,false,2.922920e-05,5.708828e-08
l2l_z_translation,dense,Float64,1,3,512,512,false,5.362010e-06,1.047268e-08
l2l_z_translation,dense_packed,Float64,1,3,512,512,false,2.622030e-05,5.121152e-08
l2l_z_translation,compiled_block_loop,Float64,1,3,512,512,false,2.968600e-05,5.798047e-08
axis_swap,dense,Float64,1,3,512,512,false,6.536040e-06,1.276570e-08
axis_swap,dense_packed,Float64,1,3,512,512,false,3.510320e-05,6.856094e-08
axis_swap,compiled_block_loop,Float64,1,3,512,512,false,5.834040e-05,1.139461e-07
m2m_z_translation,dense,Float32,1,3,512,512,false,4.439900e-06,8.671680e-09
m2m_z_translation,dense_packed,Float32,1,3,512,512,false,2.546540e-05,4.973711e-08
m2m_z_translation,compiled_block_loop,Float32,1,3,512,512,false,2.659770e-05,5.194863e-08
m2l_z_translation,dense,Float32,1,3,512,512,false,4.462800e-06,8.716406e-09
m2l_z_translation,dense_packed,Float32,1,3,512,512,false,2.519150e-05,4.920215e-08
m2l_z_translation,compiled_block_loop,Float32,1,3,512,512,false,2.627040e-05,5.130937e-08
l2l_z_translation,dense,Float32,1,3,512,512,false,4.430240e-06,8.652812e-09
l2l_z_translation,dense_packed,Float32,1,3,512,512,false,2.527050e-05,4.935645e-08
l2l_z_translation,compiled_block_loop,Float32,1,3,512,512,false,2.573330e-05,5.026035e-08
axis_swap,dense,Float32,1,3,512,512,false,5.547560e-06,1.083508e-08
axis_swap,dense_packed,Float32,1,3,512,512,false,3.601870e-05,7.034902e-08
axis_swap,compiled_block_loop,Float32,1,3,512,512,false,5.484360e-05,1.071164e-07
m2m_z_translation,recurrence,Float64,1,3,4096,2048,true,1.744788e-04,4.259736e-08
m2l_z_translation,recurrence,Float64,1,3,4096,2048,true,3.428540e-04,8.370459e-08
l2l_z_translation,recurrence,Float64,1,3,4096,2048,true,2.274940e-04,5.554053e-08
