stage,form,launch_strategy,transfer_variant,precision,P,batch,seconds,seconds_per_expansion
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,4096,2.137920e-04,5.219531e-08
axis_swap,dense,per_block_launch,device_resident,Float32,7,4096,2.021760e-04,4.935938e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,7,4096,7.968640e-04,1.945469e-07
axis_swap,dense,fused_kernel,device_resident,Float32,7,4096,1.632000e-05,3.984375e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,7,4096,3.404800e-04,8.312500e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,32768,2.098240e-04,6.403320e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,32768,2.073248e-03,6.327051e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,32768,3.878400e-05,1.183594e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,32768,1.241888e-03,3.789942e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,32768,2.104320e-04,6.421875e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,32768,2.068544e-03,6.312695e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,32768,3.872000e-05,1.181641e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,32768,1.233344e-03,3.763867e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,32768,2.103360e-04,6.418945e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,32768,2.069344e-03,6.315137e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,32768,3.865600e-05,1.179687e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,32768,1.230592e-03,3.755469e-08
axis_swap,dense,per_block_launch,device_resident,Float32,7,32768,1.996480e-04,6.092773e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,7,32768,3.242880e-03,9.896485e-08
axis_swap,dense,fused_kernel,device_resident,Float32,7,32768,6.944000e-05,2.119141e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,7,32768,2.140832e-03,6.533300e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,262144,2.782720e-04,1.061523e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,262144,1.241754e-02,4.736914e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,262144,2.503040e-04,9.548340e-10
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,262144,1.591126e-02,6.069666e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,262144,2.787840e-04,1.063477e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,262144,1.244557e-02,4.747607e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,262144,2.503040e-04,9.548340e-10
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,262144,2.142986e-02,8.174841e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,262144,2.788480e-04,1.063721e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,262144,1.243312e-02,4.742859e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,262144,2.501440e-04,9.542237e-10
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,262144,2.196250e-02,8.378027e-08
axis_swap,dense,per_block_launch,device_resident,Float32,7,262144,3.180160e-04,1.213135e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,7,262144,2.150000e-02,8.201599e-08
axis_swap,dense,fused_kernel,device_resident,Float32,7,262144,4.811200e-04,1.835327e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,7,262144,2.889197e-02,1.102141e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,1,2.467520e-04,2.467520e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,1,4.453760e-04,4.453760e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,1,9.440000e-06,9.440000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,1,3.030400e-05,3.030400e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,1,2.455040e-04,2.455040e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,1,4.461760e-04,4.461760e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,1,9.536000e-06,9.536000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,1,3.049600e-05,3.049600e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,1,2.460160e-04,2.460160e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,1,4.488640e-04,4.488640e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,1,9.504000e-06,9.504000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,1,3.062400e-05,3.062400e-05
axis_swap,dense,per_block_launch,device_resident,Float64,10,1,2.489280e-04,2.489280e-04
axis_swap,dense,per_block_launch,with_transfer,Float64,10,1,4.543680e-04,4.543680e-04
axis_swap,dense,fused_kernel,device_resident,Float64,10,1,1.049600e-05,1.049600e-05
axis_swap,dense,fused_kernel,with_transfer,Float64,10,1,3.200000e-05,3.200000e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,8,2.532800e-04,3.166000e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,8,4.496000e-04,5.620000e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,8,9.855999e-06,1.232000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,8,3.200000e-05,4.000000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,8,2.530880e-04,3.163600e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,8,4.567360e-04,5.709200e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,8,1.024000e-05,1.280000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,8,3.206400e-05,4.008000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,8,2.494720e-04,3.118400e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,8,4.576320e-04,5.720400e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,8,9.952000e-06,1.244000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,8,3.216000e-05,4.020000e-06
axis_swap,dense,per_block_launch,device_resident,Float64,10,8,2.556800e-04,3.196000e-05
axis_swap,dense,per_block_launch,with_transfer,Float64,10,8,4.597440e-04,5.746800e-05
axis_swap,dense,fused_kernel,device_resident,Float64,10,8,1.072000e-05,1.340000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,10,8,3.385600e-05,4.232000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,64,2.849600e-04,4.452500e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,64,4.968640e-04,7.763500e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,64,1.020800e-05,1.595000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,64,4.236800e-05,6.620000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,64,2.835200e-04,4.430000e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,64,4.992640e-04,7.801000e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,64,1.020800e-05,1.595000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,64,4.208000e-05,6.575000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,64,2.848000e-04,4.450000e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,64,4.938560e-04,7.716500e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,64,1.017600e-05,1.590000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,64,4.201600e-05,6.565000e-07
axis_swap,dense,per_block_launch,device_resident,Float64,10,64,2.831360e-04,4.424000e-06
axis_swap,dense,per_block_launch,with_transfer,Float64,10,64,5.058240e-04,7.903501e-06
axis_swap,dense,fused_kernel,device_resident,Float64,10,64,1.088000e-05,1.700000e-07
axis_swap,dense,fused_kernel,with_transfer,Float64,10,64,5.020800e-05,7.845000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,512,2.788480e-04,5.446250e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,512,6.136960e-04,1.198625e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,512,1.049600e-05,2.050000e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,512,1.144960e-04,2.236250e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,512,2.791040e-04,5.451250e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,512,6.137920e-04,1.198812e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,512,1.065600e-05,2.081250e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,512,1.110720e-04,2.169375e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,512,2.784320e-04,5.438125e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,512,6.165120e-04,1.204125e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,512,1.068800e-05,2.087500e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,512,1.114880e-04,2.177500e-07
axis_swap,dense,per_block_launch,device_resident,Float64,10,512,2.768320e-04,5.406876e-07
axis_swap,dense,per_block_launch,with_transfer,Float64,10,512,7.201920e-04,1.406625e-06
axis_swap,dense,fused_kernel,device_resident,Float64,10,512,1.161600e-05,2.268750e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,10,512,1.817600e-04,3.550000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,4096,2.799040e-04,6.833594e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,4096,1.330688e-03,3.248750e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,4096,1.766400e-05,4.312500e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,4096,6.073600e-04,1.482812e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,4096,2.853760e-04,6.967188e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,4096,1.333952e-03,3.256719e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,4096,1.779200e-05,4.343750e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,4096,6.095680e-04,1.488203e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,4096,2.845440e-04,6.946875e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,4096,1.334624e-03,3.258359e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,4096,1.776000e-05,4.335937e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,4096,6.085120e-04,1.485625e-07
axis_swap,dense,per_block_launch,device_resident,Float64,10,4096,2.778240e-04,6.782813e-08
axis_swap,dense,per_block_launch,with_transfer,Float64,10,4096,1.985472e-03,4.847344e-07
axis_swap,dense,fused_kernel,device_resident,Float64,10,4096,2.825600e-05,6.898437e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,10,4096,1.048320e-03,2.559375e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,32768,2.896960e-04,8.840821e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,32768,6.306528e-03,1.924600e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,32768,8.032000e-05,2.451172e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,32768,4.272832e-03,1.303965e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,32768,2.867520e-04,8.750976e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,32768,6.302848e-03,1.923477e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,32768,8.064001e-05,2.460938e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,32768,4.278528e-03,1.305703e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,32768,2.879040e-04,8.786133e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,32768,6.275744e-03,1.915205e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,32768,8.054400e-05,2.458008e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,32768,4.278368e-03,1.305654e-07
axis_swap,dense,per_block_launch,device_resident,Float64,10,32768,2.894080e-04,8.832031e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,10,32768,1.079171e-02,3.293369e-07
axis_swap,dense,fused_kernel,device_resident,Float64,10,32768,1.713600e-04,5.229492e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,10,32768,7.872224e-03,2.402412e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,10,262144,6.575040e-04,2.508179e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,10,262144,5.674381e-02,2.164604e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,10,262144,5.477120e-04,2.089356e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,10,262144,5.080298e-02,1.937980e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,10,262144,6.572160e-04,2.507080e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,262144,5.684563e-02,2.168489e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,10,262144,5.472960e-04,2.087768e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,262144,5.077850e-02,1.937046e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,10,262144,6.575040e-04,2.508179e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,10,262144,5.612087e-02,2.140841e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,10,262144,5.473280e-04,2.087891e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,10,262144,5.076771e-02,1.936635e-07
axis_swap,dense,per_block_launch,device_resident,Float64,10,262144,7.500160e-04,2.861084e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,10,262144,9.204935e-02,3.511404e-07
axis_swap,dense,fused_kernel,device_resident,Float64,10,262144,1.170368e-03,4.464599e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,10,262144,8.982768e-02,3.426654e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,10,1,2.443840e-04,2.443840e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,10,1,4.420160e-04,4.420160e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float32,10,1,9.536000e-06,9.536000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,10,1,3.008000e-05,3.008000e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float32,10,1,2.422400e-04,2.422400e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,1,4.410240e-04,4.410240e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float32,10,1,9.440000e-06,9.440000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,1,3.040000e-05,3.040000e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float32,10,1,2.419520e-04,2.419520e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,1,4.405760e-04,4.405760e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,10,1,9.440000e-06,9.440000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,1,3.024000e-05,3.024000e-05
axis_swap,dense,per_block_launch,device_resident,Float32,10,1,2.416960e-04,2.416960e-04
axis_swap,dense,per_block_launch,with_transfer,Float32,10,1,4.430080e-04,4.430080e-04
axis_swap,dense,fused_kernel,device_resident,Float32,10,1,1.072000e-05,1.072000e-05
axis_swap,dense,fused_kernel,with_transfer,Float32,10,1,3.158400e-05,3.158400e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float32,10,8,2.417920e-04,3.022400e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,10,8,4.413760e-04,5.517200e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,10,8,9.952000e-06,1.244000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,10,8,3.148800e-05,3.936000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float32,10,8,2.420800e-04,3.026000e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,8,4.425600e-04,5.532000e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,10,8,1.004800e-05,1.256000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,8,3.161600e-05,3.952000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float32,10,8,2.439680e-04,3.049600e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,8,4.416960e-04,5.521200e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,10,8,1.014400e-05,1.268000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,8,3.155200e-05,3.944000e-06
axis_swap,dense,per_block_launch,device_resident,Float32,10,8,2.426240e-04,3.032800e-05
axis_swap,dense,per_block_launch,with_transfer,Float32,10,8,4.440000e-04,5.550000e-05
axis_swap,dense,fused_kernel,device_resident,Float32,10,8,1.094400e-05,1.368000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,10,8,3.331200e-05,4.164000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,10,64,2.756480e-04,4.307000e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,10,64,4.831680e-04,7.549500e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float32,10,64,1.043200e-05,1.630000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,10,64,3.654400e-05,5.710000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,10,64,2.755520e-04,4.305500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,64,4.822720e-04,7.535500e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float32,10,64,1.046400e-05,1.635000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,64,3.667200e-05,5.730000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,10,64,2.761600e-04,4.315000e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,10,64,4.820480e-04,7.532000e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float32,10,64,1.043200e-05,1.630000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,10,64,3.660800e-05,5.720000e-07
axis_swap,dense,per_block_launch,device_resident,Float32,10,64,2.776320e-04,4.338000e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,10,64,4.899520e-04,7.655500e-06
axis_swap,dense,fused_kernel,device_resident,Float32,10,64,1.139200e-05,1.780000e-07
axis_swap,dense,fused_kernel,with_transfer,Float32,10,64,4.195200e-05,6.555000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,10,512,2.767040e-04,5.404376e-07
