stage,form,launch_strategy,transfer_variant,precision,P,batch,seconds,seconds_per_expansion
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,1,2.841920e-04,2.841920e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,1,9.152000e-06,9.152000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,1,3.001600e-05,3.001600e-05
axis_swap,dense,per_block_launch,device_resident,Float32,6,1,1.558400e-04,1.558400e-04
axis_swap,dense,per_block_launch,with_transfer,Float32,6,1,2.850240e-04,2.850240e-04
axis_swap,dense,fused_kernel,device_resident,Float32,6,1,9.920000e-06,9.920000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,6,1,3.075200e-05,3.075200e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float32,6,8,1.548480e-04,1.935600e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,6,8,2.836160e-04,3.545200e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,6,8,9.280000e-06,1.160000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,6,8,3.052800e-05,3.816000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float32,6,8,1.560640e-04,1.950800e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,8,2.849280e-04,3.561600e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,6,8,9.312000e-06,1.164000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,8,3.056000e-05,3.820000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float32,6,8,1.560640e-04,1.950800e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,8,2.830720e-04,3.538400e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,8,9.344000e-06,1.168000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,8,3.065600e-05,3.832000e-06
axis_swap,dense,per_block_launch,device_resident,Float32,6,8,1.554560e-04,1.943200e-05
axis_swap,dense,per_block_launch,with_transfer,Float32,6,8,2.847040e-04,3.558800e-05
axis_swap,dense,fused_kernel,device_resident,Float32,6,8,9.952000e-06,1.244000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,6,8,3.120000e-05,3.900000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,6,64,1.763200e-04,2.755000e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,6,64,3.078720e-04,4.810500e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float32,6,64,9.280000e-06,1.450000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,6,64,3.225600e-05,5.040000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,6,64,1.770880e-04,2.767000e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,64,3.066240e-04,4.791000e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float32,6,64,9.408000e-06,1.470000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,64,3.248000e-05,5.075000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,6,64,1.766080e-04,2.759500e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,64,3.081920e-04,4.815500e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,64,9.472001e-06,1.480000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,64,3.225600e-05,5.040000e-07
axis_swap,dense,per_block_launch,device_resident,Float32,6,64,1.763200e-04,2.755000e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,6,64,3.098880e-04,4.842000e-06
axis_swap,dense,fused_kernel,device_resident,Float32,6,64,1.027200e-05,1.605000e-07
axis_swap,dense,fused_kernel,with_transfer,Float32,6,64,3.481600e-05,5.440000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,6,512,1.765440e-04,3.448125e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,6,512,3.335360e-04,6.514375e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,6,512,9.696000e-06,1.893750e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,6,512,4.790400e-05,9.356250e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,6,512,1.766400e-04,3.450000e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,512,3.322560e-04,6.489375e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,6,512,9.696000e-06,1.893750e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,512,4.777600e-05,9.331250e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,6,512,1.763520e-04,3.444375e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,512,3.317120e-04,6.478750e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,512,9.760000e-06,1.906250e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,512,4.739200e-05,9.256250e-08
axis_swap,dense,per_block_launch,device_resident,Float32,6,512,1.774720e-04,3.466250e-07
axis_swap,dense,per_block_launch,with_transfer,Float32,6,512,3.526080e-04,6.886875e-07
axis_swap,dense,fused_kernel,device_resident,Float32,6,512,1.056000e-05,2.062500e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,6,512,6.819200e-05,1.331875e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,6,4096,1.759680e-04,4.296094e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,6,4096,5.196800e-04,1.268750e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,6,4096,1.107200e-05,2.703125e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,6,4096,1.704960e-04,4.162500e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,6,4096,1.755200e-04,4.285156e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,4096,5.197760e-04,1.268984e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,6,4096,1.094400e-05,2.671875e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,4096,1.700480e-04,4.151562e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,6,4096,1.764480e-04,4.307812e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,4096,5.191040e-04,1.267344e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,4096,1.100800e-05,2.687500e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,4096,1.659840e-04,4.052344e-08
axis_swap,dense,per_block_launch,device_resident,Float32,6,4096,1.757120e-04,4.289844e-08
axis_swap,dense,per_block_launch,with_transfer,Float32,6,4096,6.517760e-04,1.591250e-07
axis_swap,dense,fused_kernel,device_resident,Float32,6,4096,1.459200e-05,3.562500e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,6,4096,2.680640e-04,6.544531e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float32,6,32768,1.861760e-04,5.681640e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,6,32768,1.658688e-03,5.061914e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,6,32768,3.123200e-05,9.531250e-10
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,6,32768,9.848640e-04,3.005566e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,6,32768,1.857600e-04,5.668945e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,32768,1.668992e-03,5.093359e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,6,32768,3.132800e-05,9.560547e-10
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,32768,9.903680e-04,3.022363e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,6,32768,1.857280e-04,5.667969e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,32768,1.674464e-03,5.110059e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,32768,3.139200e-05,9.580078e-10
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,32768,9.847999e-04,3.005371e-08
axis_swap,dense,per_block_launch,device_resident,Float32,6,32768,1.740800e-04,5.312500e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,6,32768,2.553856e-03,7.793750e-08
axis_swap,dense,fused_kernel,device_resident,Float32,6,32768,5.449600e-05,1.663086e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,6,32768,1.645824e-03,5.022656e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float32,6,262144,2.473280e-04,9.434814e-10
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,6,262144,9.744672e-03,3.717297e-08
m2m_z_translation,dense,fused_kernel,device_resident,Float32,6,262144,1.927040e-04,7.351075e-10
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,6,262144,1.486899e-02,5.672070e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,6,262144,2.475200e-04,9.442138e-10
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,262144,9.765056e-03,3.725073e-08
m2l_z_translation,dense,fused_kernel,device_resident,Float32,6,262144,1.923840e-04,7.338867e-10
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,262144,1.444918e-02,5.511927e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,6,262144,2.481600e-04,9.466553e-10
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,6,262144,9.749568e-03,3.719165e-08
l2l_z_translation,dense,fused_kernel,device_resident,Float32,6,262144,1.924480e-04,7.341309e-10
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,6,262144,7.365664e-03,2.809778e-08
axis_swap,dense,per_block_launch,device_resident,Float32,6,262144,2.754240e-04,1.050659e-09
axis_swap,dense,per_block_launch,with_transfer,Float32,6,262144,1.655616e-02,6.315674e-08
axis_swap,dense,fused_kernel,device_resident,Float32,6,262144,3.701120e-04,1.411865e-09
axis_swap,dense,fused_kernel,with_transfer,Float32,6,262144,2.374893e-02,9.059497e-08
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,1,1.790720e-04,1.790720e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,1,3.254080e-04,3.254080e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,1,8.768000e-06,8.768000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,1,2.950400e-05,2.950400e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,1,1.791680e-04,1.791680e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,1,3.238720e-04,3.238720e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,1,8.768000e-06,8.768000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,1,2.972800e-05,2.972800e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,1,1.785920e-04,1.785920e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,1,3.255680e-04,3.255680e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,1,8.704000e-06,8.704000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,1,2.985600e-05,2.985600e-05
axis_swap,dense,per_block_launch,device_resident,Float64,7,1,1.815040e-04,1.815040e-04
axis_swap,dense,per_block_launch,with_transfer,Float64,7,1,3.284160e-04,3.284160e-04
axis_swap,dense,fused_kernel,device_resident,Float64,7,1,9.504000e-06,9.504000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,7,1,3.094400e-05,3.094400e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,8,1.809280e-04,2.261600e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,8,3.273600e-04,4.092000e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,8,8.928000e-06,1.116000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,8,3.072000e-05,3.840000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,8,1.808640e-04,2.260800e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,8,3.283200e-04,4.104000e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,8,8.960000e-06,1.120000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,8,3.059200e-05,3.824000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,8,1.813440e-04,2.266800e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,8,3.280960e-04,4.101200e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,8,8.896000e-06,1.112000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,8,3.052800e-05,3.816000e-06
axis_swap,dense,per_block_launch,device_resident,Float64,7,8,1.822080e-04,2.277600e-05
axis_swap,dense,per_block_launch,with_transfer,Float64,7,8,3.301120e-04,4.126400e-05
axis_swap,dense,fused_kernel,device_resident,Float64,7,8,9.600000e-06,1.200000e-06
axis_swap,dense,fused_kernel,with_transfer,Float64,7,8,3.174400e-05,3.968000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,64,2.003200e-04,3.130000e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,64,3.551040e-04,5.548500e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,64,9.120000e-06,1.425000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,64,3.558400e-05,5.560000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,64,2.021440e-04,3.158500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,64,3.565120e-04,5.570500e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,64,9.088000e-06,1.420000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,64,3.526400e-05,5.510000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,64,2.012160e-04,3.144000e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,64,3.515200e-04,5.492500e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,64,9.120000e-06,1.425000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,64,3.552000e-05,5.550000e-07
axis_swap,dense,per_block_launch,device_resident,Float64,7,64,1.965760e-04,3.071500e-06
axis_swap,dense,per_block_launch,with_transfer,Float64,7,64,3.568000e-04,5.575000e-06
axis_swap,dense,fused_kernel,device_resident,Float64,7,64,9.760000e-06,1.525000e-07
axis_swap,dense,fused_kernel,with_transfer,Float64,7,64,4.086400e-05,6.385000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,512,1.985280e-04,3.877500e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,512,4.148160e-04,8.101875e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,512,9.536000e-06,1.862500e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,512,7.600000e-05,1.484375e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,512,1.989440e-04,3.885625e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,512,4.153920e-04,8.113125e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,512,9.568000e-06,1.868750e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,512,7.689599e-05,1.501875e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,512,1.976960e-04,3.861250e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,512,4.150400e-04,8.106250e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,512,9.440000e-06,1.843750e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,512,7.948800e-05,1.552500e-07
axis_swap,dense,per_block_launch,device_resident,Float64,7,512,1.968960e-04,3.845625e-07
axis_swap,dense,per_block_launch,with_transfer,Float64,7,512,4.733120e-04,9.244375e-07
axis_swap,dense,fused_kernel,device_resident,Float64,7,512,1.027200e-05,2.006250e-08
axis_swap,dense,fused_kernel,with_transfer,Float64,7,512,1.124160e-04,2.195625e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,4096,1.974400e-04,4.820312e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,4096,8.323840e-04,2.032187e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,4096,1.248000e-05,3.046875e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,4096,3.572480e-04,8.721875e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,4096,1.984000e-04,4.843750e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,4096,8.312320e-04,2.029375e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,4096,1.260800e-05,3.078125e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,4096,3.550080e-04,8.667188e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,4096,1.988160e-04,4.853906e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,4096,8.310400e-04,2.028906e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,4096,1.254400e-05,3.062500e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,4096,3.612480e-04,8.819531e-08
axis_swap,dense,per_block_launch,device_resident,Float64,7,4096,1.975360e-04,4.822656e-08
axis_swap,dense,per_block_launch,with_transfer,Float64,7,4096,1.151936e-03,2.812344e-07
axis_swap,dense,fused_kernel,device_resident,Float64,7,4096,1.721600e-05,4.203125e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,7,4096,5.920000e-04,1.445313e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,32768,2.055680e-04,6.273437e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,32768,3.592416e-03,1.096318e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,32768,4.006400e-05,1.222656e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,32768,2.364256e-03,7.215137e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,32768,2.064320e-04,6.299805e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,32768,3.589472e-03,1.095420e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,32768,4.067200e-05,1.241211e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,32768,2.362464e-03,7.209668e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,32768,2.062400e-04,6.293945e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,32768,3.589600e-03,1.095459e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,32768,4.064000e-05,1.240234e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,32768,2.364224e-03,7.215039e-08
axis_swap,dense,per_block_launch,device_resident,Float64,7,32768,2.134720e-04,6.514648e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,7,32768,5.902816e-03,1.801396e-07
axis_swap,dense,fused_kernel,device_resident,Float64,7,32768,8.294400e-05,2.531250e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,7,32768,4.150944e-03,1.266768e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float64,7,262144,4.538880e-04,1.731445e-09
m2m_z_translation,dense,per_block_launch,with_transfer,Float64,7,262144,3.685590e-02,1.405941e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float64,7,262144,2.714560e-04,1.035522e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float64,7,262144,3.089939e-02,1.178718e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float64,7,262144,4.525440e-04,1.726318e-09
m2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,262144,3.678829e-02,1.403362e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float64,7,262144,2.713600e-04,1.035156e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,262144,3.090310e-02,1.178860e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float64,7,262144,4.514880e-04,1.722290e-09
l2l_z_translation,dense,per_block_launch,with_transfer,Float64,7,262144,3.681882e-02,1.404526e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float64,7,262144,2.714560e-04,1.035522e-09
l2l_z_translation,dense,fused_kernel,with_transfer,Float64,7,262144,3.087869e-02,1.177929e-07
axis_swap,dense,per_block_launch,device_resident,Float64,7,262144,5.225920e-04,1.993530e-09
axis_swap,dense,per_block_launch,with_transfer,Float64,7,262144,5.488848e-02,2.093829e-07
axis_swap,dense,fused_kernel,device_resident,Float64,7,262144,5.784000e-04,2.206421e-09
axis_swap,dense,fused_kernel,with_transfer,Float64,7,262144,4.878534e-02,1.861013e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,1,1.792960e-04,1.792960e-04
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,1,3.247040e-04,3.247040e-04
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,1,9.120000e-06,9.120000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,1,2.953600e-05,2.953600e-05
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,1,1.779520e-04,1.779520e-04
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,1,3.240320e-04,3.240320e-04
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,1,9.120000e-06,9.120000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,1,3.014400e-05,3.014400e-05
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,1,1.781120e-04,1.781120e-04
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,1,3.229760e-04,3.229760e-04
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,1,9.216001e-06,9.216001e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,1,3.020800e-05,3.020800e-05
axis_swap,dense,per_block_launch,device_resident,Float32,7,1,1.768640e-04,1.768640e-04
axis_swap,dense,per_block_launch,with_transfer,Float32,7,1,3.239360e-04,3.239360e-04
axis_swap,dense,fused_kernel,device_resident,Float32,7,1,1.001600e-05,1.001600e-05
axis_swap,dense,fused_kernel,with_transfer,Float32,7,1,3.081600e-05,3.081600e-05
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,8,1.765440e-04,2.206800e-05
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,8,3.235840e-04,4.044800e-05
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,8,9.312000e-06,1.164000e-06
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,8,3.030400e-05,3.788000e-06
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,8,1.776960e-04,2.221200e-05
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,8,3.229120e-04,4.036400e-05
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,8,9.376000e-06,1.172000e-06
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,8,3.046400e-05,3.808000e-06
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,8,1.769920e-04,2.212400e-05
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,8,3.235520e-04,4.044400e-05
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,8,9.152000e-06,1.144000e-06
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,8,2.982400e-05,3.728000e-06
axis_swap,dense,per_block_launch,device_resident,Float32,7,8,1.774400e-04,2.218000e-05
axis_swap,dense,per_block_launch,with_transfer,Float32,7,8,3.249280e-04,4.061600e-05
axis_swap,dense,fused_kernel,device_resident,Float32,7,8,1.008000e-05,1.260000e-06
axis_swap,dense,fused_kernel,with_transfer,Float32,7,8,3.174400e-05,3.968000e-06
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,64,2.005440e-04,3.133500e-06
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,64,3.502720e-04,5.473000e-06
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,64,9.568000e-06,1.495000e-07
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,64,3.334400e-05,5.210000e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,64,2.004160e-04,3.131500e-06
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,64,3.507840e-04,5.481000e-06
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,64,9.440000e-06,1.475000e-07
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,64,3.312000e-05,5.175000e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,64,2.015680e-04,3.149500e-06
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,64,3.524480e-04,5.507000e-06
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,64,9.600000e-06,1.500000e-07
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,64,3.321600e-05,5.190000e-07
axis_swap,dense,per_block_launch,device_resident,Float32,7,64,2.017280e-04,3.152000e-06
axis_swap,dense,per_block_launch,with_transfer,Float32,7,64,3.541440e-04,5.533500e-06
axis_swap,dense,fused_kernel,device_resident,Float32,7,64,1.046400e-05,1.635000e-07
axis_swap,dense,fused_kernel,with_transfer,Float32,7,64,3.654400e-05,5.710000e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,512,2.021760e-04,3.948750e-07
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,512,3.864000e-04,7.546875e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,512,9.792000e-06,1.912500e-08
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,512,5.289600e-05,1.033125e-07
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,512,2.038720e-04,3.981875e-07
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,512,3.839040e-04,7.498125e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,512,9.855999e-06,1.925000e-08
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,512,5.283200e-05,1.031875e-07
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,512,2.029760e-04,3.964375e-07
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,512,3.840960e-04,7.501875e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,512,9.760000e-06,1.906250e-08
l2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,512,5.267200e-05,1.028750e-07
axis_swap,dense,per_block_launch,device_resident,Float32,7,512,2.031040e-04,3.966875e-07
axis_swap,dense,per_block_launch,with_transfer,Float32,7,512,4.113280e-04,8.033750e-07
axis_swap,dense,fused_kernel,device_resident,Float32,7,512,1.088000e-05,2.125000e-08
axis_swap,dense,fused_kernel,with_transfer,Float32,7,512,7.302400e-05,1.426250e-07
m2m_z_translation,dense,per_block_launch,device_resident,Float32,7,4096,2.026880e-04,4.948437e-08
m2m_z_translation,dense,per_block_launch,with_transfer,Float32,7,4096,6.220160e-04,1.518594e-07
m2m_z_translation,dense,fused_kernel,device_resident,Float32,7,4096,1.318400e-05,3.218750e-09
m2m_z_translation,dense,fused_kernel,with_transfer,Float32,7,4096,2.191360e-04,5.350000e-08
m2l_z_translation,dense,per_block_launch,device_resident,Float32,7,4096,2.034880e-04,4.967969e-08
m2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,4096,6.248640e-04,1.525547e-07
m2l_z_translation,dense,fused_kernel,device_resident,Float32,7,4096,1.318400e-05,3.218750e-09
m2l_z_translation,dense,fused_kernel,with_transfer,Float32,7,4096,2.080000e-04,5.078125e-08
l2l_z_translation,dense,per_block_launch,device_resident,Float32,7,4096,2.024320e-04,4.942188e-08
l2l_z_translation,dense,per_block_launch,with_transfer,Float32,7,4096,6.207360e-04,1.515469e-07
l2l_z_translation,dense,fused_kernel,device_resident,Float32,7,4096,1.321600e-05,3.226563e-09
