host,gpu,variant,P,lh,n,ell,routes,n_direct,resident_groups,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-2-2,NVIDIA H200,factored,8,true,150,3,12880,5076,0,2612,21,4.931087289433385,17.715334,167772160,236978176,0.3827199980150908,1.3311040820553899,0.45510398922488093,1.2967040529474616,0.565407972317189,0,6.324357,1473312,NaN,1.805270429325323e-8
m13h-2-2,NVIDIA H200,factored_perclass,8,true,150,3,12880,5076,0,2612,21,4.931087289433385,17.511563,167772160,236978176,0.38230401696637273,1.4049600576981902,259.8556578159332,1.3418879825621843,0.5658880108967423,0,268.900731,56521216,NaN,1.8052704289783783e-8
m13h-2-2,NVIDIA H200,concat,12,false,150,3,15172,2252,0,0,0,0.0,26.225101,369098752,438304768,1.9288640469312668,0.6320319953374565,0.6543679628521204,0.6140159675851464,1.9869760144501925,80,6.915058,1326336,2.3325924525252617e-11,4.675267693821095e-9
m13h-2-2,NVIDIA H200,factored,12,false,150,3,15172,2252,0,2716,26,5.5861561119293075,38.47367,167772160,236978176,1.9288959447294474,0.6318719824776053,0.4680959973484278,0.6150720291770995,1.9866239745169878,0,6.750089,1256640,2.3325938403040425e-11,4.675267679943307e-9
m13h-2-2,NVIDIA H200,factored_perclass,12,false,150,3,15172,2252,0,2716,26,5.5861561119293075,36.616257,167772160,236978176,1.9295680103823543,0.6373120122589171,126.3340413570404,0.6248000427149236,1.9873599521815777,0,133.056701,21745120,2.3325938403040425e-11,4.675267679943307e-9
m13h-2-2,NVIDIA H200,concat,12,true,150,3,12382,2747,0,0,0,0.0,38.356823,905969664,975175680,1.9420479657128453,1.3392319669947028,1.153408084064722,1.2999360915273428,2.6980158872902393,160,8.987999,1672752,NaN,3.931087750458362e-9
m13h-2-2,NVIDIA H200,factored,12,true,150,3,12382,2747,0,2490,24,4.972690763052209,47.025476,301989888,371195904,1.94240000564605,1.3464000076055527,0.9136319858953357,1.3028160901740193,2.6987199671566486,0,8.567806000000001,1558576,NaN,3.931087757397256e-9
m13h-2-2,NVIDIA H200,factored_perclass,12,true,150,3,12382,2747,0,2490,24,4.972690763052209,45.019363,301989888,371195904,1.939200097694993,1.4007359277456999,251.3534426689148,1.3510399730876088,2.6992640923708677,0,274.862106,54132080,NaN,3.931087750458362e-9
m13h-2-2,NVIDIA H200,concat,4,false,2000,3,32396,217604,0,0,0,0.0,507.998586,335544320,404750336,0.3289600135758519,0.6002240115776658,0.2658239973243326,0.5815039621666074,0.4616639926098287,80,4.2913760000000005,1481632,1.2898346377077097e-8,6.28609127466262e-7
m13h-2-2,NVIDIA H200,factored,4,false,2000,3,32396,217604,0,1584,48,20.4520202020202,5.752187,67108864,136314880,0.3291199973318726,0.6047040224075317,0.16233600035775453,0.5879359669052064,0.45081600546836853,0,4.099824,1418528,1.2898346349321521e-8,6.28609127466262e-7
m13h-2-2,NVIDIA H200,factored_perclass,4,false,2000,3,32396,217604,0,1584,48,20.4520202020202,5.688979,67108864,136314880,0.3290559980086982,0.6003199960105121,57.55414441227913,0.5976000102236867,0.4531840095296502,0,65.052185,13342384,1.2898346349321521e-8,6.286091274697314e-7
m13h-2-2,NVIDIA H200,concat,4,true,2000,3,23646,222370,0,0,0,0.0,6.938811,872415232,941621248,0.33363199327141047,1.2942719040438533,0.5459520034492016,1.2710720766335726,0.7068799459375441,160,6.310334,1817968,NaN,3.268261120695226e-7
m13h-2-2,NVIDIA H200,factored,4,true,2000,3,23646,222370,0,1368,41,17.285087719298247,6.335645,100663296,169869312,0.3328320162836462,1.2942719040438533,0.3463680041022599,1.272511901333928,0.7035839953459799,0,5.969880000000001,1725552,NaN,3.268261120677879e-7
m13h-2-2,NVIDIA H200,factored_perclass,4,true,2000,3,23646,222370,0,1368,41,17.285087719298247,6.410083,100663296,169869312,0.33302398514933884,1.3017599703744054,138.2954865694046,1.28102395683527,0.7015360170044005,0,146.132904,30529072,NaN,3.268261120677879e-7
m13h-2-2,NVIDIA H200,concat,8,false,2000,3,177990,65059,0,0,0,0.0,9.772807,973078528,1042284544,1.9628799054771662,0.6106560467742383,2.936095930635929,0.597919977735728,2.046592067927122,160,8.541877,1615488,1.6684059689353603e-10,1.6432846722258532e-8
m13h-2-2,NVIDIA H200,factored,8,false,2000,3,177990,65059,0,3122,237,57.011531069827036,11.084749,100663296,169869312,1.963264076039195,0.6110079702921212,2.3224640171974897,0.5951040075160563,2.0386879332363605,0,7.989326,1562976,1.6684062464911165e-10,1.643284673613632e-8
m13h-2-2,NVIDIA H200,factored_perclass,8,false,2000,3,177990,65059,0,3122,237,57.011531069827036,11.006488,100663296,169869312,1.9631360191851854,0.6126719526946545,119.86514925956726,0.6136000156402588,2.04028794541955,0,125.08491699999999,25042528,1.6684062464911165e-10,1.6432846722258532e-8
m13h-2-2,NVIDIA H200,concat,8,true,2000,3,185284,67725,0,0,0,0.0,15.234223,2516582400,2585788416,2.3089279420673847,1.3254720252007246,6.474271882325411,1.3008960522711277,3.588479943573475,320,14.50546,2019408,NaN,1.0606913411828622e-8
m13h-2-2,NVIDIA H200,factored,8,true,2000,3,185284,67725,0,3124,247,59.309859154929576,14.340783,167772160,236978176,2.3094399366527796,1.314879977144301,6.002015899866819,1.2993600685149431,3.6032318603247404,0,14.088327,2038336,NaN,1.060691342050224e-8
m13h-2-2,NVIDIA H200,factored_perclass,8,true,2000,3,185284,67725,0,3124,247,59.309859154929576,14.639128,167772160,236978176,2.3119039833545685,1.3843199703842402,318.20693612098694,1.3411520048975945,3.5836161114275455,0,322.715714,67985152,NaN,1.0606913404889728e-8
m13h-2-2,NVIDIA H200,concat,12,false,2000,3,222454,30555,0,0,0,0.0,28.849428,2013265920,2082471936,7.644383702427149,0.6173760048113763,8.687104098498821,0.6008640048094094,7.9461438581347466,160,26.003706,1700000,3.5710170931402274e-11,5.377662440353426e-9
m13h-2-2,NVIDIA H200,factored,12,false,2000,3,222454,30555,0,3282,310,67.78001218769043,37.115883,167772160,236978176,7.669983897358179,0.6245760014280677,6.4947521314024925,0.607936002779752,7.911647669970989,0,23.936261000000002,1667264,3.5710157053614466e-11,5.377662426475638e-9
m13h-2-2,NVIDIA H200,factored_perclass,12,false,2000,3,222454,30555,0,3282,310,67.78001218769043,32.63759,167772160,236978176,7.645728066563606,0.62153598992154,160.9850376844406,0.6198400515131652,7.915007881820202,0,183.03148199999998,26335312,3.5710157053614466e-11,5.377662440353426e-9
m13h-2-2,NVIDIA H200,concat,12,true,2000,3,203136,36964,0,0,0,0.0,47.247538,5033164800,5102370816,7.012415677309036,1.3434559805318713,16.379039734601974,1.311231986619532,9.896127507090569,320,35.675841,2104432,NaN,1.8646073782213612e-9
m13h-2-2,NVIDIA H200,factored,12,true,2000,3,203136,36964,0,3246,262,62.58040665434381,52.561438,335544320,404750336,7.010431960225105,1.322880038060248,13.973504304885864,1.3044480001553893,9.891679510474205,0,33.321739,2145200,NaN,1.864607409446384e-9
m13h-2-2,NVIDIA H200,factored_perclass,12,true,2000,3,203136,36964,0,3246,262,62.58040665434381,46.45314,335544320,404750336,7.011871784925461,1.3875520089641213,350.8814871311188,1.3827839866280556,9.862367995083332,0,382.473075,70680000,NaN,1.864607409446384e-9
m13h-2-2,NVIDIA H200,concat,4,false,20000,3,34512,227632,0,0,0,0.0,6.732347,335544320,404750336,1.8744959961622953,0.5986560136079788,0.2599039871711284,0.5884160054847598,5.967199802398682,80,10.861911000000001,1509504,1.282072543962176e-8,6.174110715462255e-7
m13h-2-2,NVIDIA H200,factored,4,false,20000,3,34512,227632,0,1584,48,21.78787878787879,6.711857,67108864,136314880,1.8818560056388378,0.6009920034557581,0.20425599359441549,0.5884799757041037,5.9051839634776115,0,10.855106999999999,1452992,1.2820725453499549e-8,6.174110715462255e-7
m13h-2-2,NVIDIA H200,factored_perclass,4,false,20000,3,34512,227632,0,1584,48,21.78787878787879,6.542559,67108864,136314880,1.8832320347428322,0.6052799872122705,57.75007978081703,0.6066880305297673,5.8577279560267925,0,72.121803,13370256,1.2820725453499549e-8,6.174110715323478e-7
m13h-2-2,NVIDIA H200,concat,4,true,20000,3,25704,236440,0,0,0,0.0,7.871354,872415232,941621248,2.1309121511876583,1.2975039426237345,0.5485760048031807,1.27222400624305,8.341919630765915,160,15.168217,1846736,NaN,4.4628747054853424e-7
m13h-2-2,NVIDIA H200,factored,4,true,20000,3,25704,236440,0,1368,42,18.789473684210527,7.248109,100663296,169869312,2.127039944753051,1.2939519947394729,0.36384002305567265,1.274751964956522,8.230303414165974,0,14.694039,1754320,NaN,4.4628747054853424e-7
m13h-2-2,NVIDIA H200,factored_perclass,4,true,20000,3,25704,236440,0,1368,42,18.789473684210527,7.309166,100663296,169869312,2.1268799901008606,1.3045120285823941,138.49075138568878,1.299648080021143,8.332863450050354,0,155.189485,30567984,NaN,4.4628747054159534e-7
m13h-2-2,NVIDIA H200,concat,8,false,20000,3,192480,69664,0,0,0,0.0,10.759979,973078528,1042284544,11.232416145503521,0.6226240075193346,3.1632641330361366,0.599039951339364,13.308192603290081,160,30.691481,1643360,1.8891836706114162e-10,1.302426724802963e-8
m13h-2-2,NVIDIA H200,factored,8,false,20000,3,192480,69664,0,3124,256,61.613316261203586,13.590843,100663296,169869312,11.2468795850873,0.6198719493113458,2.5216001085937023,0.603743945248425,13.315903954207897,0,30.18955,1597440,1.8891835318335382e-10,1.302426724802963e-8
m13h-2-2,NVIDIA H200,factored_perclass,8,false,20000,3,192480,69664,0,3124,256,61.613316261203586,11.924738,100663296,169869312,11.209952645003796,0.6216960027813911,119.37689781188965,0.6153280264697969,13.312608003616333,0,146.152365,25085456,1.8891839481671724e-10,1.302426724802963e-8
m13h-2-2,NVIDIA H200,concat,8,true,20000,3,192480,69664,0,0,0,0.0,15.905399,2516582400,2585788416,11.529984883964062,1.328031998127699,6.7132157273590565,1.3115520123392344,19.42860707640648,320,41.234358,2048176,NaN,1.0464450580800061e-8
m13h-2-2,NVIDIA H200,factored,8,true,20000,3,192480,69664,0,3124,256,61.613316261203586,16.335864,167772160,236978176,11.56368013471365,1.3231680495664477,6.192544009536505,1.3031039852648973,19.390592351555824,0,40.834205999999995,2067136,NaN,1.0464450580800061e-8
m13h-2-2,NVIDIA H200,factored_perclass,8,true,20000,3,192480,69664,0,3124,256,61.613316261203586,15.391954,167772160,236978176,11.52681652456522,1.389023964293301,320.5294907093048,1.4076479710638523,19.344160333275795,0,345.914093,68016000,NaN,1.0464450582534784e-8
m13h-2-2,NVIDIA H200,concat,12,false,20000,3,230616,31528,0,0,0,0.0,31.312905,2013265920,2082471936,42.877085506916046,0.6194239831529558,8.995424024760723,0.6101120379753411,45.608095824718475,160,101.101058,1727872,2.4663410203018543e-11,3.2731141824671184e-9
m13h-2-2,NVIDIA H200,factored,12,false,20000,3,230616,31528,0,3282,320,70.26691042047533,39.143716,201326592,270532608,42.88860782980919,0.6268159486353397,6.746720056980848,0.6138880271464586,45.63785716891289,0,99.010636,1701728,2.4663382447442928e-11,3.2731141824671184e-9
m13h-2-2,NVIDIA H200,factored_perclass,12,false,20000,3,230616,31528,0,3282,320,70.26691042047533,33.502524,201326592,270532608,42.89411008358002,0.6460159784182906,161.29671037197113,0.6240000366233289,45.578014105558395,0,257.613105,26363184,2.4663382447442928e-11,3.273114196344906e-9
m13h-2-2,NVIDIA H200,concat,12,true,20000,3,222648,39496,0,0,0,0.0,46.997689,5066719232,5135925248,41.679199784994125,1.3262080028653145,17.881983891129494,1.3193599879741669,59.897568076848984,320,123.596622,2133200,NaN,1.2386041116363433e-9
m13h-2-2,NVIDIA H200,factored,12,true,20000,3,222648,39496,0,3252,280,68.4649446494465,49.139744,335544320,404750336,41.6983999311924,1.3278720434755087,15.289983712136745,1.3049599947407842,59.90838259458542,0,121.260767,2195776,NaN,1.2386041255141311e-9
m13h-2-2,NVIDIA H200,factored_perclass,12,true,20000,3,222648,39496,0,3252,280,68.4649446494465,45.827535,335544320,404750336,41.694238781929016,1.3328000204637647,353.2890975475311,1.3303040759637952,59.90265682339668,0,470.683849,70844848,NaN,1.2386041307183016e-9
