host,gpu,variant,P,lh,n,ell,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,concat,12,false,150,3,15172,2252,0,0,0.0,27.097143,369098752,438304768,1.9279679981991649,0.6294079939834774,0.6523839547298849,0.6053440156392753,1.9865920767188072,80,6.893792,1326336,2.3325924525252617e-11,4.675267686882201e-9
m13h-1-1,NVIDIA H200,factored,12,false,150,3,15172,2252,2716,26,5.5861561119293075,306.034536,234881024,304087040,1.9342080922797322,0.6275519845075905,0.46815999667160213,0.6153920548968017,1.9920640625059605,0,154.279868,160303232,2.3325938403040425e-11,4.675267673004413e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,false,150,3,15172,2252,2716,26,5.5861561119293075,282.047223,234881024,304087040,1.9273600773885846,0.649631954729557,118.7673956155777,0.623103987891227,1.9867520313709974,0,267.201548,175364832,2.3325938403040425e-11,4.675267679943307e-9
m13h-1-1,NVIDIA H200,concat,12,true,150,3,12382,2747,0,0,0.0,39.048372,905969664,975175680,1.9424320198595524,1.3281279243528843,1.1518080718815327,1.3103359378874302,2.697504125535488,160,8.871187,1672752,NaN,3.931087753927809e-9
m13h-1-1,NVIDIA H200,factored,12,true,150,3,12382,2747,2490,24,4.972690763052209,457.060854,402653184,471859200,1.949056051671505,1.3611840549856424,0.9140479960478842,1.3439040631055832,2.7051521465182304,0,163.02002099999999,163365360,NaN,3.931087757397256e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,true,150,3,12382,2747,2490,24,4.972690763052209,436.553355,402653184,471859200,1.9422719487920403,1.3226239243522286,243.63864958286285,1.3679360272362828,2.699807984754443,0,402.475335,210564704,NaN,3.931087750458362e-9
m13h-1-1,NVIDIA H200,concat,4,false,2000,3,32396,217604,0,0,0.0,532.955637,335544320,404750336,0.3286720020696521,0.5937279784120619,0.2634880074765533,0.5814399919472635,0.46380801359191537,80,4.274623,1481632,1.2898346349321521e-8,6.28609127466262e-7
m13h-1-1,NVIDIA H200,factored,4,false,2000,3,32396,217604,1584,48,20.4520202020202,72.063417,100663296,169869312,0.3284479898866266,0.5907199811190367,0.16185599088203162,0.5779839702881873,0.44972801697440445,0,52.288293,45300256,1.2898346321565946e-8,6.286091274732009e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,false,2000,3,32396,217604,1584,48,20.4520202020202,72.347687,100663296,169869312,0.3298560041002929,0.6201919750310481,51.97334289550781,0.6084160413593054,0.44764799531549215,0,104.234543,54064288,1.2898346335443733e-8,6.28609127497487e-7
m13h-1-1,NVIDIA H200,concat,4,true,2000,3,23646,222370,0,0,0.0,7.503316,872415232,941621248,0.33292800071649253,1.3037120224907994,0.5563200102187693,1.2785600265488029,0.7090560393407941,160,6.271748,1817968,NaN,3.268261120677879e-7
m13h-1-1,NVIDIA H200,factored,4,true,2000,3,23646,222370,1368,41,17.285087719298247,89.801468,100663296,169869312,0.33340801019221544,1.3086081016808748,0.3385599993634969,1.292992033995688,0.7013760041445494,0,49.917347,41387504,NaN,3.268261120695226e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,true,2000,3,23646,222370,1368,41,17.285087719298247,90.869618,100663296,169869312,0.3325760189909488,1.3535360340029001,124.60387498140335,1.3442239724099636,0.7020800258032978,0,176.529777,67244320,NaN,3.2682611206431844e-7
m13h-1-1,NVIDIA H200,concat,8,false,2000,3,177990,65059,0,0,0.0,10.235054,973078528,1042284544,1.9620158709585667,0.610848015639931,2.933280076831579,0.5984320305287838,2.0450239535421133,160,8.526966,1615488,1.6684062464911165e-10,1.643284673613632e-8
m13h-1-1,NVIDIA H200,factored,8,false,2000,3,177990,65059,3122,237,57.011531069827036,189.249048,167772160,236978176,1.9625280983746052,0.6203520460985601,2.333760028705001,0.609727983828634,2.043135929852724,0,124.817072,120560096,1.6684062464911165e-10,1.6432846722258532e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,false,2000,3,177990,65059,3122,237,57.011531069827036,189.092383,167772160,236978176,1.9620158709585667,0.6403840379789472,110.05087941884995,0.6304319831542671,2.0454719197005033,0,231.27198900000002,137803808,1.6684062464911165e-10,1.6432846722258532e-8
m13h-1-1,NVIDIA H200,concat,8,true,2000,3,185284,67725,0,0,0.0,15.586941,2516582400,2585788416,2.308960072696209,1.319456030614674,6.4698560163378716,1.3082879595458508,3.5883840173482895,320,14.399676,2019408,NaN,1.0606913408359175e-8
m13h-1-1,NVIDIA H200,factored,8,true,2000,3,185284,67725,3124,247,59.309859154929576,316.579209,268435456,337641472,2.3082238622009754,1.3450880069285631,5.992608144879341,1.3287679757922888,3.592767985537648,0,124.3712,125084160,NaN,1.0606913411828622e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,true,2000,3,185284,67725,3124,247,59.309859154929576,314.95014,268435456,337641472,2.3087039589881897,1.3910080306231976,297.70752787590027,1.3702400028705597,3.579583950340748,0,410.433336,184291312,NaN,1.060691341529807e-8
m13h-1-1,NVIDIA H200,concat,12,false,2000,3,222454,30555,0,0,0.0,29.322301,2013265920,2082471936,7.6409922912716866,0.6145280203782022,8.687583729624748,0.6102079642005265,7.938879542052746,160,25.986135,1700000,3.5710157053614466e-11,5.3776624542312135e-9
m13h-1-1,NVIDIA H200,factored,12,false,2000,3,222454,30555,3282,310,67.78001218769043,282.42021,268435456,337641472,7.6401918195188046,0.6214079912751913,6.4808642491698265,0.6166399689391255,7.93017540127039,0,149.289218,160713856,3.5710170931402274e-11,5.377662440353426e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,false,2000,3,222454,30555,3282,310,67.78001218769043,281.622488,268435456,337641472,7.641088217496872,0.6390719790942967,153.57650816440582,0.6285120034590364,7.911295630037785,0,304.606104,178826080,3.5710157053614466e-11,5.3776624542312135e-9
m13h-1-1,NVIDIA H200,concat,12,true,2000,3,203136,36964,0,0,0.0,45.380251,5033164800,5102370816,7.009696215391159,1.3298880076035857,16.370687633752823,1.3150719460099936,9.885760024189949,320,35.473925,2104432,NaN,1.8646073678130204e-9
m13h-1-1,NVIDIA H200,factored,12,true,2000,3,203136,36964,3246,262,62.58040665434381,459.536702,469762048,538968064,7.009344175457954,1.3324160827323794,13.950624503195286,1.3249919284135103,9.855680167675018,0,158.40648900000002,163951984,NaN,1.864607399038043e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,true,2000,3,203136,36964,3246,262,62.58040665434381,454.289126,469762048,538968064,7.008384447544813,1.3336959527805448,341.52916073799133,1.3742080191150308,9.856991469860077,0,500.910029,225483552,NaN,1.86460740250749e-9
m13h-1-1,NVIDIA H200,concat,4,false,20000,3,34512,227632,0,0,0.0,6.721039,335544320,404750336,1.868352061137557,0.6007039919495583,0.2597759885247797,0.5864640115760267,5.919519811868668,80,10.784421,1509504,1.282072543962176e-8,6.174110715392866e-7
m13h-1-1,NVIDIA H200,factored,4,false,20000,3,34512,227632,1584,48,21.78787878787879,73.014244,100663296,169869312,1.8695680191740394,0.5907199811190367,0.20089600002393126,0.584096007514745,5.882431752979755,0,55.0215,45334720,1.2820725467377336e-8,6.174110715462255e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,false,20000,3,34512,227632,1584,48,21.78787878787879,73.202717,100663296,169869312,1.869696076028049,0.6202239892445505,51.95222422480583,0.6138560129329562,5.875199567526579,0,106.75919400000001,54092160,1.2820725425743973e-8,6.174110715392866e-7
m13h-1-1,NVIDIA H200,concat,4,true,20000,3,25704,236440,0,0,0.0,8.075073,872415232,941621248,2.1308159921318293,1.2939840089529753,0.546880008187145,1.2803839053958654,8.231200277805328,160,14.926851,1846736,NaN,4.462874705069009e-7
m13h-1-1,NVIDIA H200,factored,4,true,20000,3,25704,236440,1368,42,18.789473684210527,91.371886,134217728,203423744,2.1716479677706957,1.3138559879735112,0.361919985152781,1.2902079615741968,8.24089627712965,0,52.378133,41416288,NaN,4.4628747053465645e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,true,20000,3,25704,236440,1368,42,18.789473684210527,91.768504,134217728,203423744,2.1724479738622904,1.362496055662632,124.00771677494049,1.338943955488503,8.273055776953697,0,179.814142,67283248,NaN,4.46287470562412e-7
m13h-1-1,NVIDIA H200,concat,8,false,20000,3,192480,69664,0,0,0.0,11.047407,973078528,1042284544,11.227007955312729,0.6308159790933132,3.1623360700905323,0.6125760264694691,13.282336294651031,160,30.526313,1643360,1.8891838093892943e-10,1.302426724802963e-8
m13h-1-1,NVIDIA H200,factored,8,false,20000,3,192480,69664,3124,256,61.613316261203586,189.351116,167772160,236978176,11.223327368497849,0.6220800569280982,2.5311040226370096,0.6125119980424643,13.286879286170006,0,127.273698,120594560,1.8891835318335382e-10,1.3024267234151843e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,false,20000,3,192480,69664,3124,256,61.613316261203586,188.205803,167772160,236978176,11.221695691347122,0.638495956081897,110.18224060535431,0.6330559845082462,13.321567326784134,0,236.450214,137842752,1.8891839481671724e-10,1.302426724802963e-8
m13h-1-1,NVIDIA H200,concat,8,true,20000,3,192480,69664,0,0,0.0,16.084861,2516582400,2585788416,11.523807421326637,1.3273279182612896,6.714431568980217,1.3070720015093684,19.409824162721634,320,41.077091,2048176,NaN,1.0464450582534784e-8
m13h-1-1,NVIDIA H200,factored,8,true,20000,3,192480,69664,3124,256,61.613316261203586,318.494689,268435456,337641472,11.546784080564976,1.348447985947132,6.19084807112813,1.3324160827323794,19.34771239757538,0,129.793766,125112960,NaN,1.0464450579065337e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,true,20000,3,192480,69664,3124,256,61.613316261203586,314.684753,268435456,337641472,11.51964720338583,1.3920639175921679,300.6771206855774,1.3832959812134504,19.347520545125008,0,422.327292,184322176,NaN,1.0464450582534784e-8
m13h-1-1,NVIDIA H200,concat,12,false,20000,3,230616,31528,0,0,0.0,29.841561,2013265920,2082471936,42.865537106990814,0.6198080372996628,8.996543474495411,0.6093119736760855,45.55897414684296,160,100.90282,1727872,2.4663382447442928e-11,3.2731141824671184e-9
m13h-1-1,NVIDIA H200,factored,12,false,20000,3,230616,31528,3282,320,70.26691042047533,282.958173,268435456,337641472,42.86041483283043,0.6222400115802884,6.733663845807314,0.6184320081956685,45.68358138203621,0,176.104808,160748336,2.4663382447442928e-11,3.273114196344906e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,false,20000,3,230616,31528,3282,320,70.26691042047533,286.824226,268435456,337641472,42.860254645347595,0.642975966911763,153.9027839899063,0.6327999872155488,45.58486491441727,0,327.929578,178853968,2.4663382447442928e-11,3.273114196344906e-9
m13h-1-1,NVIDIA H200,concat,12,true,20000,3,222648,39496,0,0,0.0,46.155175,5066719232,5135925248,41.666045784950256,1.3296320103108883,17.871201038360596,1.3148159487172961,59.880927205085754,320,123.47611599999999,2133200,NaN,1.2386041116363433e-9
m13h-1-1,NVIDIA H200,factored,12,true,20000,3,222648,39496,3252,280,68.4649446494465,464.687396,469762048,538968064,41.62806272506714,1.3295679818838835,15.259391628205776,1.3134399196133018,59.8895363509655,0,196.168429,164002576,NaN,1.2386041237794077e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,true,20000,3,222648,39496,3252,280,68.4649446494465,464.870641,469762048,538968064,41.63071885704994,1.3490560231730342,343.2871997356415,1.3200000394135714,59.884414076805115,0,543.886594,225635504,NaN,1.2386041255141311e-9
