host,gpu,variant,P,lh,n,ell,routes,n_direct,nonempty_classes,max_class,mean_class,construction_ms,persistent_device_bytes,peak_device_bytes,b2m_ms,m2m_ms,m2l_ms,l2l_ms,l2b_ms,m2l_device_alloc_bytes,full_step_ms,full_step_host_alloc_bytes,err_potential,err_gradient
m13h-1-1,NVIDIA H200,factored,4,true,2000,3,23646,222370,1368,41,17.285087719298247,89.210327,100663296,203423744,0.332511990563944,1.2846399331465364,0.3385599993634969,1.268255989998579,0.7023680373094976,0,5.967574,1753248,NaN,3.268261120695226e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,true,2000,3,23646,222370,1368,41,17.285087719298247,89.243502,100663296,169869312,0.332511990563944,1.2913279933854938,125.14851987361908,1.2871039798483253,0.7038080366328359,0,136.521185,27434960,NaN,3.268261120677879e-7
m13h-1-1,NVIDIA H200,concat,8,false,2000,3,177990,65059,0,0,0.0,10.071957,973078528,1042284544,1.9623038824647665,0.6099839811213315,2.9338879976421595,0.5962880095466971,2.045759931206703,160,8.489607999999999,1615488,1.6684062464911165e-10,1.6432846750014107e-8
m13h-1-1,NVIDIA H200,factored,8,false,2000,3,177990,65059,3122,237,57.011531069827036,194.246788,167772160,236978176,1.962271984666586,0.6151359993964434,2.3263359908014536,0.6063359905965626,2.0438721403479576,0,7.985917000000001,1599744,1.6684062464911165e-10,1.6432846750014107e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,false,2000,3,177990,65059,3122,237,57.011531069827036,183.987716,167772160,236978176,1.9624319393187761,0.6176959723234177,109.93638634681702,0.630880007520318,2.0464640110731125,0,115.90173700000001,18643648,1.6684062464911165e-10,1.6432846722258532e-8
m13h-1-1,NVIDIA H200,concat,8,true,2000,3,185284,67725,0,0,0.0,15.592785,2516582400,2585788416,2.308736089617014,1.317440066486597,6.47171214222908,1.3044800143688917,3.588927909731865,320,14.386818,2019408,NaN,1.0606913408359175e-8
m13h-1-1,NVIDIA H200,factored,8,true,2000,3,185284,67725,3124,247,59.309859154929576,331.10661,268435456,337641472,2.308736089617014,1.3123840326443315,5.9896958991885185,1.301503973081708,3.5912960302084684,0,13.999707,2076400,NaN,1.0606913408359175e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,true,2000,3,185284,67725,3124,247,59.309859154929576,311.89911,268435456,337641472,2.308799885213375,1.371616031974554,296.404629945755,1.3046400854364038,3.579231910407543,0,301.736389,60883680,NaN,1.0606913418767516e-8
m13h-1-1,NVIDIA H200,concat,12,false,2000,3,222454,30555,0,0,0.0,28.98547,2013265920,2082471936,7.640480063855648,0.6106240325607359,8.687135763466358,0.6021760054863989,7.93609581887722,160,25.897703,1700000,3.571014317582666e-11,5.377662440353426e-9
m13h-1-1,NVIDIA H200,factored,12,false,2000,3,222454,30555,3282,310,67.78001218769043,277.4135,268435456,337641472,7.658720016479492,0.6127359811216593,6.472256034612656,0.6013759993948042,7.908799685537815,0,23.767278,1714400,3.5710170931402274e-11,5.377662440353426e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,false,2000,3,222454,30555,3282,310,67.78001218769043,276.371738,268435456,337641472,7.639904040843248,0.6140479817986488,153.41275930404663,0.6266559939831495,7.912288419902325,0,174.733845,19616576,3.5710157053614466e-11,5.3776624542312135e-9
m13h-1-1,NVIDIA H200,concat,12,true,2000,3,203136,36964,0,0,0.0,45.076876,5033164800,5102370816,7.007872220128775,1.321535906754434,16.372576355934143,1.3040319317951798,9.882943704724312,320,35.40703,2104432,NaN,1.864607385160255e-9
m13h-1-1,NVIDIA H200,factored,12,true,2000,3,203136,36964,3246,262,62.58040665434381,474.560933,469762048,538968064,7.009600289165974,1.3989759609103203,13.95497564226389,1.3783680042251945,9.881440550088882,0,33.130762000000004,2193632,NaN,1.864607399038043e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,true,2000,3,203136,36964,3246,262,62.58040665434381,454.155952,469762048,538968064,7.008448243141174,1.3895679730921984,358.680784702301,1.314367982558906,9.855136275291443,0,368.02874,63309712,NaN,1.864607399038043e-9
m13h-1-1,NVIDIA H200,concat,4,false,20000,3,34512,227632,0,0,0.0,6.491517,335544320,404750336,1.8664319068193436,0.5978239933028817,0.2592639939393848,0.5853760521858931,5.812064278870821,80,10.678308,1509504,1.2820725453499549e-8,6.174110715462255e-7
m13h-1-1,NVIDIA H200,factored,4,false,20000,3,34512,227632,1584,48,21.78787878787879,71.702229,100663296,169869312,1.8720959778875113,0.5932479980401695,0.20102399867027998,0.5826239939779043,5.881791934370995,0,10.584952999999999,1479392,1.2820725453499549e-8,6.174110715462255e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,false,20000,3,34512,227632,1584,48,21.78787878787879,71.814716,100663296,169869312,1.8702719826251268,0.592607946600765,48.89657720923424,0.5829120054841042,5.86963165551424,0,61.997415000000004,10135456,1.2820725453499549e-8,6.174110715323478e-7
m13h-1-1,NVIDIA H200,concat,4,true,20000,3,25704,236440,0,0,0.0,8.020077,872415232,941621248,2.129439963027835,1.292543951421976,0.5474879872053862,1.273344038054347,8.28636810183525,160,14.887971,1846736,NaN,4.4628747054853424e-7
m13h-1-1,NVIDIA H200,factored,4,true,20000,3,25704,236440,1368,42,18.789473684210527,90.185651,134217728,203423744,2.1713280584663153,1.2925759656354785,0.36083199665881693,1.2717759236693382,8.364512585103512,0,14.546691000000001,1782016,NaN,4.462874705762898e-7
m13h-1-1,NVIDIA H200,factored_perclass,4,true,20000,3,25704,236440,1368,42,18.789473684210527,90.041308,134217728,203423744,2.1722239907830954,1.3324160827323794,128.99424135684967,1.279231975786388,8.27052816748619,0,146.135719,27473872,NaN,4.462874705762898e-7
m13h-1-1,NVIDIA H200,concat,8,false,20000,3,192480,69664,0,0,0.0,10.598728,973078528,1042284544,11.227328330278397,0.6102719926275313,3.1582401134073734,0.5984960007481277,13.262911699712276,160,30.29373,1643360,1.8891836706114162e-10,1.302426724802963e-8
m13h-1-1,NVIDIA H200,factored,8,false,20000,3,192480,69664,3124,256,61.613316261203586,196.948183,167772160,236978176,11.219903826713562,0.6151679554022849,2.519488101825118,0.6090239621698856,13.255264610052109,0,29.698074000000002,1634208,1.8891838093892943e-10,1.3024267220274055e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,false,20000,3,192480,69664,3124,256,61.613316261203586,185.17723,167772160,236978176,11.220064014196396,0.6136960000731051,110.00598222017288,0.6250879960134625,13.318751938641071,0,138.55149,18682464,1.8891839481671724e-10,1.302426724802963e-8
m13h-1-1,NVIDIA H200,concat,8,true,20000,3,192480,69664,0,0,0.0,16.007574,2516582400,2585788416,11.52985543012619,1.3223999412730336,6.7131840623915195,1.3059519696980715,19.367391243577003,320,40.588386,2048176,NaN,1.0464450582534784e-8
m13h-1-1,NVIDIA H200,factored,8,true,20000,3,192480,69664,3124,256,61.613316261203586,329.075256,268435456,337641472,11.521823704242706,1.316223992034793,6.1825597658753395,1.3001279439777136,19.38316784799099,0,40.088366,2105200,NaN,1.0464450580800061e-8
m13h-1-1,NVIDIA H200,factored_perclass,8,true,20000,3,192480,69664,3124,256,61.613316261203586,310.514966,268435456,337641472,11.518079787492752,1.3181439135223627,296.8422472476959,1.311072031967342,19.3417277187109,0,323.367009,60914528,NaN,1.0464450582534784e-8
m13h-1-1,NVIDIA H200,concat,12,false,20000,3,230616,31528,0,0,0.0,29.822507,2013265920,2082471936,42.86521673202515,0.618848018348217,8.989055640995502,0.603680033236742,45.5973781645298,160,100.255334,1727872,2.4663382447442928e-11,3.2731141824671184e-9
m13h-1-1,NVIDIA H200,factored,12,false,20000,3,230616,31528,3282,320,70.26691042047533,281.46052,268435456,337641472,42.85609349608421,0.6099839811213315,6.7229438573122025,0.6068799993954599,45.61430215835571,0,98.061762,1748864,2.4663382447442928e-11,3.2731141824671184e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,false,20000,3,230616,31528,3282,320,70.26691042047533,285.462352,268435456,337641472,42.85792261362076,0.6424319581128657,153.71769666671753,0.6424319581128657,45.584291219711304,0,248.852034,19644448,2.4663382447442928e-11,3.273114196344906e-9
m13h-1-1,NVIDIA H200,concat,12,true,20000,3,222648,39496,0,0,0.0,45.78534,5066719232,5135925248,41.66322946548462,1.3212800258770585,17.87446439266205,1.312576001510024,59.87788736820221,320,122.67851,2133200,NaN,1.2386041237794077e-9
m13h-1-1,NVIDIA H200,factored,12,true,20000,3,222648,39496,3252,280,68.4649446494465,483.852129,469762048,538968064,41.62780940532684,1.4011519961059093,15.258591622114182,1.3860479230061173,59.88851189613342,0,120.22955,2244208,NaN,1.2386041255141311e-9
m13h-1-1,NVIDIA H200,factored_perclass,12,true,20000,3,222648,39496,3252,280,68.4649446494465,453.916971,469762048,538968064,41.62675142288208,1.3809280935674906,360.45974493026733,1.3211839832365513,59.87760052084923,0,455.461363,63460880,NaN,1.2386041255141311e-9
