manifest,job,precision,n,ell,group_level,orbit,q5_total_gradient_rel_rms,correction_gradient_rel_rms,correction_correlation,counterfactual_gradient_rel_rms,q5_reconstruction_rel,q6_reconstruction_rel
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:2:0,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:2:1,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:2:2,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:3:0,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:3:1,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:3:2,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,4:3:3,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:0:0,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:1:0,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:1:1,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:2:0,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:2:1,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:2:2,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:3:0,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:3:1,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:3:2,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,2,5:3:3,0.0014224018173189616,0.0,0.0,0.0014224018173189616,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,2:1:1,0.0014224018173189616,0.053242216110695274,0.08712553211307167,0.05338495250912849,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,2:2:0,0.0014224018173189616,3.513224159528129e-9,0.012945473736861645,0.0014224018628036506,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,2:2:1,0.0014224018173189616,5.922420399361745e-9,0.008057657448835834,0.0014224018650521254,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,2:2:2,0.0014224018173189616,1.3818524440122516e-9,-0.007160904438614044,0.0014224018074243197,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:0:0,0.0014224018173189616,1.7593013982858627e-9,-0.004864943324673961,0.0014224018087611481,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:1:0,0.0014224018173189616,4.9495765942012095e-9,0.020630155280614397,0.0014224019194381033,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:1:1,0.0014224018173189616,0.007959158223287244,-0.41588813562202515,0.007480293218904925,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:2:0,0.0014224018173189616,3.6331129070934735e-9,-0.011605153362946997,0.0014224017751607683,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:2:1,0.0014224018173189616,0.017237707016501166,-0.3689597593946347,0.016765105470605203,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:2:2,0.0014224018173189616,0.01116850845246562,-0.30582204236266664,0.010818602718391726,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:3:0,0.0014224018173189616,1.239462274232277e-9,-0.019426253390859016,0.0014224017932413934,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:3:1,0.0014224018173189616,0.005100800580069613,-0.0775254268106902,0.00518810556778584,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:3:2,0.0014224018173189616,0.007860480529869861,-0.061372547435488006,0.007901771790152369,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,3:3:3,0.0014224018173189616,0.002004547289671011,0.028336697266881795,0.002490587884989167,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:0:0,0.0014224018173189616,9.892626492619386e-10,0.012587167900423586,0.0014224018297713209,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:1:0,0.0014224018173189616,3.1077041971324903e-9,0.003074000837216168,0.0014224018268754418,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:1:1,0.0014224018173189616,0.005525496869581173,-0.32555024421697876,0.005238037171459066,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:2:0,0.0014224018173189616,2.3406117881385055e-9,-0.018987079428590067,0.001422401772879505,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:2:1,0.0014224018173189616,0.01561066858553006,-0.25981622535991755,0.015302873827086508,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:2:2,0.0014224018173189616,0.012599914979982167,-0.17386762015858376,0.012431770754373173,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:3:0,0.0014224018173189616,1.0145047800735169e-9,0.05987174656907284,0.0014224018780594951,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:3:1,0.0014224018173189616,0.006196606266299017,-0.038884444482521444,0.0063036256379787,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:3:2,0.0014224018173189616,0.011470199905489246,0.015420672512464253,0.01157980554835834,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,4:3:3,0.0014224018173189616,0.003137619396030688,0.09781091524842424,0.003569444485442309,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:0:0,0.0014224018173189616,3.99029777299136e-10,-0.01161581286409679,0.0014224018126839624,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:1:0,0.0014224018173189616,1.1702776874408968e-9,0.04274286815994026,0.0014224018673404672,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:1:1,0.0014224018173189616,0.0020867050036812683,0.0004161169078226003,0.002525873093198444,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:2:0,0.0014224018173189616,9.135620838868256e-10,0.006241986733429134,0.0014224018230216975,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:2:1,0.0014224018173189616,0.006369565198274991,0.009476634529648248,0.0065395952397707706,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:2:2,0.0014224018173189616,0.0056962894251815655,0.046455502871984494,0.005934959429785865,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:3:0,0.0014224018173189616,5.66048337528436e-10,-0.00921811271097714,0.0014224018121011769,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:3:1,0.0014224018173189616,0.003171951080489639,0.04826436659267941,0.0035383637265973137,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:3:2,0.0014224018173189616,0.0062746943472083505,0.09615713225345394,0.006565930792343466,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,3,5:3:3,0.0014224018173189616,0.0019403548349110663,0.12446897125296659,0.002544653932349591,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,2:1:1,0.0014224018173189616,0.021788708875586843,-0.0048021333688819685,0.021828270730582397,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,2:2:0,0.0014224018173189616,1.417986476214549e-9,-0.02767830338239531,0.001422401778072208,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,2:2:1,0.0014224018173189616,2.5338169127344787e-9,-0.03527406408829248,0.0014224017279431955,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,2:2:2,0.0014224018173189616,6.9997971265863e-10,-0.03527298263508122,0.0014224017926287615,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:0:0,0.0014224018173189616,7.530694427905323e-10,-0.019601145664540683,0.0014224018025581371,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:1:0,0.0014224018173189616,1.9978272866180374e-9,-0.00988767809907295,0.0014224017975664914,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:1:1,0.0014224018173189616,0.005803754731040693,-0.27621950677598606,0.005580883620653832,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:2:0,0.0014224018173189616,1.6298715330387301e-9,-0.024698533023372757,0.001422401777064459,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:2:1,0.0014224018173189616,0.012741135547199736,-0.2629691973695533,0.012442996941382387,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:2:2,0.0014224018173189616,0.00778996213487475,-0.2357491033806085,0.007581709683068277,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:3:0,0.0014224018173189616,6.454465043966019e-10,-0.00828708418812107,0.0014224018119702387,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:3:1,0.0014224018173189616,0.0027578111018677085,-0.08565012730017961,0.002992789139859672,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:3:2,0.0014224018173189616,0.004388907687951326,-0.020678787341138836,0.004585580765660535,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,3:3:3,0.0014224018173189616,0.0012222651430077475,0.12163604569430171,0.0019849685714982816,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:0:0,0.0014224018173189616,3.85085871026718e-10,0.036209465752604524,0.0014224018312627674,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:1:0,0.0014224018173189616,1.275331590630787e-9,0.003355867814707094,0.0014224018215993775,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:1:1,0.0014224018173189616,0.0029574819044867087,-0.22424223818477387,0.0029804821932673683,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:2:0,0.0014224018173189616,1.0303765019729114e-9,0.005913852220616745,0.0014224018234128292,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:2:1,0.0014224018173189616,0.008006003560327204,-0.1737860915135197,0.007884240826837889,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:2:2,0.0014224018173189616,0.006592291361401905,-0.07767224377165646,0.006635125061723383,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:3:0,0.0014224018173189616,5.685397735935071e-10,-0.008498514660584605,0.0014224018124873315,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:3:1,0.0014224018173189616,0.0037946874370092514,0.06491692860109444,0.0041380752828976824,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:3:2,0.0014224018173189616,0.007784603280425412,0.11020786149019436,0.008066219798809953,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,4:3:3,0.0014224018173189616,0.002478145345602464,0.1600820545890567,0.00304843954460721,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:0:0,0.0014224018173189616,2.148378391973489e-10,0.043350524549878776,0.001422401826632311,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:1:0,0.0014224018173189616,6.925115177617979e-10,-0.010020809603547164,0.0014224018103796044,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:1:1,0.0014224018173189616,0.0012464899282722164,0.12440983183652128,0.002004525806379203,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:2:0,0.0014224018173189616,5.860966267819365e-10,-0.001749347770393129,0.0014224018162937956,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:2:1,0.0014224018173189616,0.0045422530768188946,0.13909880799245553,0.0049449670811194885,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:2:2,0.0014224018173189616,0.004463190561075272,0.15742547383596983,0.004893067803340579,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:3:0,0.0014224018173189616,3.4831625585511265e-10,0.01336655921870097,0.0014224018219747942,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:3:1,0.0014224018173189616,0.0026600505887426594,0.1554162002202145,0.0032054922291099167,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:3:2,0.0014224018173189616,0.005325016162180261,0.17011320638836347,0.0057407321210025805,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,4,5:3:3,0.0014224018173189616,0.0015592517781023321,0.17132980732573294,0.002283521802337193,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,2:1:1,0.0014224018173189616,0.00868540345961625,-0.02277026684473826,0.008769084692591704,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,2:2:0,0.0014224018173189616,7.416101687162398e-10,-0.004396423427110198,0.0014224018140587226,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,2:2:1,0.0014224018173189616,1.172128560206673e-9,-0.0015197852033048246,0.0014224018155380611,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,2:2:2,0.0014224018173189616,3.774696131092206e-10,-0.06603068824720558,0.001422401792394433,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:0:0,0.0014224018173189616,3.8505826603363914e-10,0.013734419443338012,0.0014224018226075654,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:1:0,0.0014224018173189616,9.68112075225507e-10,-0.04575688248563662,0.0014224017730215,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:1:1,0.0014224018173189616,0.003593077375454911,-0.18082770788461247,0.0036173309958384397,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:2:0,0.0014224018173189616,7.303970913485935e-10,0.009084415423739467,0.00142240182395438,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:2:1,0.0014224018173189616,0.007774259552333938,-0.16534362376554804,0.007668478268114136,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:2:2,0.0014224018173189616,0.0045764385396849265,-0.14306338598231552,0.004593959571565664,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:3:0,0.0014224018173189616,2.844792203829187e-10,-0.018370506756721125,0.0014224018120929625,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:3:1,0.0014224018173189616,0.0012714101331835958,-0.012015508358508693,0.0018963785535297704,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:3:2,0.0014224018173189616,0.0018877723408179492,0.056734555216191626,0.002427260860237785,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,3:3:3,0.0014224018173189616,0.0006397896592721031,0.14455307316226926,0.001641845093092078,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:0:0,0.0014224018173189616,2.0039952682275457e-10,-0.010228629287378067,0.0014224018152691634,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:1:0,0.0014224018173189616,5.336286051437832e-10,0.040289020035400545,0.001422401838818435,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:1:1,0.0014224018173189616,0.0015901293116716414,-0.13495094499888416,0.001985264038132521,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:2:0,0.0014224018173189616,4.641828518121788e-10,0.02210185395036051,0.0014224018275783388,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:2:1,0.0014224018173189616,0.003670684645119038,-0.07692292038590906,0.00383326160830075,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:2:2,0.0014224018173189616,0.0027554313196251415,0.019066756614687777,0.003124913843482075,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:3:0,0.0014224018173189616,2.6208466398380964e-10,-0.007539350887746315,0.0014224018153430377,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:3:1,0.0014224018173189616,0.0019423561967867394,0.1358160987136138,0.0025586017556118025,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:3:2,0.0014224018173189616,0.004191215977627666,0.14518109230305867,0.004617416976308266,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,4:3:3,0.0014224018173189616,0.0014615605250241819,0.15209507086975924,0.002189012333988929,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:0:0,0.0014224018173189616,9.887020313763758e-11,-0.014019563131382336,0.0014224018159328482,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:1:0,0.0014224018173189616,2.946842073466215e-10,0.008732710500159281,0.001422401819892384,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:1:1,0.0014224018173189616,0.0006688553154842594,0.14771971066576706,0.00165881578840929,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:2:0,0.0014224018173189616,2.712391980846304e-10,-0.0529803239136524,0.001422401802948647,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:2:1,0.0014224018173189616,0.0025599713614934665,0.15591282595587497,0.003116429610398617,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:2:2,0.0014224018173189616,0.0026056817729961223,0.14165094259842553,0.00314051169614128,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:3:0,0.0014224018173189616,1.3906658021591963e-10,-0.013062187870555015,0.0014224018155024546,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:3:1,0.0014224018173189616,0.0016197147751191461,0.15877804466641213,0.002319119589333868,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:3:2,0.0014224018173189616,0.0031995914380383568,0.14996555624341953,0.0036912911276192444,1.7600561371449817e-7,1.841695520405297e-7
42a6c254a11ac8a8,13027263,Float32,1000000,5,5,5:3:3,0.0014224018173189616,0.0009267569575716111,0.13713062893711633,0.001801011459647112,1.7600561371449817e-7,1.841695520405297e-7
