level,q_parent,q_child,offset,orbit,routes,admissible_rank,sigma,relative_tail_at_rank7
3,6,5,2:5:0,5:2:0,96,9,150413.88066597588:142440.12089906164:19360.578992543033:10041.269400512187:5407.7668031785315:708.2281400258912:654.2748603931178:135.33880849243891:107.20566564551542:27.818932979516106:6.531811946553511:5.651275252658689:1.928565436934869:0.6000530940352006:0.2877490593747934:0.20649462813498848,0.0008403512591142905
3,6,5,3:5:0,5:3:0,48,9,86262.58940045118:81682.0882943227:11108.442347046199:5757.713059676675:3104.9288859382627:406.160148653216:375.26596166419625:91.61065242237005:72.29449769735763:18.874041209414045:4.386183120737137:3.871233878750715:1.6005736066098835:0.47031998398785413:0.22401938816317432:0.1757679814118155,0.0009905934380752452
3,6,5,-3:-5:1,5:3:1,42,9,72842.36555031507:69772.57695775603:9883.528796606988:5269.029632967875:2951.895746188428:383.5778988086452:350.64375720266963:81.76725672678616:65.65565495103701:18.02749567974109:4.190166048904982:3.685947816930014:1.5368246122319993:0.44861323252097185:0.2207285853409081:0.16614585687368102,0.0010495389009444423
3,6,5,-2:-5:1,5:2:1,84,9,123430.20603110547:118462.99528264147:16885.870914212916:9051.457160876638:5095.756656029462:662.3412808958379:604.4197598097066:118.42685179963979:95.75945731317898:26.36188193754786:6.190486078466787:5.329536818570095:1.8372696581775179:0.5681334950921267:0.2813254526693798:0.19497508074350473,0.0008987588357768799
3,6,5,-1:-5:1,5:1:1,98,9,176814.21869181513:169956.56793746608:24346.58879880161:13105.103093310105:7407.353832847343:962.8773285839974:877.5423339348647:152.54603109924628:123.923184019241:34.21901030316444:8.085960488949311:6.88375455828832:2.076045312440925:0.6673960947464583:0.3319366937904371:0.21638856974944476,0.0008091258744069082
3,6,5,0:-5:1,5:1:0,112,9,201062.78152351707:193376.7511191859:27755.16880916724:14963.549448677973:8471.038897743065:1101.1559158659643:1003.0840406323946:167.02112623298163:135.90745489427968:37.5787548264635:8.898592221160289:7.548862964430385:2.169395569436142:0.7069716288975096:0.3521727196937559:0.2244024895019305,0.0007793861306908729
3,6,5,1:-5:1,5:1:1,98,9,176814.2186918153:169956.56793746617:24346.588798801615:13105.103093310114:7407.353832847346:962.877328583998:877.5423339348656:152.54603109924582:123.92318401924096:34.21901030316726:8.085960488949597:6.883754558288393:2.0760453124395384:0.6673960947463786:0.3319366937910308:0.21638856974935333,0.0008091258744069082
3,6,5,2:-5:1,5:2:1,84,9,123430.20603110541:118462.99528264144:16885.870914212897:9051.457160876635:5095.756656029462:662.3412808958383:604.4197598097064:118.42685179964002:95.7594573131784:26.361881937548524:6.190486078465623:5.329536818569876:1.837269658176054:0.5681334950922169:0.28132545267182957:0.19497508074247336,0.0008987588357768794
3,6,5,3:-5:1,5:3:1,42,9,72842.3655503151:69772.57695775601:9883.528796606994:5269.029632967878:2951.8957461884274:383.5778988086451:350.64375720266946:81.76725672678586:65.65565495103722:18.027495679741374:4.190166048905321:3.6859478169299345:1.536824612231674:0.4486132325207314:0.22072858534079481:0.1661458568733978,0.0010495389009444417
3,6,5,-3:-4:1,4:3:1,84,9,201062.78152351722:193376.751119186:27755.168809167237:14963.549448677973:8471.038897743065:1101.1559158659643:1003.0840406323933:167.02112623298078:135.90745489427894:37.57875482646302:8.89859222116249:7.548862964430442:2.169395569435953:0.7069716288978425:0.352172719692152:0.2244024895014083,0.0007793861306908685
3,6,5,-2:-4:1,4:2:1,168,9,415010.3765174223:400618.0358787273:58231.40324438325:31711.501061392948:18137.862680913604:2357.56060923357:2141.391835079064:278.7873917435954:229.0187212964236:63.978729934340286:15.31414652694568:12.777729741843025:2.7917549623072095:0.9788118703270462:0.4918804708484474:0.2732250859358195,0.0006317205463462201
3,6,5,-1:-4:1,4:1:1,196,9,697960.6570936204:675873.543681797:99345.26564958191:54568.98330448999:31495.294253456083:4093.2727566484427:3709.6217530901345:403.05302050020805:333.4916163136837:94.14045474168152:22.6871770250631:18.75182514600625:3.3631558899407525:1.237146765855938:0.6255773622036447:0.3121940603276891,0.0005439576292846024
3,6,5,0:-4:1,4:1:0,224,9,845671.1604135555:819958.604016037:121086.31447527831:66746.13700751973:38667.400763251244:5025.233790025766:4550.328471002302:461.9246040011011:383.26916770385617:108.68573562466017:26.25429838387473:21.632624767452402:3.6069723257973125:1.349245217477896:0.6838292862109071:0.3274537815608488,0.0005148470491095784
3,6,5,1:-4:1,4:1:1,196,9,697960.6570936203:675873.5436817966:99345.26564958191:54568.98330448994:31495.294253456097:4093.272756648443:3709.621753090133:403.0530205002079:333.4916163136844:94.14045474168228:22.687177025063562:18.751825146007146:3.363155889941913:1.237146765857743:0.625577362193602:0.31219406031681624,0.0005439576292846032
3,6,5,2:-4:1,4:2:1,168,9,415010.3765174225:400618.0358787274:58231.40324438328:31711.501061392937:18137.862680913597:2357.5606092335697:2141.391835079064:278.7873917435948:229.01872129642362:63.9787299343408:15.31414652694964:12.777729741843403:2.7917549623086297:0.9788118703273053:0.4918804708480986:0.27322508593503936,0.0006317205463462197
3,6,5,3:-4:1,4:3:1,84,9,201062.7815235171:193376.75111918594:27755.168809167233:14963.549448677975:8471.038897743067:1101.1559158659634:1003.084040632393:167.02112623298194:135.90745489427903:37.57875482646313:8.898592221160744:7.548862964430245:2.1693955694374543:0.7069716288970658:0.3521727196951017:0.22440248950244812,0.0007793861306908719
3,6,5,-5:-3:1,5:3:1,42,9,72842.3655503151:69772.57695775604:9883.528796606992:5269.02963296788:2951.8957461884283:383.57789880864556:350.64375720266924:81.76725672678656:65.65565495103775:18.02749567974036:4.190166048904377:3.6859478169302995:1.5368246122319535:0.4486132325210968:0.22072858534095285:0.16614585687380928,0.001049538900944448
3,6,5,-4:-3:1,4:3:1,84,9,201062.78152351707:193376.75111918594:27755.16880916723:14963.549448677975:8471.038897743068:1101.155915865964:1003.0840406323936:167.02112623298117:135.90745489427968:37.578754826462934:8.898592221160516:7.548862964430075:2.1693955694369906:0.7069716288976564:0.35217271969078945:0.22440248950224406,0.0007793861306908712
3,6,5,-3:-3:1,3:3:1,147,9,581823.5365857665:562763.3966355401:82377.69223358328:45105.97442812489:25946.822185509456:3372.3019747333274:3058.670183145194:354.22132284680737:292.33492703545755:82.19648050885976:19.76320734019545:16.38618097747886:3.149194494435349:1.139634183795471:0.5750177111449479:0.29816495019216155,0.0005731408479854552
3,6,5,-2:-3:1,3:2:1,210,9,1.6172619261500605e6:1.5757533156018287e6:236973.21537387732:132408.3760535445:77808.54430829891:10112.942209611389:9130.071449335124:732.6584940264202:614.0832050723919:177.3855412529483:43.17576299449976:35.24184184766404:4.592132285211735:1.8108235080497364:0.9250012961193071:0.3826340398884431,0.0004279711443078953
3,6,5,-1:-3:1,3:1:1,245,8,3.583972402548157e6:3.5177444883215646e6:544553.7325941123:310659.1929046389:186490.29385739556:24265.901837507055:21828.408382346883:1292.7675913660516:1099.2738236838395:327.24937777823027:80.38779148601469:64.98091610447801:6.2444814873683:2.607862062820085:1.3457421275603876:0.4586237561547855,0.0003418603368817986
3,6,5,0:-3:1,3:1:0,280,8,4.891069700399248e6:4.816803701066051e6:756053.0859728467:435484.80847512494:263930.64176127745:34378.32768872838:30884.362621332697:1614.8269252833857:1381.9598840157284:417.3562815667037:102.91528953463184:82.91375300602165:7.064972745511973:3.0116822160997883:1.5607460618749636:0.49103661095378437,0.000313361935726808
3,6,5,1:-3:1,3:1:1,245,8,3.583972402548156e6:3.517744488321565e6:544553.732594112:310659.192904639:186490.29385739553:24265.90183750707:21828.408382346912:1292.7675913660578:1099.2738236838418:327.249377778234:80.38779148601128:64.98091610447595:6.2444814874565555:2.6078620628309683:1.3457421274883066:0.4586237561493583,0.0003418603368818
3,6,5,2:-3:1,3:2:1,210,9,1.6172619261500607e6:1.5757533156018292e6:236973.2153738773:132408.37605354452:77808.5443082989:10112.942209611387:9130.07144933512:732.6584940264198:614.0832050723931:177.38554125295082:43.17576299449618:35.241841847665434:4.592132285216305:1.8108235080477961:0.925001296110554:0.3826340398885485,0.0004279711443078956
3,6,5,3:-3:1,3:3:1,147,9,581823.5365857666:562763.3966355403:82377.6922335833:45105.97442812488:25946.822185509434:3372.3019747333233:3058.6701831451933:354.2213228468088:292.33492703545807:82.19648050886872:19.763207340197553:16.386180977478638:3.1491944944352213:1.1396341837941255:0.5750177111510771:0.2981649501841764,0.0005731408479854587
3,6,5,4:-3:1,4:3:1,84,9,201062.78152351707:193376.75111918594:27755.16880916723:14963.549448677975:8471.038897743068:1101.155915865964:1003.0840406323936:167.02112623298117:135.90745489427968:37.578754826462934:8.898592221160516:7.548862964430075:2.1693955694369906:0.7069716288976564:0.35217271969078945:0.22440248950224406,0.0007793861306908712
3,6,5,5:-3:1,5:3:1,42,9,72842.36555031508:69772.57695775601:9883.528796606988:5269.029632967879:2951.895746188429:383.5778988086453:350.6437572026697:81.76725672678629:65.65565495103746:18.027495679740863:4.1901660489048975:3.6859478169300983:1.5368246122319558:0.4486132325207244:0.22072858534061077:0.16614585687387154,0.0010495389009444456
3,6,5,-5:-2:1,5:2:1,84,9,123430.2060311055:118462.99528264145:16885.870914212916:9051.457160876635:5095.756656029461:662.3412808958382:604.4197598097066:118.42685179964013:95.7594573131788:26.36188193754989:6.190486078464756:5.329536818570404:1.8372696581766368:0.568133495092572:0.28132545267035447:0.19497508074191724,0.000898758835776882
3,6,5,-4:-2:1,4:2:1,168,9,415010.37651742273:400618.0358787273:58231.40324438326:31711.501061392955:18137.86268091361:2357.560609233571:2141.3918350790645:278.78739174359634:229.01872129642297:63.97872993434378:15.314146526949838:12.777729741843213:2.791754962309677:0.978811870327013:0.49188047084503744:0.27322508593682193,0.000631720546346222
3,6,5,-3:-2:1,3:2:1,210,9,1.6172619261500614e6:1.5757533156018306e6:236973.21537387744:132408.37605354455:77808.5443082989:10112.942209611396:9130.071449335113:732.6584940264204:614.0832050723922:177.3855412529492:43.17576299449931:35.24184184766627:4.592132285211156:1.8108235080516284:0.9250012961154582:0.38263403988560984,0.00042797114430789525
3,6,5,-2:-2:1,2:2:1,252,8,6.878489725774785e6:6.801368412545736e6:1.086150373234069e6:632955.1919187885:387949.2364154881:50623.26778450012:45418.752193551554:2061.7528136242718:1777.9658433257614:546.5223508836951:135.38003344081534:108.7024949848754:8.107083933753973:3.5308645037889046:1.838837505872722:0.5285094753918138,0.00028499134233915313
3,6,5,-1:-2:1,2:1:1,294,7,2.489064714076126e7:2.4703896386077486e7:4.363161111858063e6:2.687534887066202e6:1.727965011543916e6:229846.35704535386:205770.21144176152:5177.387347289107:4627.425659381613:1553.246120277008:394.21811335774476:313.6334214745253:13.879231129922237:6.5061785845477615:3.4650000618038113:0.6900703699090841,0.00020102639143608256
3,6,5,1:-2:1,2:1:1,294,7,2.4890647140761267e7:2.4703896386077505e7:4.363161111858064e6:2.6875348870662e6:1.727965011543917e6:229846.35704535418:205770.21144176167:5177.387347289097:4627.4256593816535:1553.2461202776299:394.2181133579253:313.63342147463334:13.87923112977589:6.506178584609876:3.465000061765075:0.6900703698571952,0.00020102639143608722
3,6,5,2:-2:1,2:2:1,252,8,6.878489725774784e6:6.80136841254574e6:1.086150373234069e6:632955.1919187886:387949.2364154881:50623.2677845001:45418.75219355155:2061.7528136242663:1777.965843325759:546.5223508836923:135.3800334408405:108.70249498487549:8.107083933746173:3.5308645037877833:1.8388375057483015:0.528509475500796,0.0002849913423391525
3,6,5,3:-2:1,3:2:1,210,9,1.617261926150061e6:1.5757533156018297e6:236973.21537387735:132408.3760535446:77808.5443082989:10112.942209611392:9130.071449335112:732.658494026419:614.0832050723927:177.38554125295542:43.17576299450028:35.24184184766693:4.5921322852114415:1.8108235080494652:0.9250012960948417:0.3826340398872418,0.00042797114430789563
3,6,5,4:-2:1,4:2:1,168,9,415010.3765174223:400618.0358787273:58231.40324438325:31711.501061392937:18137.862680913593:2357.5606092335706:2141.391835079065:278.78739174359725:229.0187212964232:63.978729934340535:15.314146526950344:12.777729741842602:2.791754962309751:0.9788118703283262:0.49188047084776804:0.27322508593615324,0.0006317205463462226
3,6,5,5:-2:1,5:2:1,84,9,123430.20603110538:118462.99528264144:16885.870914212912:9051.457160876633:5095.756656029458:662.3412808958379:604.4197598097065:118.42685179964023:95.75945731317815:26.361881937549583:6.190486078465772:5.329536818570208:1.8372696581765164:0.5681334950924304:0.28132545266888637:0.19497508074289657,0.0008987588357768805
3,6,5,-5:-1:1,5:1:1,98,9,176814.21869181524:169956.5679374662:24346.58879880162:13105.103093310108:7407.353832847344:962.8773285839976:877.542333934866:152.54603109924642:123.9231840192416:34.219010303166165:8.085960488950311:6.883754558288372:2.0760453124414258:0.6673960947471044:0.3319366937956113:0.2163885697472973,0.0008091258744069109
3,6,5,-4:-1:1,4:1:1,196,9,697960.6570936205:675873.5436817975:99345.26564958188:54568.983304489964:31495.29425345608:4093.2727566484405:3709.6217530901354:403.0530205002074:333.49161631368383:94.14045474168468:22.687177025067843:18.751825146007818:3.363155889943761:1.2371467658551223:0.6255773621807051:0.31219406033633484,0.0005439576292846026
3,6,5,-3:-1:1,3:1:1,245,8,3.5839724025481567e6:3.5177444883215646e6:544553.7325941123:310659.1929046389:186490.2938573956:24265.901837507066:21828.408382346875:1292.7675913660526:1099.27382368384:327.24937777823976:80.38779148602262:64.98091610447835:6.244481487414429:2.6078620627945757:1.3457421275665467:0.458623756137244,0.00034186033688179924
3,6,5,-2:-1:1,2:1:1,294,7,2.4890647140761264e7:2.4703896386077497e7:4.363161111858064e6:2.687534887066201e6:1.7279650115439172e6:229846.3570453539:205770.21144176158:5177.387347289119:4627.425659381618:1553.246120277501:394.21811335803415:313.6334214746093:13.87923112963206:6.506178584622382:3.4650000618670065:0.6900703699320053,0.0002010263914360864
3,6,5,2:-1:1,2:1:1,294,7,2.4890647140761252e7:2.4703896386077493e7:4.363161111858063e6:2.6875348870662013e6:1.727965011543916e6:229846.35704535368:205770.21144176158:5177.387347289098:4627.4256593816635:1553.2461202773484:394.21811335797537:313.63342147463743:13.879231129653421:6.506178584662713:3.465000061875147:0.6900703699228402,0.00020102639143608584
3,6,5,3:-1:1,3:1:1,245,8,3.583972402548156e6:3.5177444883215637e6:544553.7325941122:310659.19290463894:186490.2938573955:24265.901837507074:21828.40838234691:1292.7675913660494:1099.273823683847:327.24937777822214:80.38779148598574:64.98091610448348:6.244481487397123:2.607862062789144:1.3457421275436348:0.45862375616398154,0.0003418603368817988
3,6,5,4:-1:1,4:1:1,196,9,697960.6570936204:675873.543681797:99345.26564958191:54568.98330448995:31495.294253456075:4093.27275664844:3709.621753090133:403.05302050020737:333.4916163136842:94.14045474168996:22.6871770250683:18.751825146006784:3.3631558899464014:1.237146765855104:0.6255773622029841:0.31219406031947333,0.000543957629284604
3,6,5,5:-1:1,5:1:1,98,9,176814.21869181516:169956.56793746617:24346.58879880161:13105.103093310101:7407.353832847346:962.8773285839981:877.542333934866:152.5460310992465:123.92318401924108:34.21901030316599:8.085960488949528:6.883754558288317:2.076045312441095:0.667396094746635:0.33193669379378227:0.21638856974868012,0.00080912587440691
3,6,5,-5:0:1,5:1:0,112,9,201062.78152351713:193376.75111918585:27755.168809167233:14963.549448677963:8471.038897743063:1101.155915865964:1003.0840406323945:167.02112623298171:135.9074548942796:37.57875482647915:8.898592221160634:7.548862964427139:2.1693955694374085:0.7069716288963552:0.35217271969353975:0.22440248950248132,0.0007793861306908819
3,6,5,-4:0:1,4:1:0,224,9,845671.1604135555:819958.6040160373:121086.31447527831:66746.13700751965:38667.400763251244:5025.233790025768:4550.3284710023:461.92460400110315:383.26916770385174:108.68573562466136:26.254298383877433:21.63262476745235:3.6069723258004696:1.349245217477845:0.6838292862079609:0.32745378155960203,0.0005148470491095777
3,6,5,-3:0:1,3:1:0,280,8,4.891069700399248e6:4.816803701066051e6:756053.0859728467:435484.80847512506:263930.64176127745:34378.32768872835:30884.362621332693:1614.826925283383:1381.9598840157391:417.3562815668255:102.91528953451673:82.91375300599215:7.064972745494081:3.0116822160988828:1.560746061859411:0.4910366109604534,0.0003133619357268111
3,6,5,3:0:1,3:1:0,280,8,4.891069700399248e6:4.816803701066052e6:756053.0859728466:435484.8084751248:263930.6417612774:34378.32768872833:30884.362621332697:1614.8269252833827:1381.959884015745:417.35628156682054:102.91528953453343:82.91375300600507:7.06497274549652:3.01168221610248:1.5607460618599325:0.49103661096088796,0.0003133619357268116
3,6,5,4:0:1,4:1:0,224,9,845671.1604135555:819958.6040160372:121086.31447527834:66746.13700751972:38667.40076325124:5025.23379002577:4550.328471002301:461.92460400110343:383.2691677038542:108.68573562467219:26.25429838387835:21.632624767450864:3.6069723258004376:1.3492452174770182:0.6838292862081735:0.32745378155972915,0.0005148470491095808
3,6,5,5:0:1,5:1:0,112,9,201062.78152351713:193376.75111918608:27755.168809167233:14963.549448677975:8471.038897743063:1101.155915865964:1003.0840406323942:167.02112623298143:135.90745489427948:37.57875482646268:8.898592221160504:7.548862964430608:2.1693955694362668:0.7069716288979183:0.35217271969343716:0.22440248950212038,0.0007793861306908709
3,6,5,-5:1:1,5:1:1,98,9,176814.21869181524:169956.5679374662:24346.58879880162:13105.103093310108:7407.353832847344:962.8773285839976:877.542333934866:152.54603109924642:123.9231840192416:34.219010303166165:8.085960488950311:6.883754558288372:2.0760453124414258:0.6673960947471044:0.3319366937956113:0.2163885697472973,0.0008091258744069109
3,6,5,-4:1:1,4:1:1,196,9,697960.6570936205:675873.5436817975:99345.26564958188:54568.983304489964:31495.29425345608:4093.2727566484405:3709.6217530901354:403.0530205002074:333.49161631368383:94.14045474168468:22.687177025067843:18.751825146007818:3.363155889943761:1.2371467658551223:0.6255773621807051:0.31219406033633484,0.0005439576292846026
3,6,5,-3:1:1,3:1:1,245,8,3.5839724025481567e6:3.5177444883215646e6:544553.7325941123:310659.1929046389:186490.2938573956:24265.901837507066:21828.408382346875:1292.7675913660526:1099.27382368384:327.24937777823976:80.38779148602262:64.98091610447835:6.244481487414429:2.6078620627945757:1.3457421275665467:0.458623756137244,0.00034186033688179924
3,6,5,-2:1:1,2:1:1,294,7,2.4890647140761264e7:2.4703896386077497e7:4.363161111858064e6:2.687534887066201e6:1.7279650115439172e6:229846.3570453539:205770.21144176158:5177.387347289119:4627.425659381618:1553.246120277501:394.21811335803415:313.6334214746093:13.87923112963206:6.506178584622382:3.4650000618670065:0.6900703699320053,0.0002010263914360864
3,6,5,2:1:1,2:1:1,294,7,2.4890647140761252e7:2.4703896386077493e7:4.363161111858063e6:2.6875348870662013e6:1.727965011543916e6:229846.35704535368:205770.21144176158:5177.387347289098:4627.4256593816635:1553.2461202773484:394.21811335797537:313.63342147463743:13.879231129653421:6.506178584662713:3.465000061875147:0.6900703699228402,0.00020102639143608584
3,6,5,3:1:1,3:1:1,245,8,3.583972402548156e6:3.5177444883215637e6:544553.7325941122:310659.19290463894:186490.2938573955:24265.901837507074:21828.40838234691:1292.7675913660494:1099.273823683847:327.24937777822214:80.38779148598574:64.98091610448348:6.244481487397123:2.607862062789144:1.3457421275436348:0.45862375616398154,0.0003418603368817988
3,6,5,4:1:1,4:1:1,196,9,697960.6570936204:675873.543681797:99345.26564958191:54568.98330448995:31495.294253456075:4093.27275664844:3709.621753090133:403.05302050020737:333.4916163136842:94.14045474168996:22.6871770250683:18.751825146006784:3.3631558899464014:1.237146765855104:0.6255773622029841:0.31219406031947333,0.000543957629284604
3,6,5,5:1:1,5:1:1,98,9,176814.21869181516:169956.56793746617:24346.58879880161:13105.103093310101:7407.353832847346:962.8773285839981:877.542333934866:152.5460310992465:123.92318401924108:34.21901030316599:8.085960488949528:6.883754558288317:2.076045312441095:0.667396094746635:0.33193669379378227:0.21638856974868012,0.00080912587440691
3,6,5,-5:2:1,5:2:1,84,9,123430.2060311055:118462.99528264145:16885.870914212916:9051.457160876635:5095.756656029461:662.3412808958382:604.4197598097066:118.42685179964013:95.7594573131788:26.36188193754989:6.190486078464756:5.329536818570404:1.8372696581766368:0.568133495092572:0.28132545267035447:0.19497508074191724,0.000898758835776882
3,6,5,-4:2:1,4:2:1,168,9,415010.37651742273:400618.0358787273:58231.40324438326:31711.501061392955:18137.86268091361:2357.560609233571:2141.3918350790645:278.78739174359634:229.01872129642297:63.97872993434378:15.314146526949838:12.777729741843213:2.791754962309677:0.978811870327013:0.49188047084503744:0.27322508593682193,0.000631720546346222
3,6,5,-3:2:1,3:2:1,210,9,1.6172619261500614e6:1.5757533156018306e6:236973.21537387744:132408.37605354455:77808.5443082989:10112.942209611396:9130.071449335113:732.6584940264204:614.0832050723922:177.3855412529492:43.17576299449931:35.24184184766627:4.592132285211156:1.8108235080516284:0.9250012961154582:0.38263403988560984,0.00042797114430789525
3,6,5,-2:2:1,2:2:1,252,8,6.878489725774785e6:6.801368412545736e6:1.086150373234069e6:632955.1919187885:387949.2364154881:50623.26778450012:45418.752193551554:2061.7528136242718:1777.9658433257614:546.5223508836951:135.38003344081534:108.7024949848754:8.107083933753973:3.5308645037889046:1.838837505872722:0.5285094753918138,0.00028499134233915313
3,6,5,-1:2:1,2:1:1,294,7,2.489064714076126e7:2.4703896386077486e7:4.363161111858063e6:2.687534887066202e6:1.727965011543916e6:229846.35704535386:205770.21144176152:5177.387347289107:4627.425659381613:1553.246120277008:394.21811335774476:313.6334214745253:13.879231129922237:6.5061785845477615:3.4650000618038113:0.6900703699090841,0.00020102639143608256
3,6,5,1:2:1,2:1:1,294,7,2.4890647140761267e7:2.4703896386077505e7:4.363161111858064e6:2.6875348870662e6:1.727965011543917e6:229846.35704535418:205770.21144176167:5177.387347289097:4627.4256593816535:1553.2461202776299:394.2181133579253:313.63342147463334:13.87923112977589:6.506178584609876:3.465000061765075:0.6900703698571952,0.00020102639143608722
3,6,5,2:2:1,2:2:1,252,8,6.878489725774784e6:6.80136841254574e6:1.086150373234069e6:632955.1919187886:387949.2364154881:50623.2677845001:45418.75219355155:2061.7528136242663:1777.965843325759:546.5223508836923:135.3800334408405:108.70249498487549:8.107083933746173:3.5308645037877833:1.8388375057483015:0.528509475500796,0.0002849913423391525
3,6,5,3:2:1,3:2:1,210,9,1.617261926150061e6:1.5757533156018297e6:236973.21537387735:132408.3760535446:77808.5443082989:10112.942209611392:9130.071449335112:732.658494026419:614.0832050723927:177.38554125295542:43.17576299450028:35.24184184766693:4.5921322852114415:1.8108235080494652:0.9250012960948417:0.3826340398872418,0.00042797114430789563
3,6,5,4:2:1,4:2:1,168,9,415010.3765174223:400618.0358787273:58231.40324438325:31711.501061392937:18137.862680913593:2357.5606092335706:2141.391835079065:278.78739174359725:229.0187212964232:63.978729934340535:15.314146526950344:12.777729741842602:2.791754962309751:0.9788118703283262:0.49188047084776804:0.27322508593615324,0.0006317205463462226
3,6,5,5:2:1,5:2:1,84,9,123430.20603110538:118462.99528264144:16885.870914212912:9051.457160876633:5095.756656029458:662.3412808958379:604.4197598097065:118.42685179964023:95.75945731317815:26.361881937549583:6.190486078465772:5.329536818570208:1.8372696581765164:0.5681334950924304:0.28132545266888637:0.19497508074289657,0.0008987588357768805
3,6,5,-5:3:1,5:3:1,42,9,72842.3655503151:69772.57695775604:9883.528796606992:5269.02963296788:2951.8957461884283:383.57789880864556:350.64375720266924:81.76725672678656:65.65565495103775:18.02749567974036:4.190166048904377:3.6859478169302995:1.5368246122319535:0.4486132325210968:0.22072858534095285:0.16614585687380928,0.001049538900944448
3,6,5,-4:3:1,4:3:1,84,9,201062.78152351707:193376.75111918594:27755.16880916723:14963.549448677975:8471.038897743068:1101.155915865964:1003.0840406323936:167.02112623298117:135.90745489427968:37.578754826462934:8.898592221160516:7.548862964430075:2.1693955694369906:0.7069716288976564:0.35217271969078945:0.22440248950224406,0.0007793861306908712
3,6,5,-3:3:1,3:3:1,147,9,581823.5365857665:562763.3966355401:82377.69223358328:45105.97442812489:25946.822185509456:3372.3019747333274:3058.670183145194:354.22132284680737:292.33492703545755:82.19648050885976:19.76320734019545:16.38618097747886:3.149194494435349:1.139634183795471:0.5750177111449479:0.29816495019216155,0.0005731408479854552
3,6,5,-2:3:1,3:2:1,210,9,1.6172619261500605e6:1.5757533156018287e6:236973.21537387732:132408.3760535445:77808.54430829891:10112.942209611389:9130.071449335124:732.6584940264202:614.0832050723919:177.3855412529483:43.17576299449976:35.24184184766404:4.592132285211735:1.8108235080497364:0.9250012961193071:0.3826340398884431,0.0004279711443078953
3,6,5,-1:3:1,3:1:1,245,8,3.583972402548157e6:3.5177444883215646e6:544553.7325941123:310659.1929046389:186490.29385739556:24265.901837507055:21828.408382346883:1292.7675913660516:1099.2738236838395:327.24937777823027:80.38779148601469:64.98091610447801:6.2444814873683:2.607862062820085:1.3457421275603876:0.4586237561547855,0.0003418603368817986
3,6,5,0:3:1,3:1:0,280,8,4.891069700399248e6:4.816803701066051e6:756053.0859728467:435484.80847512494:263930.64176127745:34378.32768872838:30884.362621332697:1614.8269252833857:1381.9598840157284:417.3562815667037:102.91528953463184:82.91375300602165:7.064972745511973:3.0116822160997883:1.5607460618749636:0.49103661095378437,0.000313361935726808
3,6,5,1:3:1,3:1:1,245,8,3.583972402548156e6:3.517744488321565e6:544553.732594112:310659.192904639:186490.29385739553:24265.90183750707:21828.408382346912:1292.7675913660578:1099.2738236838418:327.249377778234:80.38779148601128:64.98091610447595:6.2444814874565555:2.6078620628309683:1.3457421274883066:0.4586237561493583,0.0003418603368818
3,6,5,2:3:1,3:2:1,210,9,1.6172619261500607e6:1.5757533156018292e6:236973.2153738773:132408.37605354452:77808.5443082989:10112.942209611387:9130.07144933512:732.6584940264198:614.0832050723931:177.38554125295082:43.17576299449618:35.241841847665434:4.592132285216305:1.8108235080477961:0.925001296110554:0.3826340398885485,0.0004279711443078956
3,6,5,3:3:1,3:3:1,147,9,581823.5365857666:562763.3966355403:82377.6922335833:45105.97442812488:25946.822185509434:3372.3019747333233:3058.6701831451933:354.2213228468088:292.33492703545807:82.19648050886872:19.763207340197553:16.386180977478638:3.1491944944352213:1.1396341837941255:0.5750177111510771:0.2981649501841764,0.0005731408479854587
3,6,5,4:3:1,4:3:1,84,9,201062.78152351707:193376.75111918594:27755.16880916723:14963.549448677975:8471.038897743068:1101.155915865964:1003.0840406323936:167.02112623298117:135.90745489427968:37.578754826462934:8.898592221160516:7.548862964430075:2.1693955694369906:0.7069716288976564:0.35217271969078945:0.22440248950224406,0.0007793861306908712
3,6,5,5:3:1,5:3:1,42,9,72842.36555031508:69772.57695775601:9883.528796606988:5269.029632967879:2951.895746188429:383.5778988086453:350.6437572026697:81.76725672678629:65.65565495103746:18.027495679740863:4.1901660489048975:3.6859478169300983:1.5368246122319558:0.4486132325207244:0.22072858534061077:0.16614585687387154,0.0010495389009444456
3,6,5,-3:4:1,4:3:1,84,9,201062.78152351722:193376.751119186:27755.168809167237:14963.549448677973:8471.038897743065:1101.1559158659643:1003.0840406323933:167.02112623298078:135.90745489427894:37.57875482646302:8.89859222116249:7.548862964430442:2.169395569435953:0.7069716288978425:0.352172719692152:0.2244024895014083,0.0007793861306908685
3,6,5,-2:4:1,4:2:1,168,9,415010.3765174223:400618.0358787273:58231.40324438325:31711.501061392948:18137.862680913604:2357.56060923357:2141.391835079064:278.7873917435954:229.0187212964236:63.978729934340286:15.31414652694568:12.777729741843025:2.7917549623072095:0.9788118703270462:0.4918804708484474:0.2732250859358195,0.0006317205463462201
3,6,5,-1:4:1,4:1:1,196,9,697960.6570936204:675873.543681797:99345.26564958191:54568.98330448999:31495.294253456083:4093.2727566484427:3709.6217530901345:403.05302050020805:333.4916163136837:94.14045474168152:22.6871770250631:18.75182514600625:3.3631558899407525:1.237146765855938:0.6255773622036447:0.3121940603276891,0.0005439576292846024
