P,lh,variant,blas_threads,n,routes,nonempty_classes,max_class,mean_class,gemm_min_cols,gemm_min_dim,construction_ms,persistent_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes
12,true,factored_gemm,1,150,12382,2490,24,4.972690763052209,1,1,110.032038,92765736,454.06485699999996,1808,480.61466,26240
12,true,factored_optimized,1,150,12382,2490,24,4.972690763052209,16,1,115.983686,92765736,604.2549339999999,1808,628.579972,26240
4,false,concat,1,2000,32396,0,0,0.0,16,1,75.616785,294972776,70.804881,6032,104.55981200000001,21744
4,false,factored_functional,1,2000,32396,1584,48,20.4520202020202,16,1,13.745683,30886792,117.152054,223038288,NaN,-1
4,false,factored_scalar,1,2000,32396,1584,48,20.4520202020202,9223372036854775807,9223372036854775807,34.709467,30886792,66.120808,1808,99.663269,18032
4,false,factored_gemm,1,2000,32396,1584,48,20.4520202020202,1,1,80.675283,30886792,58.650162,1808,92.253377,18032
4,false,factored_optimized,1,2000,32396,1584,48,20.4520202020202,16,1,20.665803,30886792,58.432672999999994,1808,91.511381,18032
4,true,concat,1,2000,23646,0,0,0.0,16,1,74.528347,840004648,130.820613,11840,169.06681500000002,35072
4,true,factored_functional,1,2000,23646,1368,41,17.285087719298247,16,1,13.415832,30725640,212.30027,409590832,NaN,-1
4,true,factored_scalar,1,2000,23646,1368,41,17.285087719298247,9223372036854775807,9223372036854775807,17.473807,30725640,123.709223,1808,162.365715,25552
4,true,factored_gemm,1,2000,23646,1368,41,17.285087719298247,1,1,23.959761,30725640,108.15173,1808,146.558304,25552
4,true,factored_optimized,1,2000,23646,1368,41,17.285087719298247,16,1,101.232752,30725640,115.076319,1808,146.795931,25552
8,false,concat,1,2000,177990,0,0,0.0,16,1,79.006513,944625256,1650.181545,10624,1693.322166,26336
8,false,factored_functional,1,2000,177990,3122,237,57.011531069827036,16,1,51.291657,71415944,1718.803068,3653193536,NaN,-1
8,false,factored_scalar,1,2000,177990,3122,237,57.011531069827036,9223372036854775807,9223372036854775807,41.504091,71415944,1508.749366,1808,1546.622626,18032
8,false,factored_gemm,1,2000,177990,3122,237,57.011531069827036,1,1,124.806396,71415944,998.8743810000001,1808,1039.200675,18032
8,false,factored_optimized,1,2000,177990,3122,237,57.011531069827036,16,1,234.336319,71415944,1009.7305510000001,1808,1049.556795,18032
8,true,concat,1,2000,185284,0,0,0.0,16,1,80.105069,2484028840,4034.793796,22240,4063.8281640000005,45472
8,true,factored_functional,1,2000,185284,3124,247,59.309859154929576,16,1,319.218728,89866216,4095.912522,8748861680,NaN,-1
8,true,factored_scalar,1,2000,185284,3124,247,59.309859154929576,9223372036854775807,9223372036854775807,66.321966,89866216,3636.390481,1808,3702.563367,25552
8,true,factored_gemm,1,2000,185284,3124,247,59.309859154929576,1,1,220.532197,89866216,2362.821212,1808,2441.679825,25552
8,true,factored_optimized,1,2000,185284,3124,247,59.309859154929576,16,1,218.886534,89866216,2383.7953230000003,1808,2465.094441,25552
12,false,concat,1,2000,222454,0,0,0.0,16,1,101.631775,1967809960,5488.140211,10624,5577.985949,26336
12,false,factored_functional,1,2000,222454,3282,310,67.78001218769043,16,1,115.268723,101381544,4551.932245999999,9440455888,NaN,-1
12,false,factored_scalar,1,2000,222454,3282,310,67.78001218769043,9223372036854775807,9223372036854775807,90.265919,101381544,4854.415730999999,1808,4915.559907,18032
12,false,factored_gemm,1,2000,222454,3282,310,67.78001218769043,1,1,267.374913,101381544,2734.751894,1808,2816.729189,18032
12,false,factored_optimized,1,2000,222454,3282,310,67.78001218769043,16,1,249.50521,101381544,2778.287518,1808,2854.62945,18032
12,true,concat,1,2000,203136,0,0,0.0,16,1,123.05151,5009974696,11325.836065000001,22240,11870.092788999998,45472
12,true,factored_functional,1,2000,203136,3246,262,62.58040665434381,16,1,785.294237,145171752,9192.544160000001,19218001456,NaN,-1
12,true,factored_scalar,1,2000,203136,3246,262,62.58040665434381,9223372036854775807,9223372036854775807,186.333862,145171752,9870.015008999999,1808,9978.02341,25552
12,true,factored_gemm,1,2000,203136,3246,262,62.58040665434381,1,1,408.280258,145171752,5508.1888579999995,1808,5621.269181,25552
12,true,factored_optimized,1,2000,203136,3246,262,62.58040665434381,16,1,251.326793,145171752,5608.818845,1808,5716.513373,25552
4,false,concat,1,20000,34512,0,0,0.0,16,1,78.517061,294972776,75.685663,6032,2106.703779,22192
4,false,factored_functional,1,20000,34512,1584,48,21.78787878787879,16,1,37.447147,30886792,122.66996400000001,236137008,NaN,-1
4,false,factored_scalar,1,20000,34512,1584,48,21.78787878787879,9223372036854775807,9223372036854775807,23.710532,30886792,70.599864,1808,2103.020779,18480
4,false,factored_gemm,1,20000,34512,1584,48,21.78787878787879,1,1,91.109273,30886792,62.054666000000005,1808,2094.417843,18480
4,false,factored_optimized,1,20000,34512,1584,48,21.78787878787879,16,1,90.541384,30886792,61.444137000000005,1808,2092.714716,18480
4,true,concat,1,20000,25704,0,0,0.0,16,1,77.667072,840004648,142.739065,11840,2250.302228,35584
4,true,factored_functional,1,20000,25704,1368,42,18.789473684210527,16,1,18.738056,30725640,225.412005,442234640,NaN,-1
4,true,factored_scalar,1,20000,25704,1368,42,18.789473684210527,9223372036854775807,9223372036854775807,17.655779,30725640,134.773708,1808,2242.4011020000003,26064
4,true,factored_gemm,1,20000,25704,1368,42,18.789473684210527,1,1,33.407376,30725640,115.175524,1808,2223.190227,26064
4,true,factored_optimized,1,20000,25704,1368,42,18.789473684210527,16,1,18.46939,30725640,115.54874699999999,1808,2225.236516,26064
8,false,concat,1,20000,192480,0,0,0.0,16,1,79.15425,944625256,1788.862364,10624,2607.087143,26784
8,false,factored_functional,1,20000,192480,3124,256,61.613316261203586,16,1,107.95051,71415944,1848.243561,3941715248,NaN,-1
8,false,factored_scalar,1,20000,192480,3124,256,61.613316261203586,9223372036854775807,9223372036854775807,42.870501,71415944,1630.005783,1808,2448.246212,18480
8,false,factored_gemm,1,20000,192480,3124,256,61.613316261203586,1,1,219.671454,71415944,1070.737514,1808,1888.844952,18480
8,false,factored_optimized,1,20000,192480,3124,256,61.613316261203586,16,1,121.233612,71415944,1079.835483,1808,1901.0369389999998,18480
8,true,concat,1,20000,192480,0,0,0.0,16,1,84.226645,2484028840,4134.486772,22240,4990.703079,45984
8,true,factored_functional,1,20000,192480,3124,256,61.613316261203586,16,1,249.827408,89866216,4226.285795,9075791472,NaN,-1
8,true,factored_scalar,1,20000,192480,3124,256,61.613316261203586,9223372036854775807,9223372036854775807,59.407056,89866216,3783.292419,1808,4636.760275000001,26064
8,true,factored_gemm,1,20000,192480,3124,256,61.613316261203586,1,1,155.387717,89866216,2450.368094,1808,3317.266387,26064
8,true,factored_optimized,1,20000,192480,3124,256,61.613316261203586,16,1,199.667021,89866216,2467.1154340000003,1808,3326.8871280000003,26064
12,false,concat,1,20000,230616,0,0,0.0,16,1,99.39229,1967809960,5694.971912,10624,6387.944608,26784
12,false,factored_functional,1,20000,230616,3282,320,70.26691042047533,16,1,127.124319,101381544,4739.1635,9776441568,NaN,-1
12,false,factored_scalar,1,20000,230616,3282,320,70.26691042047533,9223372036854775807,9223372036854775807,96.375655,101381544,5047.099986,1808,5736.763619,18480
12,false,factored_gemm,1,20000,230616,3282,320,70.26691042047533,1,1,274.808334,101381544,2837.647312,1808,3521.760952,18480
12,false,factored_optimized,1,20000,230616,3282,320,70.26691042047533,16,1,268.181235,101381544,2867.603114,1808,3558.385028,18480
12,true,concat,1,20000,222648,0,0,0.0,16,1,127.046003,5009974696,13675.422213999998,22240,13724.457585,45984
12,true,factored_functional,1,20000,222648,3252,280,68.4649446494465,16,1,179.773392,145171752,10351.897878000002,21030353776,NaN,-1
12,true,factored_scalar,1,20000,222648,3252,280,68.4649446494465,9223372036854775807,9223372036854775807,169.294867,145171752,10820.067372000001,1808,11672.835892000001,26064
12,true,factored_gemm,1,20000,222648,3252,280,68.4649446494465,1,1,497.043323,145171752,5996.618321,1808,6849.684308999999,26064
12,true,factored_optimized,1,20000,222648,3252,280,68.4649446494465,16,1,306.734657,145171752,6086.9658930000005,1808,6939.744985,26064
