P,lh,variant,blas_threads,n,routes,nonempty_classes,max_class,mean_class,gemm_min_cols,gemm_min_dim,construction_ms,persistent_bytes,stage_ms,stage_alloc_bytes,full_step_ms,full_step_alloc_bytes
12,false,factored_functional,64,150,15172,2716,26,5.5861561119293075,32,5,152.694812,56007016,472.592326,716176944,NaN,-1
12,false,factored_scalar,64,150,15172,2716,26,5.5861561119293075,9223372036854775807,9223372036854775807,77.323075,56007016,339.564393,1808,352.131215,18464
12,false,factored_gemm,64,150,15172,2716,26,5.5861561119293075,1,1,73.773843,56007016,274.73760699999997,1808,285.672241,18464
12,false,factored_optimized,64,150,15172,2716,26,5.5861561119293075,32,5,91.30119,56007016,339.640055,1808,351.098804,18464
12,true,concat,64,150,12382,0,0,0.0,32,5,108.012502,872486504,499.911149,11840,443.54684,35760
12,true,factored_functional,64,150,12382,2490,24,4.972690763052209,32,5,110.457068,92765736,869.117438,1305184880,NaN,-1
12,true,factored_scalar,64,150,12382,2490,24,4.972690763052209,9223372036854775807,9223372036854775807,95.603066,92765736,622.948623,1808,646.753119,26240
12,true,factored_gemm,64,150,12382,2490,24,4.972690763052209,1,1,119.686456,92765736,508.99408199999993,1808,531.170848,26240
12,true,factored_optimized,64,150,12382,2490,24,4.972690763052209,32,5,220.730119,92765736,626.5034449999999,1808,659.4267729999999,26240
4,false,concat,64,2000,32396,0,0,0.0,32,5,76.931454,294972776,76.122803,6032,109.800871,21744
4,false,factored_functional,64,2000,32396,1584,48,20.4520202020202,32,5,28.238422,30886792,124.62123,223046608,NaN,-1
4,false,factored_scalar,64,2000,32396,1584,48,20.4520202020202,9223372036854775807,9223372036854775807,33.460038,30886792,65.911159,1808,100.16451599999999,18032
4,false,factored_gemm,64,2000,32396,1584,48,20.4520202020202,1,1,78.609127,30886792,65.553456,1808,99.182851,18032
4,false,factored_optimized,64,2000,32396,1584,48,20.4520202020202,32,5,21.035632,30886792,62.362337,1808,96.17319400000001,18032
4,true,concat,64,2000,23646,0,0,0.0,32,5,76.114488,840004648,138.009547,11840,179.25549900000001,35072
4,true,factored_functional,64,2000,23646,1368,41,17.285087719298247,32,5,14.561513,30725640,226.683855,409608560,NaN,-1
4,true,factored_scalar,64,2000,23646,1368,41,17.285087719298247,9223372036854775807,9223372036854775807,17.058997,30725640,123.46501599999999,1808,163.62597,25552
4,true,factored_gemm,64,2000,23646,1368,41,17.285087719298247,1,1,29.702494,30725640,119.697524,1808,159.590444,25552
4,true,factored_optimized,64,2000,23646,1368,41,17.285087719298247,32,5,38.692172,30725640,120.476389,1808,160.893453,25552
8,false,concat,64,2000,177990,0,0,0.0,32,5,80.455398,944625256,1280.066695,10624,1316.367042,26336
8,false,factored_functional,64,2000,177990,3122,237,57.011531069827036,32,5,41.741615,71415944,1725.385825,3653265248,NaN,-1
8,false,factored_scalar,64,2000,177990,3122,237,57.011531069827036,9223372036854775807,9223372036854775807,41.601581,71415944,1507.516299,1808,1548.937432,18032
8,false,factored_gemm,64,2000,177990,3122,237,57.011531069827036,1,1,121.600692,71415944,1026.998485,1808,1059.570318,18032
8,false,factored_optimized,64,2000,177990,3122,237,57.011531069827036,32,5,305.315908,71415944,1064.354101,1808,1090.62287,18032
8,true,concat,64,2000,185284,0,0,0.0,32,5,86.593324,2484028840,3121.254541,22240,3668.9542300000003,45472
8,true,factored_functional,64,2000,185284,3124,247,59.309859154929576,32,5,288.892536,89866216,4143.790387,8749037328,NaN,-1
8,true,factored_scalar,64,2000,185284,3124,247,59.309859154929576,9223372036854775807,9223372036854775807,71.710638,89866216,3672.3772609999996,1808,3726.667622,25552
8,true,factored_gemm,64,2000,185284,3124,247,59.309859154929576,1,1,257.251277,89866216,2408.963446,1808,2470.617507,25552
8,true,factored_optimized,64,2000,185284,3124,247,59.309859154929576,32,5,213.339823,89866216,2496.1295419999997,1808,2550.073974,25552
12,false,concat,64,2000,222454,0,0,0.0,32,5,106.643552,1967809960,3601.252986,10624,3713.2186589999997,26336
12,false,factored_functional,64,2000,222454,3282,310,67.78001218769043,32,5,145.943287,101381544,4536.111391,9440796112,NaN,-1
12,false,factored_scalar,64,2000,222454,3282,310,67.78001218769043,9223372036854775807,9223372036854775807,99.293506,101381544,4865.419267,1808,4934.473221,18032
12,false,factored_gemm,64,2000,222454,3282,310,67.78001218769043,1,1,298.721282,101381544,2821.1433150000003,1808,2863.770277,18032
12,false,factored_optimized,64,2000,222454,3282,310,67.78001218769043,32,5,286.836291,101381544,2954.395479,1808,3002.789391,18032
12,true,concat,64,2000,203136,0,0,0.0,32,5,134.51985,5009974696,6987.236486,22240,7356.706854,45472
12,true,factored_functional,64,2000,203136,3246,262,62.58040665434381,32,5,188.557417,145171752,9260.074213,19218295088,NaN,-1
12,true,factored_scalar,64,2000,203136,3246,262,62.58040665434381,9223372036854775807,9223372036854775807,132.320661,145171752,9866.608522,1808,10368.96006,25552
12,true,factored_gemm,64,2000,203136,3246,262,62.58040665434381,1,1,364.215373,145171752,5580.26285,1808,5704.5407,25552
12,true,factored_optimized,64,2000,203136,3246,262,62.58040665434381,32,5,332.756245,145171752,5943.486637,1808,6284.307852000001,25552
4,false,concat,64,20000,34512,0,0,0.0,32,5,78.906484,294972776,117.023744,6032,2111.487714,22192
4,false,factored_functional,64,20000,34512,1584,48,21.78787878787879,32,5,27.988691,30886792,129.804248,236141584,NaN,-1
4,false,factored_scalar,64,20000,34512,1584,48,21.78787878787879,9223372036854775807,9223372036854775807,21.317392,30886792,70.06609499999999,1808,2099.375956,18480
4,false,factored_gemm,64,20000,34512,1584,48,21.78787878787879,1,1,78.389332,30886792,68.32855,1808,2097.1004839999996,18480
4,false,factored_optimized,64,20000,34512,1584,48,21.78787878787879,32,5,73.857634,30886792,65.73745000000001,1808,2094.4717819999996,18480
4,true,concat,64,20000,25704,0,0,0.0,32,5,76.980754,840004648,154.627319,11840,2255.132072,35584
4,true,factored_functional,64,20000,25704,1368,42,18.789473684210527,32,5,98.851716,30725640,240.824298,442246192,NaN,-1
4,true,factored_scalar,64,20000,25704,1368,42,18.789473684210527,9223372036854775807,9223372036854775807,25.612014,30725640,133.780943,1808,2242.5163979999998,26064
4,true,factored_gemm,64,20000,25704,1368,42,18.789473684210527,1,1,98.25312,30725640,127.05153399999999,1808,2234.133992,26064
4,true,factored_optimized,64,20000,25704,1368,42,18.789473684210527,32,5,22.31728,30725640,127.75432500000001,1808,2239.6958759999998,26064
8,false,concat,64,20000,192480,0,0,0.0,32,5,81.471545,944625256,1404.67289,10624,2212.0782320000003,26784
8,false,factored_functional,64,20000,192480,3124,256,61.613316261203586,32,5,89.463488,71415944,1842.787271,3941845328,NaN,-1
8,false,factored_scalar,64,20000,192480,3124,256,61.613316261203586,9223372036854775807,9223372036854775807,43.090299,71415944,1629.206966,1808,2453.994091,18480
8,false,factored_gemm,64,20000,192480,3124,256,61.613316261203586,1,1,191.539535,71415944,1105.225626,1808,1915.7153629999998,18480
8,false,factored_optimized,64,20000,192480,3124,256,61.613316261203586,32,5,129.288298,71415944,1141.091544,1808,1950.24514,18480
8,true,concat,64,20000,192480,0,0,0.0,32,5,82.516419,2484028840,3111.7129449999998,22240,3982.317213,45984
8,true,factored_functional,64,20000,192480,3124,256,61.613316261203586,32,5,268.78773,89866216,4270.25453,9076027792,NaN,-1
8,true,factored_scalar,64,20000,192480,3124,256,61.613316261203586,9223372036854775807,9223372036854775807,78.203772,89866216,3777.7261750000002,1808,4647.7792469999995,26064
8,true,factored_gemm,64,20000,192480,3124,256,61.613316261203586,1,1,280.047538,89866216,2505.013451,1808,3352.445039,26064
8,true,factored_optimized,64,20000,192480,3124,256,61.613316261203586,32,5,163.886966,89866216,2585.89587,1808,3442.614404,26064
12,false,concat,64,20000,230616,0,0,0.0,32,5,104.484845,1967809960,4037.776869,10624,4906.103714000001,26784
12,false,factored_functional,64,20000,230616,3282,320,70.26691042047533,32,5,129.98578,101381544,4703.487717,9776715008,NaN,-1
12,false,factored_scalar,64,20000,230616,3282,320,70.26691042047533,9223372036854775807,9223372036854775807,96.70984,101381544,5042.379402,1808,5878.097563,18480
12,false,factored_gemm,64,20000,230616,3282,320,70.26691042047533,1,1,286.407564,101381544,2905.77473,1808,3574.707485,18480
12,false,factored_optimized,64,20000,230616,3282,320,70.26691042047533,32,5,319.420501,101381544,3053.138807,1808,3709.034447,18480
12,true,concat,64,20000,222648,0,0,0.0,32,5,125.53766,5009974696,8034.899872000001,22240,8958.461420000001,45984
12,true,factored_functional,64,20000,222648,3252,280,68.4649446494465,32,5,156.264777,145171752,10116.191852,21030851664,NaN,-1
12,true,factored_scalar,64,20000,222648,3252,280,68.4649446494465,9223372036854775807,9223372036854775807,121.317586,145171752,10848.522425000001,1808,11755.465761,26064
12,true,factored_gemm,64,20000,222648,3252,280,68.4649446494465,1,1,375.775513,145171752,6140.277483,1808,6920.958705,26064
12,true,factored_optimized,64,20000,222648,3252,280,68.4649446494465,32,5,334.416078,145171752,6446.91848,1808,7261.304268,26064
