key,value
pass1_wake_influence.target3.type,"FLOWVPM.ParticleField{Float64, FLOWVPM.ReformulatedVPM{Float64}, FLOWVPM.CoreSpreading{Float64, typeof(FLOWVPM.zeta_fmm), typeof(FLOWVPM.rbf_conjugategradient)}, typeof(FLOWVPM.nofreestream), FLOWVPM.DynamicSFS{Float64, typeof(FLOWVPM.Estr_fmm), typeof(FLOWVPM.dynamicprocedure_pseudo3level_beforeUJ), typeof(FLOWVPM.pseudo3level_positive_afterUJ), Tuple{}, Tuple{typeof(FLOWVPM.clipping_backscatter)}}, FLOWVPM.Kernel{typeof(FLOWVPM.zeta_gauserf), typeof(FLOWVPM.g_gauserf), typeof(FLOWVPM.dgdr_gauserf), typeof(FLOWVPM.g_dgdr_gauserf)}, typeof(FLOWVPM.UJ_fmm), typeof(FLOWVPM.euler), FLOWVPM.Relaxation{Float64, typeof(FLOWVPM.relax_correctedpedrizzetti), typeof(FLOWVPM.relax_filter_all)}, Matrix{Float64}}"
pass1_wake_influence.target3.supported,true
pass1_wake_influence.hits_seam_arm,1
pass1_wake_influence.hits_cpu_arm,0
pass1_wake_influence.wall_cpu_s,154.588214254
pass1_wake_influence.wall_seam_s,162.345843146
pass1_wake_influence.seam_accepted,true
pass1_wake_influence.body_velocity.n,36752
pass1_wake_influence.body_velocity.worst_rel,4.99531471201e-15
pass1_wake_influence.body_velocity.worst_index,17468
pass1_wake_influence.body_velocity.worst_absdiff,1.42125893328e-14
pass1_wake_influence.body_velocity.worst_refnorm,2.84518396782
pass1_wake_influence.body_velocity.class_scale,7.51623980805
pass1_wake_influence.body_velocity.diff_to_scale,1.89160967172e-15
pass1_wake_influence.body_velocity.n_over_gate,0
pass1_wake_influence.body_velocity.n_divergent,0
pass1_wake_influence.body_velocity_gradient.n,36752
pass1_wake_influence.body_velocity_gradient.worst_rel,0
pass1_wake_influence.body_velocity_gradient.worst_index,1
pass1_wake_influence.body_velocity_gradient.worst_absdiff,0
pass1_wake_influence.body_velocity_gradient.worst_refnorm,0
pass1_wake_influence.body_velocity_gradient.class_scale,0
pass1_wake_influence.body_velocity_gradient.diff_to_scale,0
pass1_wake_influence.body_velocity_gradient.n_over_gate,0
pass1_wake_influence.body_velocity_gradient.n_divergent,0
pass1_wake_influence.particle_Estr.n,181307
pass1_wake_influence.particle_Estr.worst_rel,1.18539001724
pass1_wake_influence.particle_Estr.worst_index,122740
pass1_wake_influence.particle_Estr.worst_absdiff,305.852376154
pass1_wake_influence.particle_Estr.worst_refnorm,258.01834983
pass1_wake_influence.particle_Estr.class_scale,285360.268198
pass1_wake_influence.particle_Estr.diff_to_scale,0.0156035975489
pass1_wake_influence.particle_Estr.n_over_gate,159364
pass1_wake_influence.particle_Estr.n_divergent,10
pass1_wake_influence.particle_J.n,181307
pass1_wake_influence.particle_J.worst_rel,0
pass1_wake_influence.particle_J.worst_index,1
pass1_wake_influence.particle_J.worst_absdiff,0
pass1_wake_influence.particle_J.worst_refnorm,702.306720939
pass1_wake_influence.particle_J.class_scale,2161.9530324
pass1_wake_influence.particle_J.diff_to_scale,0
pass1_wake_influence.particle_J.n_over_gate,0
pass1_wake_influence.particle_J.n_divergent,0
pass1_wake_influence.particle_U.n,181307
pass1_wake_influence.particle_U.worst_rel,0.000218707933708
pass1_wake_influence.particle_U.worst_index,109355
pass1_wake_influence.particle_U.worst_absdiff,2.76285579446e-05
pass1_wake_influence.particle_U.worst_refnorm,0.126326272102
pass1_wake_influence.particle_U.class_scale,24.7937695787
pass1_wake_influence.particle_U.diff_to_scale,3.10333001293e-06
pass1_wake_influence.particle_U.n_over_gate,0
pass1_wake_influence.particle_U.n_divergent,0
pass1_wake_influence.probe_U.n,164
pass1_wake_influence.probe_U.worst_rel,1.45923246527e-15
pass1_wake_influence.probe_U.worst_index,9
pass1_wake_influence.probe_U.worst_absdiff,6.22508510458e-15
pass1_wake_influence.probe_U.worst_refnorm,4.26599959411
pass1_wake_influence.probe_U.class_scale,13.5148451466
pass1_wake_influence.probe_U.diff_to_scale,7.9152880069e-16
pass1_wake_influence.probe_U.n_over_gate,0
pass1_wake_influence.probe_U.n_divergent,0
pass1_wake_influence.worst_rel_overall,0.000218707933708
pass1_wake_influence.diff_to_scale_overall,3.10333001293e-06
gate.pass1_wake_influence.phase_gate_1e-3_diff_to_scale.achieved,3.10333001293e-06
gate.pass1_wake_influence.phase_gate_1e-3_diff_to_scale.bound,0.001
gate.pass1_wake_influence.phase_gate_1e-3_diff_to_scale.pass,true
gate.pass1_wake_influence.phase_gate_1e-3_diff_to_scale.informational,false
gate.pass1_wake_influence.pertarget_rel.achieved,0.000218707933708
gate.pass1_wake_influence.pertarget_rel.bound,0.001
gate.pass1_wake_influence.pertarget_rel.pass,true
gate.pass1_wake_influence.pertarget_rel.informational,true
gate.pass1_wake_influence.tight_1e-11_points_kernel_F64.achieved,3.10333001293e-06
gate.pass1_wake_influence.tight_1e-11_points_kernel_F64.bound,1e-11
gate.pass1_wake_influence.tight_1e-11_points_kernel_F64.pass,false
gate.pass1_wake_influence.tight_1e-11_points_kernel_F64.informational,true
solve.hits,0
solve.wall_s,42.587422951
gate.solve.seam_never_matches.pass,true
pass3_body_influence.source1.type,"FLOWPanel.RigidWakeBody{Union{FLOWPanel.ConstantSource, FLOWPanel.VortexRing}, 2, Float64, true}"
pass3_body_influence.source1.supported,true
pass3_body_influence.source1.columns,37072
pass3_body_influence.target1.type,"FLOWPanel.RigidWakeBody{Union{FLOWPanel.ConstantSource, FLOWPanel.VortexRing}, 2, Float64, true}"
pass3_body_influence.target1.supported,true
pass3_body_influence.target2.type,"FLOWPanel.ProbeWrapper{FLOWPanel.PanelWake{FLOWPanel.VortexRing, 1, Float64}}"
pass3_body_influence.target2.supported,true
pass3_body_influence.target3.type,"FLOWVPM.ParticleField{Float64, FLOWVPM.ReformulatedVPM{Float64}, FLOWVPM.CoreSpreading{Float64, typeof(FLOWVPM.zeta_fmm), typeof(FLOWVPM.rbf_conjugategradient)}, typeof(FLOWVPM.nofreestream), FLOWVPM.DynamicSFS{Float64, typeof(FLOWVPM.Estr_fmm), typeof(FLOWVPM.dynamicprocedure_pseudo3level_beforeUJ), typeof(FLOWVPM.pseudo3level_positive_afterUJ), Tuple{}, Tuple{typeof(FLOWVPM.clipping_backscatter)}}, FLOWVPM.Kernel{typeof(FLOWVPM.zeta_gauserf), typeof(FLOWVPM.g_gauserf), typeof(FLOWVPM.dgdr_gauserf), typeof(FLOWVPM.g_dgdr_gauserf)}, typeof(FLOWVPM.UJ_fmm), typeof(FLOWVPM.euler), FLOWVPM.Relaxation{Float64, typeof(FLOWVPM.relax_correctedpedrizzetti), typeof(FLOWVPM.relax_filter_all)}, Matrix{Float64}}"
pass3_body_influence.target3.supported,true
pass3_body_influence.hits_seam_arm,1
pass3_body_influence.hits_cpu_arm,0
pass3_body_influence.wall_cpu_s,57.414835369
pass3_body_influence.wall_seam_s,2.921873944
pass3_body_influence.seam_accepted,true
pass3_body_influence.body_velocity.n,36752
pass3_body_influence.body_velocity.worst_rel,6.69146318868
pass3_body_influence.body_velocity.worst_index,19431
pass3_body_influence.body_velocity.worst_absdiff,1.51071401342
pass3_body_influence.body_velocity.worst_refnorm,0.225767365197
pass3_body_influence.body_velocity.class_scale,2619.90431986
pass3_body_influence.body_velocity.diff_to_scale,0.0123509755446
pass3_body_influence.body_velocity.n_over_gate,36708
pass3_body_influence.body_velocity.n_divergent,9415
pass3_body_influence.body_velocity_gradient.n,36752
pass3_body_influence.body_velocity_gradient.worst_rel,0
pass3_body_influence.body_velocity_gradient.worst_index,1
pass3_body_influence.body_velocity_gradient.worst_absdiff,0
pass3_body_influence.body_velocity_gradient.worst_refnorm,0
pass3_body_influence.body_velocity_gradient.class_scale,0
pass3_body_influence.body_velocity_gradient.diff_to_scale,0
pass3_body_influence.body_velocity_gradient.n_over_gate,0
pass3_body_influence.body_velocity_gradient.n_divergent,0
pass3_body_influence.particle_Estr.n,181307
pass3_body_influence.particle_Estr.worst_rel,0
pass3_body_influence.particle_Estr.worst_index,1
pass3_body_influence.particle_Estr.worst_absdiff,0
pass3_body_influence.particle_Estr.worst_refnorm,0
pass3_body_influence.particle_Estr.class_scale,0
pass3_body_influence.particle_Estr.diff_to_scale,0
pass3_body_influence.particle_Estr.n_over_gate,0
pass3_body_influence.particle_Estr.n_divergent,0
pass3_body_influence.particle_J.n,181307
pass3_body_influence.particle_J.worst_rel,0
pass3_body_influence.particle_J.worst_index,1
pass3_body_influence.particle_J.worst_absdiff,0
pass3_body_influence.particle_J.worst_refnorm,0
pass3_body_influence.particle_J.class_scale,0
pass3_body_influence.particle_J.diff_to_scale,0
pass3_body_influence.particle_J.n_over_gate,0
pass3_body_influence.particle_J.n_divergent,0
pass3_body_influence.particle_U.n,181307
pass3_body_influence.particle_U.worst_rel,9.96423919366e-05
pass3_body_influence.particle_U.worst_index,177730
pass3_body_influence.particle_U.worst_absdiff,5.55483220063e-07
pass3_body_influence.particle_U.worst_refnorm,0.00557476802058
pass3_body_influence.particle_U.class_scale,17.6918501286
pass3_body_influence.particle_U.diff_to_scale,1.8249960907e-05
pass3_body_influence.particle_U.n_over_gate,0
pass3_body_influence.particle_U.n_divergent,0
pass3_body_influence.probe_U.n,164
pass3_body_influence.probe_U.worst_rel,7.77465957998e-06
pass3_body_influence.probe_U.worst_index,83
pass3_body_influence.probe_U.worst_absdiff,1.3596755386e-05
pass3_body_influence.probe_U.worst_refnorm,1.74885539954
pass3_body_influence.probe_U.class_scale,5.27522685312
pass3_body_influence.probe_U.diff_to_scale,2.57747311435e-06
pass3_body_influence.probe_U.n_over_gate,0
pass3_body_influence.probe_U.n_divergent,0
pass3_body_influence.worst_rel_overall,6.69146318868
pass3_body_influence.diff_to_scale_overall,0.0123509755446
gate.pass3_body_influence.phase_gate_1e-3_diff_to_scale.achieved,0.0123509755446
gate.pass3_body_influence.phase_gate_1e-3_diff_to_scale.bound,0.001
gate.pass3_body_influence.phase_gate_1e-3_diff_to_scale.pass,false
gate.pass3_body_influence.phase_gate_1e-3_diff_to_scale.informational,false
gate.pass3_body_influence.pertarget_rel.achieved,6.69146318868
gate.pass3_body_influence.pertarget_rel.bound,0.001
gate.pass3_body_influence.pertarget_rel.pass,false
gate.pass3_body_influence.pertarget_rel.informational,true
sfs_enabled,true
gate.sfs.seam_never_handles_estr.pass,true
sfs.estr_n_divergent,10
sfs.estr_frac_divergent,5.5155068475e-05
gate.sfs.estr_divergence_sparse.achieved,5.5155068475e-05
gate.sfs.estr_divergence_sparse.bound,0.001
gate.sfs.estr_divergence_sparse.pass,true
gate.sfs.estr_divergence_sparse.informational,false
gate.sfs.estr_diff_to_scale.achieved,0.0156035975489
gate.sfs.estr_diff_to_scale.bound,0.001
gate.sfs.estr_diff_to_scale.pass,false
gate.sfs.estr_diff_to_scale.informational,true
overall_pass,false
