n,stage,kernel,count,total_ms
1000000,l2l,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<2, DynamicSize, DynamicSize, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, SubArray<Float32, 2, CuDeviceArray<Float32, 2, 1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, false>, Broadcasted<CuArrayStyle<2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, _, Tuple<Broadcasted<CuArrayStyle<2, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float32, 2, 1>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>, Extruded<SubArray<Float32, 2, CuDeviceArray<Float32, 2, 1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, false>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>, Broadcasted<CuArrayStyle<2, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float32, 2, 1>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>, Extruded<SubArray<Float32, 2, CuDeviceArray<Float32, 2, 1>, Tuple<UnitRange<Int64>, Slice<OneTo<Int64>>>, false>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)",20.0,0.05402565002441406
1000000,l2l,"[copy pageable to device memory]",50.2,0.04162788391113281
1000000,l2l,"void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_nn_align1>(cutlass_80_simt_sgemm_64x64_8x5_nn_align1::Params)",11.0,0.03142356872558594
1000000,l2l,"sm80_xmma_gemm_f32f32_f32f32_f32_nn_n_tilesize128x32x8_stage3_warpsize2x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas",5.0,0.023746490478515625
1000000,l2l,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",11.0,0.016498565673828125
1000000,l2l,"_cuda_rotate_z_scatter_accumulate_kernel_(CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Float32, 1, 1>, CuDeviceArray<Float32, 1, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Float32, 1, 1>)",5.0,0.013399124145507812
1000000,l2l,"_cuda_gather_rotate_z_kernel_(CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Float32, 2, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Float32, 1, 1>, CuDeviceArray<Float32, 1, 1>, CuDeviceArray<Int64, 1, 1>, CuDeviceArray<Float32, 1, 1>, Float32)",5.0,0.011968612670898438
1000000,l2l,"sm80_xmma_gemm_f32f32_f32f32_f32_nn_n_tilesize32x32x8_stage3_warpsize1x2x1_ffma_aligna4_alignc4_execute_kernel__5x_cublas",4.0,0.011682510375976562
1000000,l2l,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<2, DynamicSize, DynamicSize, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, CuDeviceArray<Float32, 2, 1>, Broadcasted<CuArrayStyle<2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, cos, Tuple<Broadcasted<CuArrayStyle<1, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float32, 1, 1>, Tuple<Bool>, Tuple<Int64>>, Extruded<Transpose<Float32, CuDeviceArray<Float32, 1, 1>>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)",5.0,0.010538101196289062
1000000,l2l,"gpu_broadcast_kernel_cartesian(CompilerMetadata<DynamicSize, DynamicCheck, void, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, NDRange<2, DynamicSize, DynamicSize, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>, CartesianIndices<2, Tuple<OneTo<Int64>, OneTo<Int64>>>>>, CuDeviceArray<Float32, 2, 1>, Broadcasted<CuArrayStyle<2, DeviceMemory>, Tuple<OneTo<Int64>, OneTo<Int64>>, sin, Tuple<Broadcasted<CuArrayStyle<1, DeviceMemory>, void, _, Tuple<Extruded<CuDeviceArray<Float32, 1, 1>, Tuple<Bool>, Tuple<Int64>>, Extruded<Transpose<Float32, CuDeviceArray<Float32, 1, 1>>, Tuple<Bool, Bool>, Tuple<Int64, Int64>>>>>>)",5.0,0.010395050048828125
