case,class,set,index,x,y,z,sigma_h,offset_x,offset_y,offset_z,target_cell_count,source_cell_count
rotor,shell,target,4,0.2671318583682174,-0.3666007539803724,0.45350894614734472,0.0011731149730247672,-1,0,2,3035,2669
rotor,shell,target,5,0.27190215119137751,-0.35110183154255292,0.43771272076526913,0.0011746052331657198,-1,0,2,3035,2669
rotor,shell,target,6,0.27632464874428297,-0.33624598369415715,0.42237062823365079,0.0011760641578189507,-1,0,2,3035,2669
rotor,shell,target,7,0.28007696536820159,-0.32074947943673759,0.40675222813450773,0.0011775221563603984,-1,0,2,3035,2669
rotor,shell,target,8,0.28355332370115782,-0.30543508998640778,0.39154378715743121,0.001178979215548029,-1,0,2,3035,2669
rotor,shell,target,9,0.28678733827488756,-0.29044302380559905,0.37607118730261391,0.0011804353223999716,-1,0,2,3035,2669
rotor,shell,target,10,0.28934522929590045,-0.27470431166233045,0.36061634098831519,0.0011818904641903458,-1,0,2,3035,2669
rotor,shell,target,11,0.2920308323405445,-0.25886301141744728,0.34445555073313727,0.0011833749130509903,-1,0,2,3035,2669
rotor,shell,target,12,0.29430895264022539,-0.24306943538037729,0.32921600595899037,0.0011848280667957959,-1,0,2,3035,2669
rotor,shell,target,13,0.29561855919710034,-0.22759649826754558,0.31344640225474052,0.0011862802185495492,-1,0,2,3035,2669
rotor,shell,target,14,0.29699308583739992,-0.21186138028703905,0.29783514048591542,0.0011877313565749035,-1,0,2,3035,2669
rotor,shell,target,15,0.29797329727326627,-0.19624653748465448,0.28247309778140561,0.0011891814693705555,-1,0,2,3035,2669
rotor,shell,target,16,0.29825341182884113,-0.18050518169168051,0.26685408643517405,0.0011906305456674689,-1,0,2,3035,2669
rotor,shell,target,17,0.29797474007084013,-0.16437584184848042,0.25104177613496148,0.0011921087304738785,-1,0,2,3035,2669
rotor,shell,target,18,0.29778977418174524,-0.14875966371925298,0.23530955154560473,0.0011935556787142562,-1,0,2,3035,2669
rotor,shell,target,19,0.2967730252071652,-0.13308513364210039,0.22007907595171616,0.0011950015577871062,-1,0,2,3035,2669
rotor,shell,target,20,0.29570882828487743,-0.11738784310773376,0.20390530902717785,0.0011964463573203687,-1,0,2,3035,2669
rotor,shell,target,21,0.29436923961396566,-0.10159994998043231,0.18848368617468481,0.0011978900671561809,-1,0,2,3035,2669
rotor,shell,target,22,0.29198752339350253,-0.085857500426062217,0.17314052998451501,0.0011993326773474485,-1,0,2,3035,2669
rotor,shell,target,23,0.28993646055788425,-0.070618762179582184,0.15732586200549292,0.0012007741781544803,-1,0,2,3035,2669
rotor,shell,target,24,0.28705949740315084,-0.054544577269762584,0.14090117045103767,0.0012022445560322043,-1,0,2,3035,2669
rotor,shell,target,25,0.28377839626424972,-0.039108222768299505,0.12546135384638291,0.0012036837860616254,-1,0,2,3035,2669
rotor,shell,target,26,0.28010650606894671,-0.023839076984771168,0.10950550095569866,0.0012051218785109796,-1,0,2,3035,2669
rotor,shell,target,27,0.2763781298401895,-0.0090627946410730686,0.093799206123783563,0.0012065588244415772,-1,0,2,3035,2669
rotor,shell,target,28,0.27200898231970427,0.006044901308884576,0.078304496999336948,0.0012079946151060154,-1,0,2,3035,2669
rotor,shell,target,29,0.26758794564010469,0.021139725477656413,0.062669372594520212,0.0012094292419451245,-1,0,2,3035,2669
rotor,shell,target,30,0.26214915801090388,0.036499553731517587,0.046251685905382089,0.0012108925476995045,-1,0,2,3035,2669
rotor,shell,target,31,0.25677373990824304,0.051528602294153458,0.030555716696873958,0.0012123247972710941,-1,0,2,3035,2669
rotor,shell,target,32,0.25094992903423119,0.065831200532612044,0.014534895129671099,0.0012137558582743782,-1,0,2,3035,2669
rotor,shell,target,33,0.24426688160733701,0.080420542100960724,-0.00088916259679905352,0.001215185722877178,-1,0,2,3035,2669
rotor,shell,target,34,0.23808322612719923,0.094437557331100486,-0.016983861872098771,0.0012166143834209328,-1,0,2,3035,2669
rotor,shell,target,35,0.23154774695140468,0.10875218223020511,-0.032768224801188239,0.0012180418324179273,-1,0,2,3035,2669
rotor,shell,target,36,0.2237446722622991,0.12309979475889321,-0.048954946559042867,0.0012194977626637188,-1,0,2,3035,2669
rotor,shell,target,37,0.21588226201044503,0.13658360481320031,-0.065023088857472544,0.0012209227411568392,-1,0,2,3035,2669
rotor,shell,target,38,0.20806461222855077,0.15049039539711817,-0.080779177168302851,0.001222346486494131,-1,0,2,3035,2669
rotor,shell,target,39,0.19984162144780004,0.1635249801274492,-0.096643549934881889,0.001223768991847731,-1,0,2,3035,2669
rotor,shell,target,40,0.19106191911380233,0.17668119737686894,-0.11226122417267703,0.0012251902505473606,-1,0,2,3035,2669
rotor,shell,target,41,0.18231087663966417,0.18937135071455735,-0.12836125147804012,0.0012266102560778097,-1,0,2,3035,2669
rotor,shell,target,42,0.17264785618523248,0.20243458573455353,-0.14458927257252441,0.00122805854584655,-1,0,2,3035,2669
rotor,shell,target,43,0.16260281253705511,0.21480500621075826,-0.16050221263321873,0.0012294759996662784,-1,0,2,3035,2669
rotor,shell,target,44,0.15348014319941239,0.22716031272180359,-0.17641515061558266,0.0012308921815522603,-1,0,2,3035,2669
rotor,shell,target,45,0.14270797113307765,0.23887786116065257,-0.19218095376955802,0.0012323070855882012,-1,0,2,3035,2669
rotor,shell,target,46,0.13239413316699267,0.24999346970706693,-0.20874616408735847,0.0012337207060008381,-1,0,2,3035,2669
rotor,shell,target,47,0.12143709753029341,0.26199170290404439,-0.22480501975428524,0.0012351330371576533,-1,0,2,3035,2669
rotor,shell,target,48,0.11046683109807809,0.27327062803654911,-0.24043005346693747,0.0012365440735646294,-1,0,2,3035,2669
rotor,shell,target,49,0.09878683320168502,0.28417191582969625,-0.257122556123214,0.0012379831655076918,-1,0,2,3035,2669
rotor,shell,target,50,0.087104841096630636,0.29433986460576733,-0.27301336496488915,0.0012393915692268998,-1,0,2,3035,2669
rotor,shell,target,51,0.075077679427429267,0.30439025528603469,-0.28890438691291109,0.0012407986624185638,-1,0,2,3035,2669
rotor,shell,target,52,0.062620429922047194,0.31485496494707377,-0.30527688037779654,0.0012422044401235633,-1,0,2,3035,2669
rotor,shell,target,53,0.050674786755235957,0.32418578924264363,-0.32084033156483827,0.001243608897510516,-1,0,2,3035,2669
rotor,shell,target,54,0.037999892673489022,0.33325453225106738,-0.33725751390277026,0.0012450120298737361,-1,0,2,3035,2669
rotor,shell,target,55,0.025220131349262154,0.34283207838231178,-0.35353147984837108,0.0012464430226845728,-1,0,2,3035,2669
rotor,shell,target,56,0.011669521145549311,0.35138966673475913,-0.36963597630614231,0.0012478434635364187,-1,0,2,3035,2669
rotor,shell,target,57,-0.001710661005631664,0.35933321321508416,-0.38613965377574999,0.0012492425658925321,-1,0,2,3035,2669
rotor,shell,target,58,-0.01544003471221167,0.36733039903895737,-0.40186124200887008,0.0012506403255326552,-1,0,2,3035,2669
rotor,shell,target,59,-0.029056292455186039,0.37479769457918355,-0.41818191744864919,0.0012520367383524488,-1,0,2,3035,2669
rotor,shell,target,60,-0.043074401235901227,0.38252234249114281,-0.43436087874566454,0.001253431800361633,-1,0,2,3035,2669
rotor,shell,target,61,-0.057379301996263621,0.38896172992720501,-0.45084548923424705,0.0012548545288188369,-1,0,2,3035,2669
rotor,shell,target,62,-0.071504677109290427,0.39547640571835885,-0.46673105297756479,0.0012562468493426521,-1,0,2,3035,2669
rotor,shell,target,63,-0.085629039379522709,0.40189483362766865,-0.48306074863806714,0.0012576378076761781,-1,0,2,3035,2669
rotor,shell,target,64,-0.10081031533807572,0.40767628911395359,-0.49933625145409621,0.0012590274002696039,-1,0,2,3035,2669
rotor,shell,source,1,-0.75126960065515469,0.32963184352957242,2.4998334236726407,0.00096745304474488375,-1,0,2,3035,2669
rotor,shell,source,2,-0.76521886026152064,0.31584248491176137,2.485207947936253,0.00096883208427891402,-1,0,2,3035,2669
rotor,shell,source,3,-0.77966272323146946,0.3016786680040715,2.4702220400499399,0.00097022324500603205,-1,0,2,3035,2669
rotor,shell,source,4,-0.7929804425972149,0.28775490830902228,2.4558373230707318,0.00097160151545595255,-1,0,2,3035,2669
rotor,shell,source,5,-0.80565469846240401,0.27277958380516143,2.4407894129011893,0.00097301583232496604,-1,0,2,3035,2669
rotor,shell,source,6,-0.81846984459443917,0.25762332487397721,2.4257235310424718,0.00097444140089613925,-1,0,2,3035,2669
rotor,shell,source,7,-0.83063717242574064,0.24205650589891103,2.4107206499498375,0.00097587794133702633,-1,0,2,3035,2669
rotor,shell,source,8,-0.84197757422658803,0.22628333655749699,2.3965552698587302,0.00097729969869734005,-1,0,2,3035,2669
rotor,shell,source,9,-0.85314299073902777,0.21012025833260761,2.3812000610278474,0.00097875718530615673,-1,0,2,3035,2669
rotor,shell,source,10,-0.86372647919979784,0.19379929215515634,2.3656515611576054,0.00098022484248725663,-1,0,2,3035,2669
rotor,shell,source,11,-0.87388602387122294,0.17708071092125799,2.3506792293579295,0.00098170241236038096,-1,0,2,3035,2669
rotor,shell,source,12,-0.88329602927593598,0.16021793671793461,2.3359403968792236,0.00098316346869583605,-1,0,2,3035,2669
rotor,shell,source,13,-0.89239389930896529,0.14305183014283607,2.3207261702914934,0.00098465994812750894,-1,0,2,3035,2669
rotor,shell,source,14,-0.90103593438803387,0.12517755148700438,2.305550244986847,0.00098616560182350553,-1,0,2,3035,2669
rotor,shell,source,15,-0.90907244941462384,0.10761048808413687,2.2901230719240573,0.00098768019213911159,-1,0,2,3035,2669
rotor,shell,source,16,-0.91652982003855588,0.089773759819620658,2.2752470582499598,0.0009891766880945228,-1,0,2,3035,2669
rotor,shell,source,17,-0.92358077925247706,0.07196934598914595,2.2596187219152668,0.00099070831116792463,-1,0,2,3035,2669
rotor,shell,source,18,-0.93036861379079205,0.053422440346988509,2.2444613199793793,0.00099224819038008089,-1,0,2,3035,2669
rotor,shell,source,19,-0.93589297687470729,0.034833520671329055,2.2286305285117649,0.00099379610673553504,-1,0,2,3035,2669
rotor,shell,source,20,-0.94108474812673304,0.015939283631991152,2.2136201524492805,0.00099535184568709978,-1,0,2,3035,2669
rotor,shell,source,21,-0.94613659541610051,-0.002621732070238636,2.198314218054179,0.00099688770540344042,-1,0,2,3035,2669
rotor,shell,source,22,-0.95040527167867417,-0.021420646436141944,2.1824678872237442,0.00099845833506077906,-1,0,2,3035,2669
rotor,shell,source,23,-0.95384616540278877,-0.040784386283329255,2.1670735567105766,0.0010000361729708524,-1,0,2,3035,2669
rotor,shell,source,24,-0.95707368064761678,-0.059672038346291423,2.1515678112300165,0.0010016210214222471,-1,0,2,3035,2669
rotor,shell,source,25,-0.95961771417120811,-0.078436309879846178,2.1361093330121506,0.0010031847051049851,-1,0,2,3035,2669
rotor,shell,source,26,-0.96157214663356783,-0.09789237040965304,2.12023925802918,0.0010047828828338866,-1,0,2,3035,2669
rotor,shell,source,27,-0.96310572741808098,-0.11711458463961755,2.1046055106228323,0.0010063875049667961,-1,0,2,3035,2669
rotor,shell,source,28,-0.96375135561371827,-0.1362363279423171,2.0887972267344779,0.0010079983893054897,-1,0,2,3035,2669
rotor,shell,source,29,-0.96430755190318962,-0.15532588964369332,2.0735171000240697,0.0010095869380628462,-1,0,2,3035,2669
rotor,shell,source,30,-0.96364764935293312,-0.17477661112609155,2.057466497562487,0.0010112097127665796,-1,0,2,3035,2669
rotor,shell,source,31,-0.96305457640090353,-0.19354367324992161,2.0417489369006816,0.0010128382279581656,-1,0,2,3035,2669
rotor,shell,source,32,-0.9614268328613127,-0.21312982334097441,2.0258567746091387,0.001014472315734243,-1,0,2,3035,2669
rotor,shell,source,33,-0.95947784405701952,-0.23204491473810229,2.0100290086913972,0.0010161118116010963,-1,0,2,3035,2669
rotor,shell,source,34,-0.95715561046261577,-0.25091926511721674,1.9944176364286008,0.0010177276549540213,-1,0,2,3035,2669
rotor,shell,source,35,-0.95413042588246721,-0.26996906897055872,1.9781118249573737,0.0010193773988757282,-1,0,2,3035,2669
rotor,shell,source,36,-0.95054400144494622,-0.28866824846110806,1.96243665037737,0.0010210320798661181,-1,0,2,3035,2669
rotor,shell,source,37,-0.94609594237503014,-0.30769114118559848,1.945941134325011,0.0010226915463373875,-1,0,2,3035,2669
rotor,shell,source,38,-0.94134338206174917,-0.32599323394582402,1.9304906343195398,0.0010243264158544252,-1,0,2,3035,2669
rotor,shell,source,39,-0.93581107724728785,-0.34402340078533644,1.9145676638389872,0.0010259949332152782,-1,0,2,3035,2669
rotor,shell,source,40,-0.93011848221783211,-0.36252005392279063,1.8983366282998517,0.0010276678019927297,-1,0,2,3035,2669
rotor,shell,source,41,-0.92351176173740246,-0.3805389305219391,1.8821908997080214,0.0010293448824941146,-1,0,2,3035,2669
rotor,shell,source,42,-0.9168319040143853,-0.39835564675035684,1.8664755896393075,0.0010309965095608618,-1,0,2,3035,2669
rotor,shell,source,43,-0.90927494334973336,-0.41582579384462548,1.8499919234544464,0.0010326815377290743,-1,0,2,3035,2669
rotor,shell,source,44,-0.90133872550628258,-0.43328100852911167,1.8340469140779305,0.0010343703776229695,-1,0,2,3035,2669
rotor,shell,source,45,-0.89288007413511838,-0.45024301709565773,1.8175873733624428,0.0010360629005152363,-1,0,2,3035,2669
rotor,shell,source,46,-0.88412678923268206,-0.46682954203336813,1.8015051239850379,0.0010377291945631389,-1,0,2,3035,2669
rotor,shell,source,47,-0.87442800520160535,-0.48347063965514891,1.7850543051086163,0.0010394286484989789,-1,0,2,3035,2669
rotor,shell,source,48,-0.86458476608586743,-0.49999721709091638,1.7685275270745038,0.0010411613188381749,-1,0,2,3035,2669
