case,class,sigma_bin,output,rank,svd_relative_rms,singular_value
rotor,corner,1.000,uj,45,1.323060322e-04,6.868530084e-02
rotor,corner,1.000,uj,46,1.125995394e-04,4.832311099e-02
rotor,corner,1.000,uj,47,9.384090595e-05,4.328614177e-02
rotor,corner,1.000,uj,48,8.093049237e-05,3.304122518e-02
rotor,corner,1.000,uj,49,6.875821930e-05,2.969143948e-02
rotor,corner,1.000,uj,50,6.041557828e-05,2.283441432e-02
rotor,corner,1.000,uj,51,5.192804901e-05,2.147908360e-02
rotor,corner,1.000,uj,52,4.465032765e-05,1.844117322e-02
rotor,corner,1.000,uj,53,3.732493399e-05,1.704542267e-02
rotor,corner,1.000,uj,54,3.188286991e-05,1.349926877e-02
rotor,corner,1.000,uj,55,2.788064437e-05,1.075770741e-02
rotor,corner,1.000,uj,56,2.366564384e-05,1.025293964e-02
rotor,corner,1.000,uj,57,2.032454115e-05,8.432836701e-03
rotor,corner,1.000,uj,58,1.755657345e-05,7.122669099e-03
rotor,corner,1.000,uj,59,1.492457013e-05,6.431462720e-03
rotor,corner,1.000,uj,60,1.259316530e-05,5.571422275e-03
rotor,corner,1.000,uj,61,1.045809317e-05,4.879827613e-03
rotor,corner,1.000,uj,62,8.589850779e-06,4.149459675e-03
rotor,corner,1.000,uj,63,7.284554514e-06,3.166315336e-03
rotor,corner,1.000,uj,64,6.280541605e-06,2.567036068e-03
rotor,corner,1.000,uj,65,5.261258143e-06,2.385806080e-03
rotor,corner,1.000,uj,66,4.419165521e-06,1.985994303e-03
rotor,corner,1.000,uj,67,3.512067739e-06,1.865727868e-03
rotor,corner,1.000,uj,68,2.883233347e-06,1.394920721e-03
rotor,corner,1.000,uj,69,2.336249496e-06,1.175308492e-03
rotor,corner,1.000,uj,70,1.815562623e-06,1.022723053e-03
rotor,corner,1.000,uj,71,1.433056241e-06,7.753889514e-04
rotor,corner,1.000,uj,72,1.158639652e-06,5.866081406e-04
rotor,corner,1.000,uj,73,9.102008293e-07,4.986824898e-04
rotor,corner,1.000,uj,74,7.195611687e-07,3.877212519e-04
rotor,corner,1.000,uj,75,5.870913517e-07,2.893939237e-04
rotor,corner,1.000,uj,76,4.525990294e-07,2.601067629e-04
rotor,corner,1.000,uj,77,3.583501663e-07,1.923028711e-04
rotor,corner,1.000,uj,78,2.812655487e-07,1.544522747e-04
rotor,corner,1.000,uj,79,2.157042182e-07,1.255566584e-04
rotor,corner,1.000,uj,80,1.741922012e-07,8.849371471e-05
rotor,corner,1.000,uj,81,1.313581713e-07,7.957685314e-05
rotor,corner,1.000,uj,82,9.029185364e-08,6.636325178e-05
rotor,corner,1.000,uj,83,7.270920502e-08,3.723816277e-05
rotor,corner,1.000,uj,84,5.870708586e-08,2.983818292e-05
rotor,corner,1.000,uj,85,4.505333151e-08,2.618139496e-05
rotor,corner,1.000,uj,86,3.383620324e-08,2.069195023e-05
rotor,corner,1.000,uj,87,2.533816547e-08,1.559829142e-05
rotor,corner,1.000,uj,88,2.076189036e-08,1.010317029e-05
rotor,corner,1.000,uj,89,1.587432017e-08,9.307920415e-06
rotor,corner,1.000,uj,90,1.143253432e-08,7.660648413e-06
rotor,corner,1.000,uj,91,8.692183349e-09,5.165577452e-06
rotor,corner,1.000,uj,92,6.910768386e-09,3.667218739e-06
rotor,corner,1.000,uj,93,5.696657405e-09,2.721405691e-06
rotor,corner,1.000,uj,94,4.562656672e-09,2.372557329e-06
rotor,corner,1.000,uj,95,3.535427631e-09,2.006206698e-06
rotor,corner,1.000,uj,96,2.841769764e-09,1.462980282e-06
rotor,corner,1.000,uj,97,2.314914643e-09,1.146520340e-06
rotor,corner,1.000,uj,98,1.687957147e-09,1.101934485e-06
rotor,corner,1.000,uj,99,1.324436926e-09,7.278989020e-07
rotor,corner,1.000,uj,100,1.089050561e-09,5.242809302e-07
rotor,corner,1.000,uj,101,8.741855018e-10,4.517727640e-07
rotor,corner,1.000,uj,102,6.931235586e-10,3.705457149e-07
rotor,corner,1.000,uj,103,5.055760027e-10,3.298084378e-07
rotor,corner,1.000,uj,104,3.849729179e-10,2.279601761e-07
rotor,corner,1.000,uj,105,3.207648189e-10,1.480701310e-07
rotor,corner,1.000,uj,106,2.610531512e-10,1.296504567e-07
rotor,corner,1.000,uj,107,2.074611338e-10,1.102204947e-07
rotor,corner,1.000,uj,108,1.606685290e-10,9.129350945e-08
rotor,corner,1.000,uj,109,1.294626772e-10,6.618599883e-08
rotor,corner,1.000,uj,110,1.010484764e-10,5.629432026e-08
rotor,corner,1.000,uj,111,7.125798524e-11,4.983569262e-08
rotor,corner,1.000,uj,112,5.609719990e-11,3.056469383e-08
rotor,corner,1.000,uj,113,4.488839958e-11,2.340238798e-08
rotor,corner,1.000,uj,114,3.621802060e-11,1.844580197e-08
rotor,corner,1.000,uj,115,2.617965650e-11,1.740870908e-08
rotor,corner,1.000,uj,116,2.131487395e-11,1.057315016e-08
rotor,corner,1.000,uj,117,1.610043121e-11,9.715820489e-09
rotor,corner,6.000,u,1,7.142283251e-01,2.434247948e+02
rotor,corner,6.000,u,2,2.506328202e-01,2.326070675e+02
rotor,corner,6.000,u,3,1.603387630e-01,6.699715636e+01
rotor,corner,6.000,u,4,1.095907705e-01,4.070572784e+01
rotor,corner,6.000,u,5,8.003331151e-02,2.603761388e+01
rotor,corner,6.000,u,6,6.049330427e-02,1.822479043e+01
rotor,corner,6.000,u,7,4.820416169e-02,1.271134161e+01
rotor,corner,6.000,u,8,3.822849671e-02,1.021246902e+01
rotor,corner,6.000,u,9,2.993467955e-02,8.269381479e+00
rotor,corner,6.000,u,10,2.349759980e-02,6.450110941e+00
rotor,corner,6.000,u,11,1.779255598e-02,5.337939437e+00
rotor,corner,6.000,u,12,1.310803281e-02,4.184436313e+00
rotor,corner,6.000,u,13,1.088596311e-02,2.539516376e+00
rotor,corner,6.000,u,14,9.221824005e-03,2.011860398e+00
rotor,corner,6.000,u,15,7.525539034e-03,1.853717345e+00
rotor,corner,6.000,u,16,5.705248907e-03,1.706805565e+00
rotor,corner,6.000,u,17,4.972477011e-03,9.728472949e-01
rotor,corner,6.000,u,18,4.193791883e-03,9.291763041e-01
rotor,corner,6.000,u,19,3.577070350e-03,7.613775199e-01
rotor,corner,6.000,u,20,2.888627293e-03,7.337744699e-01
rotor,corner,6.000,u,21,2.356110490e-03,5.812318933e-01
rotor,corner,6.000,u,22,1.920498869e-03,4.747012866e-01
rotor,corner,6.000,u,23,1.639509925e-03,3.478492256e-01
rotor,corner,6.000,u,24,1.383546908e-03,3.059374587e-01
rotor,corner,6.000,u,25,1.168943718e-03,2.574074156e-01
rotor,corner,6.000,u,26,9.503132817e-04,2.367380209e-01
rotor,corner,6.000,u,27,7.901634966e-04,1.836192401e-01
rotor,corner,6.000,u,28,6.144441817e-04,1.727858440e-01
rotor,corner,6.000,u,29,5.023720168e-04,1.230440513e-01
rotor,corner,6.000,u,30,4.250061118e-04,9.315884997e-02
rotor,corner,6.000,u,31,3.477487915e-04,8.497899566e-02
rotor,corner,6.000,u,32,2.844230023e-04,6.958710225e-02
rotor,corner,6.000,u,33,2.440306137e-04,5.081291315e-02
rotor,corner,6.000,u,34,2.001567325e-04,4.855198691e-02
rotor,corner,6.000,u,35,1.699014037e-04,3.680076156e-02
rotor,corner,6.000,u,36,1.428604196e-04,3.198445858e-02
rotor,corner,6.000,u,37,1.196690605e-04,2.713769949e-02
rotor,corner,6.000,u,38,1.020596689e-04,2.173221779e-02
rotor,corner,6.000,u,39,8.465712914e-05,1.982526050e-02
rotor,corner,6.000,u,40,6.888390729e-05,1.711564732e-02
rotor,corner,6.000,u,41,5.316651205e-05,1.523283768e-02
rotor,corner,6.000,u,42,4.459634975e-05,1.006705324e-02
rotor,corner,6.000,u,43,3.802012122e-05,8.106673043e-03
rotor,corner,6.000,u,44,3.086774526e-05,7.720002195e-03
rotor,corner,6.000,u,45,2.530604620e-05,6.147400397e-03
rotor,corner,6.000,u,46,2.062212192e-05,5.101118160e-03
rotor,corner,6.000,u,47,1.755719107e-05,3.762229496e-03
rotor,corner,6.000,u,48,1.488402909e-05,3.238784986e-03
rotor,corner,6.000,u,49,1.237034253e-05,2.878687601e-03
rotor,corner,6.000,u,50,1.052276722e-05,2.261904993e-03
rotor,corner,6.000,u,51,8.859616951e-06,1.974650470e-03
rotor,corner,6.000,u,52,7.160947726e-06,1.814321338e-03
rotor,corner,6.000,u,53,6.272188770e-06,1.201715321e-03
rotor,corner,6.000,u,54,5.334106481e-06,1.147593724e-03
rotor,corner,6.000,u,55,4.530709182e-06,9.791079112e-04
rotor,corner,6.000,u,56,3.748499333e-06,8.850686124e-04
rotor,corner,6.000,u,57,2.991276098e-06,7.856978558e-04
rotor,corner,6.000,u,58,2.468532381e-06,5.875624108e-04
rotor,corner,6.000,u,59,1.889787446e-06,5.523623126e-04
rotor,corner,6.000,u,60,1.606635839e-06,3.460528313e-04
rotor,corner,6.000,u,61,1.334583877e-06,3.111075526e-04
rotor,corner,6.000,u,62,1.093923494e-06,2.658844286e-04
rotor,corner,6.000,u,63,8.478200618e-07,2.404228053e-04
rotor,corner,6.000,u,64,6.962429594e-07,1.682558607e-04
rotor,corner,6.000,u,65,5.996533642e-07,1.230470457e-04
rotor,corner,6.000,u,66,4.993495063e-07,1.154726469e-04
rotor,corner,6.000,u,67,4.186618315e-07,9.465607928e-05
rotor,corner,6.000,u,68,3.282437830e-07,9.038186859e-05
rotor,corner,6.000,u,69,2.661232758e-07,6.682912141e-05
rotor,corner,6.000,u,70,2.172533358e-07,5.345454148e-05
rotor,corner,6.000,u,71,1.684956498e-07,4.769741344e-05
rotor,corner,6.000,u,72,1.297371886e-07,3.739227449e-05
rotor,corner,6.000,u,73,8.940160158e-08,3.269826502e-05
rotor,corner,6.000,u,74,7.051472034e-08,1.911381640e-05
rotor,corner,6.000,u,75,5.655275534e-08,1.464911414e-05
rotor,corner,6.000,u,76,4.287054528e-08,1.282753193e-05
rotor,corner,6.000,u,77,2.685952901e-08,1.162091708e-05
rotor,corner,6.000,uj,1,7.845254061e-01,4.313306182e+02
rotor,corner,6.000,uj,2,4.848589932e-01,4.290090933e+02
rotor,corner,6.000,uj,3,2.833314287e-01,2.736859839e+02
rotor,corner,6.000,uj,4,2.117050813e-01,1.309802764e+02
rotor,corner,6.000,uj,5,1.659746641e-01,9.141454743e+01
rotor,corner,6.000,uj,6,1.378946118e-01,6.425297436e+01
rotor,corner,6.000,uj,7,1.155550796e-01,5.234001055e+01
rotor,corner,6.000,uj,8,9.075919248e-02,4.975140455e+01
rotor,corner,6.000,uj,9,7.313862097e-02,3.738070257e+01
rotor,corner,6.000,uj,10,5.794127199e-02,3.104579905e+01
rotor,corner,6.000,uj,11,4.704320453e-02,2.352817134e+01
rotor,corner,6.000,uj,12,3.565540967e-02,2.134616285e+01
rotor,corner,6.000,uj,13,2.976660836e-02,1.365294384e+01
rotor,corner,6.000,uj,14,2.560555449e-02,1.055840454e+01
rotor,corner,6.000,uj,15,2.130476630e-02,9.880049344e+00
rotor,corner,6.000,uj,16,1.783885282e-02,8.101962556e+00
rotor,corner,6.000,uj,17,1.515236500e-02,6.548510011e+00
rotor,corner,6.000,uj,18,1.317317821e-02,5.208149004e+00
rotor,corner,6.000,uj,19,1.119179547e-02,4.833013918e+00
rotor,corner,6.000,uj,20,9.651120522e-03,3.941718754e+00
rotor,corner,6.000,uj,21,8.005665803e-03,3.749295609e+00
rotor,corner,6.000,uj,22,6.632937653e-03,3.118121097e+00
rotor,corner,6.000,uj,23,5.659319039e-03,2.406362934e+00
rotor,corner,6.000,uj,24,4.852549025e-03,2.025656069e+00
rotor,corner,6.000,uj,25,4.077431702e-03,1.830036985e+00
rotor,corner,6.000,uj,26,3.192801973e-03,1.764029465e+00
rotor,corner,6.000,uj,27,2.684409070e-03,1.202364839e+00
rotor,corner,6.000,uj,28,2.262918569e-03,1.004454148e+00
rotor,corner,6.000,uj,29,1.887835715e-03,8.679166162e-01
rotor,corner,6.000,uj,30,1.601124689e-03,6.956985573e-01
rotor,corner,6.000,uj,31,1.356661607e-03,5.914811679e-01
rotor,corner,6.000,uj,32,1.097198087e-03,5.550267332e-01
rotor,corner,6.000,uj,33,9.512921780e-04,3.802806931e-01
rotor,corner,6.000,uj,34,8.273400642e-04,3.266035747e-01
rotor,corner,6.000,uj,35,6.950239997e-04,3.121881644e-01
rotor,corner,6.000,uj,36,6.068269621e-04,2.356994223e-01
rotor,corner,6.000,uj,37,5.129570012e-04,2.255180590e-01
rotor,corner,6.000,uj,38,4.427588522e-04,1.801681877e-01
rotor,corner,6.000,uj,39,3.671830685e-04,1.720953569e-01
rotor,corner,6.000,uj,40,3.068329520e-04,1.402894624e-01
rotor,corner,6.000,uj,41,2.514125153e-04,1.223484465e-01
rotor,corner,6.000,uj,42,2.235196080e-04,8.005962446e-02
rotor,corner,6.000,uj,43,1.957275208e-04,7.508384685e-02
rotor,corner,6.000,uj,44,1.650919824e-04,7.313220129e-02
rotor,corner,6.000,uj,45,1.323060322e-04,6.868530084e-02
rotor,corner,6.000,uj,46,1.125995394e-04,4.832311099e-02
rotor,corner,6.000,uj,47,9.384090595e-05,4.328614177e-02
rotor,corner,6.000,uj,48,8.093049237e-05,3.304122518e-02
rotor,corner,6.000,uj,49,6.875821930e-05,2.969143948e-02
rotor,corner,6.000,uj,50,6.041557828e-05,2.283441432e-02
rotor,corner,6.000,uj,51,5.192804901e-05,2.147908360e-02
rotor,corner,6.000,uj,52,4.465032765e-05,1.844117322e-02
rotor,corner,6.000,uj,53,3.732493399e-05,1.704542267e-02
rotor,corner,6.000,uj,54,3.188286991e-05,1.349926877e-02
rotor,corner,6.000,uj,55,2.788064437e-05,1.075770741e-02
rotor,corner,6.000,uj,56,2.366564384e-05,1.025293964e-02
rotor,corner,6.000,uj,57,2.032454115e-05,8.432836701e-03
rotor,corner,6.000,uj,58,1.755657345e-05,7.122669099e-03
rotor,corner,6.000,uj,59,1.492457013e-05,6.431462720e-03
rotor,corner,6.000,uj,60,1.259316530e-05,5.571422275e-03
rotor,corner,6.000,uj,61,1.045809317e-05,4.879827613e-03
rotor,corner,6.000,uj,62,8.589850779e-06,4.149459675e-03
rotor,corner,6.000,uj,63,7.284554514e-06,3.166315336e-03
rotor,corner,6.000,uj,64,6.280541605e-06,2.567036068e-03
rotor,corner,6.000,uj,65,5.261258143e-06,2.385806080e-03
rotor,corner,6.000,uj,66,4.419165521e-06,1.985994303e-03
rotor,corner,6.000,uj,67,3.512067739e-06,1.865727868e-03
rotor,corner,6.000,uj,68,2.883233347e-06,1.394920721e-03
rotor,corner,6.000,uj,69,2.336249496e-06,1.175308492e-03
rotor,corner,6.000,uj,70,1.815562623e-06,1.022723053e-03
rotor,corner,6.000,uj,71,1.433056241e-06,7.753889514e-04
rotor,corner,6.000,uj,72,1.158639652e-06,5.866081406e-04
rotor,corner,6.000,uj,73,9.102008293e-07,4.986824898e-04
rotor,corner,6.000,uj,74,7.195611687e-07,3.877212519e-04
rotor,corner,6.000,uj,75,5.870913517e-07,2.893939237e-04
rotor,corner,6.000,uj,76,4.525990294e-07,2.601067629e-04
rotor,corner,6.000,uj,77,3.583501663e-07,1.923028711e-04
rotor,corner,6.000,uj,78,2.812655487e-07,1.544522747e-04
rotor,corner,6.000,uj,79,2.157042182e-07,1.255566584e-04
rotor,corner,6.000,uj,80,1.741922012e-07,8.849371471e-05
rotor,corner,6.000,uj,81,1.313581713e-07,7.957685314e-05
rotor,corner,6.000,uj,82,9.029185364e-08,6.636325178e-05
rotor,corner,6.000,uj,83,7.270920502e-08,3.723816277e-05
rotor,corner,6.000,uj,84,5.870708586e-08,2.983818292e-05
rotor,corner,6.000,uj,85,4.505333151e-08,2.618139496e-05
rotor,corner,6.000,uj,86,3.383620324e-08,2.069195023e-05
rotor,corner,6.000,uj,87,2.533816547e-08,1.559829142e-05
rotor,corner,6.000,uj,88,2.076189036e-08,1.010317029e-05
rotor,corner,6.000,uj,89,1.587432017e-08,9.307920415e-06
rotor,corner,6.000,uj,90,1.143253432e-08,7.660648413e-06
rotor,corner,6.000,uj,91,8.692183349e-09,5.165577452e-06
rotor,corner,6.000,uj,92,6.910768386e-09,3.667218739e-06
rotor,corner,6.000,uj,93,5.696657405e-09,2.721405691e-06
rotor,corner,6.000,uj,94,4.562656672e-09,2.372557329e-06
rotor,corner,6.000,uj,95,3.535427631e-09,2.006206698e-06
rotor,corner,6.000,uj,96,2.841769764e-09,1.462980282e-06
rotor,corner,6.000,uj,97,2.314914643e-09,1.146520340e-06
rotor,corner,6.000,uj,98,1.687957147e-09,1.101934485e-06
rotor,corner,6.000,uj,99,1.324436926e-09,7.278989020e-07
rotor,corner,6.000,uj,100,1.089050561e-09,5.242809302e-07
rotor,corner,6.000,uj,101,8.741855018e-10,4.517727640e-07
rotor,corner,6.000,uj,102,6.931235586e-10,3.705457149e-07
rotor,corner,6.000,uj,103,5.055760027e-10,3.298084378e-07
rotor,corner,6.000,uj,104,3.849729179e-10,2.279601761e-07
rotor,corner,6.000,uj,105,3.207648189e-10,1.480701310e-07
rotor,corner,6.000,uj,106,2.610531512e-10,1.296504567e-07
rotor,corner,6.000,uj,107,2.074611338e-10,1.102204947e-07
rotor,corner,6.000,uj,108,1.606685290e-10,9.129350945e-08
rotor,corner,6.000,uj,109,1.294626772e-10,6.618599883e-08
rotor,corner,6.000,uj,110,1.010484764e-10,5.629432026e-08
rotor,corner,6.000,uj,111,7.125798524e-11,4.983569262e-08
rotor,corner,6.000,uj,112,5.609719990e-11,3.056469383e-08
rotor,corner,6.000,uj,113,4.488839958e-11,2.340238798e-08
rotor,corner,6.000,uj,114,3.621802060e-11,1.844580197e-08
rotor,corner,6.000,uj,115,2.617965650e-11,1.740870908e-08
rotor,corner,6.000,uj,116,2.131487395e-11,1.057315016e-08
rotor,corner,6.000,uj,117,1.610043121e-11,9.715820489e-09
rotor,corner,18.000,u,1,7.142283251e-01,2.434247948e+02
rotor,corner,18.000,u,2,2.506328202e-01,2.326070675e+02
rotor,corner,18.000,u,3,1.603387630e-01,6.699715636e+01
rotor,corner,18.000,u,4,1.095907705e-01,4.070572784e+01
rotor,corner,18.000,u,5,8.003331151e-02,2.603761388e+01
rotor,corner,18.000,u,6,6.049330427e-02,1.822479043e+01
rotor,corner,18.000,u,7,4.820416169e-02,1.271134161e+01
rotor,corner,18.000,u,8,3.822849671e-02,1.021246902e+01
rotor,corner,18.000,u,9,2.993467955e-02,8.269381479e+00
rotor,corner,18.000,u,10,2.349759980e-02,6.450110941e+00
rotor,corner,18.000,u,11,1.779255598e-02,5.337939437e+00
rotor,corner,18.000,u,12,1.310803281e-02,4.184436313e+00
rotor,corner,18.000,u,13,1.088596311e-02,2.539516376e+00
rotor,corner,18.000,u,14,9.221824005e-03,2.011860398e+00
rotor,corner,18.000,u,15,7.525539034e-03,1.853717345e+00
rotor,corner,18.000,u,16,5.705248907e-03,1.706805565e+00
rotor,corner,18.000,u,17,4.972477011e-03,9.728472949e-01
rotor,corner,18.000,u,18,4.193791883e-03,9.291763041e-01
rotor,corner,18.000,u,19,3.577070350e-03,7.613775199e-01
rotor,corner,18.000,u,20,2.888627293e-03,7.337744699e-01
rotor,corner,18.000,u,21,2.356110490e-03,5.812318933e-01
rotor,corner,18.000,u,22,1.920498869e-03,4.747012866e-01
rotor,corner,18.000,u,23,1.639509925e-03,3.478492256e-01
rotor,corner,18.000,u,24,1.383546908e-03,3.059374587e-01
rotor,corner,18.000,u,25,1.168943718e-03,2.574074156e-01
rotor,corner,18.000,u,26,9.503132817e-04,2.367380209e-01
rotor,corner,18.000,u,27,7.901634966e-04,1.836192401e-01
rotor,corner,18.000,u,28,6.144441817e-04,1.727858440e-01
rotor,corner,18.000,u,29,5.023720168e-04,1.230440513e-01
rotor,corner,18.000,u,30,4.250061118e-04,9.315884997e-02
rotor,corner,18.000,u,31,3.477487915e-04,8.497899566e-02
rotor,corner,18.000,u,32,2.844230023e-04,6.958710225e-02
rotor,corner,18.000,u,33,2.440306137e-04,5.081291315e-02
rotor,corner,18.000,u,34,2.001567325e-04,4.855198691e-02
rotor,corner,18.000,u,35,1.699014037e-04,3.680076156e-02
rotor,corner,18.000,u,36,1.428604196e-04,3.198445858e-02
rotor,corner,18.000,u,37,1.196690605e-04,2.713769949e-02
rotor,corner,18.000,u,38,1.020596689e-04,2.173221779e-02
rotor,corner,18.000,u,39,8.465712914e-05,1.982526050e-02
rotor,corner,18.000,u,40,6.888390729e-05,1.711564732e-02
rotor,corner,18.000,u,41,5.316651205e-05,1.523283768e-02
rotor,corner,18.000,u,42,4.459634975e-05,1.006705324e-02
rotor,corner,18.000,u,43,3.802012122e-05,8.106673043e-03
rotor,corner,18.000,u,44,3.086774526e-05,7.720002195e-03
rotor,corner,18.000,u,45,2.530604620e-05,6.147400397e-03
rotor,corner,18.000,u,46,2.062212192e-05,5.101118160e-03
rotor,corner,18.000,u,47,1.755719107e-05,3.762229496e-03
rotor,corner,18.000,u,48,1.488402909e-05,3.238784986e-03
rotor,corner,18.000,u,49,1.237034253e-05,2.878687601e-03
rotor,corner,18.000,u,50,1.052276722e-05,2.261904993e-03
rotor,corner,18.000,u,51,8.859616951e-06,1.974650470e-03
rotor,corner,18.000,u,52,7.160947726e-06,1.814321338e-03
rotor,corner,18.000,u,53,6.272188770e-06,1.201715321e-03
rotor,corner,18.000,u,54,5.334106481e-06,1.147593724e-03
rotor,corner,18.000,u,55,4.530709182e-06,9.791079112e-04
rotor,corner,18.000,u,56,3.748499333e-06,8.850686124e-04
rotor,corner,18.000,u,57,2.991276098e-06,7.856978558e-04
rotor,corner,18.000,u,58,2.468532381e-06,5.875624108e-04
rotor,corner,18.000,u,59,1.889787446e-06,5.523623126e-04
rotor,corner,18.000,u,60,1.606635839e-06,3.460528313e-04
rotor,corner,18.000,u,61,1.334583877e-06,3.111075526e-04
rotor,corner,18.000,u,62,1.093923494e-06,2.658844286e-04
rotor,corner,18.000,u,63,8.478200618e-07,2.404228053e-04
rotor,corner,18.000,u,64,6.962429594e-07,1.682558607e-04
rotor,corner,18.000,u,65,5.996533642e-07,1.230470457e-04
rotor,corner,18.000,u,66,4.993495063e-07,1.154726469e-04
rotor,corner,18.000,u,67,4.186618315e-07,9.465607928e-05
rotor,corner,18.000,u,68,3.282437830e-07,9.038186859e-05
rotor,corner,18.000,u,69,2.661232758e-07,6.682912141e-05
rotor,corner,18.000,u,70,2.172533358e-07,5.345454148e-05
rotor,corner,18.000,u,71,1.684956498e-07,4.769741344e-05
rotor,corner,18.000,u,72,1.297371886e-07,3.739227449e-05
rotor,corner,18.000,u,73,8.940160158e-08,3.269826502e-05
rotor,corner,18.000,u,74,7.051472034e-08,1.911381640e-05
rotor,corner,18.000,u,75,5.655275534e-08,1.464911414e-05
rotor,corner,18.000,u,76,4.287054528e-08,1.282753193e-05
rotor,corner,18.000,u,77,2.685952901e-08,1.162091708e-05
rotor,corner,18.000,uj,1,7.845254061e-01,4.313306182e+02
rotor,corner,18.000,uj,2,4.848589932e-01,4.290090933e+02
rotor,corner,18.000,uj,3,2.833314287e-01,2.736859839e+02
rotor,corner,18.000,uj,4,2.117050813e-01,1.309802764e+02
rotor,corner,18.000,uj,5,1.659746641e-01,9.141454743e+01
rotor,corner,18.000,uj,6,1.378946118e-01,6.425297436e+01
rotor,corner,18.000,uj,7,1.155550796e-01,5.234001055e+01
rotor,corner,18.000,uj,8,9.075919248e-02,4.975140455e+01
rotor,corner,18.000,uj,9,7.313862097e-02,3.738070257e+01
rotor,corner,18.000,uj,10,5.794127199e-02,3.104579905e+01
rotor,corner,18.000,uj,11,4.704320453e-02,2.352817134e+01
rotor,corner,18.000,uj,12,3.565540967e-02,2.134616285e+01
rotor,corner,18.000,uj,13,2.976660836e-02,1.365294384e+01
rotor,corner,18.000,uj,14,2.560555449e-02,1.055840454e+01
rotor,corner,18.000,uj,15,2.130476630e-02,9.880049344e+00
rotor,corner,18.000,uj,16,1.783885282e-02,8.101962556e+00
rotor,corner,18.000,uj,17,1.515236500e-02,6.548510011e+00
rotor,corner,18.000,uj,18,1.317317821e-02,5.208149004e+00
rotor,corner,18.000,uj,19,1.119179547e-02,4.833013918e+00
rotor,corner,18.000,uj,20,9.651120522e-03,3.941718754e+00
rotor,corner,18.000,uj,21,8.005665803e-03,3.749295609e+00
rotor,corner,18.000,uj,22,6.632937653e-03,3.118121097e+00
rotor,corner,18.000,uj,23,5.659319039e-03,2.406362934e+00
rotor,corner,18.000,uj,24,4.852549025e-03,2.025656069e+00
rotor,corner,18.000,uj,25,4.077431702e-03,1.830036985e+00
rotor,corner,18.000,uj,26,3.192801973e-03,1.764029465e+00
rotor,corner,18.000,uj,27,2.684409070e-03,1.202364839e+00
rotor,corner,18.000,uj,28,2.262918569e-03,1.004454148e+00
rotor,corner,18.000,uj,29,1.887835715e-03,8.679166162e-01
rotor,corner,18.000,uj,30,1.601124689e-03,6.956985573e-01
rotor,corner,18.000,uj,31,1.356661607e-03,5.914811679e-01
rotor,corner,18.000,uj,32,1.097198087e-03,5.550267332e-01
rotor,corner,18.000,uj,33,9.512921780e-04,3.802806931e-01
rotor,corner,18.000,uj,34,8.273400642e-04,3.266035747e-01
rotor,corner,18.000,uj,35,6.950239997e-04,3.121881644e-01
rotor,corner,18.000,uj,36,6.068269621e-04,2.356994223e-01
rotor,corner,18.000,uj,37,5.129570012e-04,2.255180590e-01
rotor,corner,18.000,uj,38,4.427588522e-04,1.801681877e-01
rotor,corner,18.000,uj,39,3.671830685e-04,1.720953569e-01
rotor,corner,18.000,uj,40,3.068329520e-04,1.402894624e-01
rotor,corner,18.000,uj,41,2.514125153e-04,1.223484465e-01
rotor,corner,18.000,uj,42,2.235196080e-04,8.005962446e-02
rotor,corner,18.000,uj,43,1.957275208e-04,7.508384685e-02
rotor,corner,18.000,uj,44,1.650919824e-04,7.313220129e-02
rotor,corner,18.000,uj,45,1.323060322e-04,6.868530084e-02
rotor,corner,18.000,uj,46,1.125995394e-04,4.832311099e-02
rotor,corner,18.000,uj,47,9.384090595e-05,4.328614177e-02
rotor,corner,18.000,uj,48,8.093049237e-05,3.304122518e-02
rotor,corner,18.000,uj,49,6.875821930e-05,2.969143948e-02
rotor,corner,18.000,uj,50,6.041557828e-05,2.283441432e-02
rotor,corner,18.000,uj,51,5.192804901e-05,2.147908360e-02
rotor,corner,18.000,uj,52,4.465032765e-05,1.844117322e-02
rotor,corner,18.000,uj,53,3.732493399e-05,1.704542267e-02
rotor,corner,18.000,uj,54,3.188286991e-05,1.349926877e-02
rotor,corner,18.000,uj,55,2.788064437e-05,1.075770741e-02
rotor,corner,18.000,uj,56,2.366564384e-05,1.025293964e-02
rotor,corner,18.000,uj,57,2.032454115e-05,8.432836701e-03
rotor,corner,18.000,uj,58,1.755657345e-05,7.122669099e-03
rotor,corner,18.000,uj,59,1.492457013e-05,6.431462720e-03
rotor,corner,18.000,uj,60,1.259316530e-05,5.571422275e-03
rotor,corner,18.000,uj,61,1.045809317e-05,4.879827613e-03
rotor,corner,18.000,uj,62,8.589850779e-06,4.149459675e-03
rotor,corner,18.000,uj,63,7.284554514e-06,3.166315336e-03
rotor,corner,18.000,uj,64,6.280541605e-06,2.567036068e-03
rotor,corner,18.000,uj,65,5.261258143e-06,2.385806080e-03
rotor,corner,18.000,uj,66,4.419165521e-06,1.985994303e-03
rotor,corner,18.000,uj,67,3.512067739e-06,1.865727868e-03
rotor,corner,18.000,uj,68,2.883233347e-06,1.394920721e-03
rotor,corner,18.000,uj,69,2.336249496e-06,1.175308492e-03
rotor,corner,18.000,uj,70,1.815562623e-06,1.022723053e-03
rotor,corner,18.000,uj,71,1.433056241e-06,7.753889514e-04
